County,FIPS,MapDate,DSCI
Kern County,6029,20121002,215
Kern County,6029,20121009,215
Kern County,6029,20121016,215
Kern County,6029,20121023,215
Kern County,6029,20121030,215
Kern County,6029,20121106,215
Kern County,6029,20121113,215
Kern County,6029,20121120,215
Kern County,6029,20121127,275
Kern County,6029,20121204,275
Kern County,6029,20121211,275
Kern County,6029,20121218,275
Kern County,6029,20121225,274
Kern County,6029,20130101,274
Kern County,6029,20130108,274
Kern County,6029,20130115,275
Kern County,6029,20130122,275
Kern County,6029,20130129,275
Kern County,6029,20130205,275
Kern County,6029,20130212,296
Kern County,6029,20130219,296
Kern County,6029,20130226,296
Kern County,6029,20130305,296
Kern County,6029,20130312,252
Kern County,6029,20130319,252
Kern County,6029,20130326,252
Kern County,6029,20130402,252
Kern County,6029,20130409,252
Kern County,6029,20130416,252
Kern County,6029,20130423,300
Kern County,6029,20130430,300
Kern County,6029,20130507,300
Kern County,6029,20130514,300
Kern County,6029,20130521,300
Kern County,6029,20130528,300
Kern County,6029,20130604,300
Kern County,6029,20130611,300
Kern County,6029,20130618,300
Kern County,6029,20130625,300
Kern County,6029,20130702,300
Kern County,6029,20130709,300
Kern County,6029,20130716,300
Kern County,6029,20130723,300
Kern County,6029,20130730,300
Kern County,6029,20130806,300
Kern County,6029,20130813,396
Kern County,6029,20130820,396
Kern County,6029,20130827,396
Kern County,6029,20130903,396
Kern County,6029,20130910,396
Kern County,6029,20130917,396
Kern County,6029,20130924,396
Kern County,6029,20131001,396
Kern County,6029,20131008,396
Kern County,6029,20131015,396
Kern County,6029,20131022,396
Kern County,6029,20131029,396
Kern County,6029,20131105,396
Kern County,6029,20131112,396
Kern County,6029,20131119,398
Kern County,6029,20131126,398
Kern County,6029,20131203,398
Kern County,6029,20131210,398
Kern County,6029,20131217,398
Kern County,6029,20131224,398
Kern County,6029,20131231,398
Kern County,6029,20140107,398
Kern County,6029,20140114,398
Kern County,6029,20140121,398
Kern County,6029,20140128,445
Kern County,6029,20140204,445
Kern County,6029,20140211,445
Kern County,6029,20140218,455
Kern County,6029,20140225,478
Kern County,6029,20140304,476
Kern County,6029,20140311,476
Kern County,6029,20140318,476
Kern County,6029,20140325,476
Kern County,6029,20140401,476
Kern County,6029,20140408,476
Kern County,6029,20140415,476
Kern County,6029,20140422,476
Kern County,6029,20140429,476
Kern County,6029,20140506,476
Kern County,6029,20140513,476
Kern County,6029,20140520,476
Kern County,6029,20140527,476
Kern County,6029,20140603,476
Kern County,6029,20140610,476
Kern County,6029,20140617,477
Kern County,6029,20140624,477
Kern County,6029,20140701,478
Kern County,6029,20140708,478
Kern County,6029,20140715,478
Kern County,6029,20140722,478
Kern County,6029,20140729,478
Kern County,6029,20140805,478
Kern County,6029,20140812,478
Kern County,6029,20140819,478
Kern County,6029,20140826,478
Kern County,6029,20140902,478
Kern County,6029,20140909,478
Kern County,6029,20140916,478
Kern County,6029,20140923,478
Kern County,6029,20140930,478
Kern County,6029,20141007,478
Kern County,6029,20141014,478
Kern County,6029,20141021,478
Kern County,6029,20141028,478
Kern County,6029,20141104,478
Kern County,6029,20141111,478
Kern County,6029,20141118,478
Kern County,6029,20141125,478
Kern County,6029,20141202,478
Kern County,6029,20141209,478
Kern County,6029,20141216,478
Kern County,6029,20141223,478
Kern County,6029,20141230,478
Kern County,6029,20150106,478
Kern County,6029,20150113,478
Kern County,6029,20150120,478
Kern County,6029,20150127,478
Kern County,6029,20150203,478
Kern County,6029,20150210,478
Kern County,6029,20150217,478
Kern County,6029,20150224,462
Kern County,6029,20150303,462
Kern County,6029,20150310,462
Kern County,6029,20150317,462
Kern County,6029,20150324,474
Kern County,6029,20150331,474
Kern County,6029,20150407,474
Kern County,6029,20150414,474
Kern County,6029,20150421,474
Kern County,6029,20150428,474
Kern County,6029,20150505,474
Kern County,6029,20150512,474
Kern County,6029,20150519,474
Kern County,6029,20150526,474
Kern County,6029,20150602,474
Kern County,6029,20150609,474
Kern County,6029,20150616,474
Kern County,6029,20150623,474
Kern County,6029,20150630,474
Kern County,6029,20150707,474
Kern County,6029,20150714,474
Kern County,6029,20150721,474
Kern County,6029,20150728,474
Kern County,6029,20150804,474
Kern County,6029,20150811,474
Kern County,6029,20150818,474
Kern County,6029,20150825,474
Kern County,6029,20150901,474
Kern County,6029,20150908,474
Kern County,6029,20150915,474
Kern County,6029,20150922,474
Kern County,6029,20150929,474
Kern County,6029,20151006,474
Kern County,6029,20151013,474
Kern County,6029,20151020,474
Kern County,6029,20151027,474
Kern County,6029,20151103,474
Kern County,6029,20151110,474
Kern County,6029,20151117,474
Kern County,6029,20151124,474
Kern County,6029,20151201,474
Kern County,6029,20151208,474
Kern County,6029,20151215,474
Kern County,6029,20151222,474
Kern County,6029,20151229,474
Kern County,6029,20160105,474
Kern County,6029,20160112,474
Kern County,6029,20160119,474
Kern County,6029,20160126,474
Kern County,6029,20160202,474
Kern County,6029,20160209,474
Kern County,6029,20160216,474
Kern County,6029,20160223,474
Kern County,6029,20160301,474
Kern County,6029,20160308,474
Kern County,6029,20160315,474
Kern County,6029,20160322,474
Kern County,6029,20160329,474
Kern County,6029,20160405,474
Kern County,6029,20160412,474
Kern County,6029,20160419,473
Kern County,6029,20160426,473
Kern County,6029,20160503,473
Kern County,6029,20160510,473
Kern County,6029,20160517,473
Kern County,6029,20160524,473
Kern County,6029,20160531,473
Kern County,6029,20160607,473
Kern County,6029,20160614,473
Kern County,6029,20160621,473
Kern County,6029,20160628,473
Kern County,6029,20160705,473
Kern County,6029,20160712,473
Kern County,6029,20160719,473
Kern County,6029,20160726,473
Kern County,6029,20160802,473
Kern County,6029,20160809,473
Kern County,6029,20160816,473
Kern County,6029,20160823,473
Kern County,6029,20160830,473
Kern County,6029,20160906,473
Kern County,6029,20160913,473
Kern County,6029,20160920,473
Kern County,6029,20160927,473
Kern County,6029,20161004,473
Kern County,6029,20161011,473
Kern County,6029,20161018,473
Kern County,6029,20161025,473
Kern County,6029,20161101,473
Kern County,6029,20161108,473
Kern County,6029,20161115,473
Kern County,6029,20161122,473
Kern County,6029,20161129,473
Kern County,6029,20161206,473
Kern County,6029,20161213,473
Kern County,6029,20161220,473
Kern County,6029,20161227,473
Kern County,6029,20170103,473
Kern County,6029,20170110,386
Kern County,6029,20170117,378
Kern County,6029,20170124,281
Kern County,6029,20170131,234
Kern County,6029,20170207,226
Kern County,6029,20170214,134
Kern County,6029,20170221,47
Kern County,6029,20170228,42
Kern County,6029,20170307,42
Kern County,6029,20170314,42
Kern County,6029,20170321,42
Kern County,6029,20170328,42
Kern County,6029,20170404,42
Kern County,6029,20170411,42
Kern County,6029,20170418,42
Kern County,6029,20170425,42
Kern County,6029,20170502,42
Kern County,6029,20170509,42
Kern County,6029,20170516,42
Kern County,6029,20170523,42
Kern County,6029,20170530,42
Kern County,6029,20170606,42
Kern County,6029,20170613,42
Kern County,6029,20170620,42
Kern County,6029,20170627,42
Kern County,6029,20170704,42
Kern County,6029,20170711,42
Kern County,6029,20170718,42
Kern County,6029,20170725,42
Kern County,6029,20170801,42
Kern County,6029,20170808,42
Kern County,6029,20170815,42
Kern County,6029,20170822,42
Kern County,6029,20170829,42
Kern County,6029,20170905,42
Kern County,6029,20170912,42
Kern County,6029,20170919,42
Kern County,6029,20170926,42
Kern County,6029,20171003,42
Kern County,6029,20171010,42
Kern County,6029,20171017,42
Kern County,6029,20171024,42
Kern County,6029,20171031,42
Kern County,6029,20171107,42
Kern County,6029,20171114,44
Kern County,6029,20171121,44
Kern County,6029,20171128,67
Kern County,6029,20171205,76
Kern County,6029,20171212,82
Kern County,6029,20171219,82
Kern County,6029,20171226,82
Kern County,6029,20180102,82
Kern County,6029,20180109,82
Kern County,6029,20180116,82
Kern County,6029,20180123,104
Kern County,6029,20180130,201
Kern County,6029,20180206,202
Kern County,6029,20180213,284
Kern County,6029,20180220,284
Kern County,6029,20180227,284
Kern County,6029,20180306,284
Kern County,6029,20180313,284
Kern County,6029,20180320,284
Kern County,6029,20180327,191
Kern County,6029,20180403,192
Kern County,6029,20180410,184
Kern County,6029,20180417,184
Kern County,6029,20180424,184
Kern County,6029,20180501,184
Kern County,6029,20180508,184
Kern County,6029,20180515,185
Kern County,6029,20180522,184
Kern County,6029,20180529,184
Kern County,6029,20180605,184
Kern County,6029,20180612,184
Kern County,6029,20180619,184
Kern County,6029,20180626,184
Kern County,6029,20180703,184
Kern County,6029,20180710,184
Kern County,6029,20180717,184
Kern County,6029,20180724,184
Kern County,6029,20180731,184
Kern County,6029,20180807,184
Kern County,6029,20180814,184
Kern County,6029,20180821,184
Kern County,6029,20180828,184
Kern County,6029,20180904,184
Kern County,6029,20180911,184
Kern County,6029,20180918,184
Kern County,6029,20180925,184
Kern County,6029,20181002,184
Kern County,6029,20181009,184
Kern County,6029,20181016,184
Kern County,6029,20181023,184
Kern County,6029,20181030,184
Kern County,6029,20181106,184
Kern County,6029,20181113,184
Kern County,6029,20181120,184
Kern County,6029,20181127,184
Kern County,6029,20181204,184
Kern County,6029,20181211,184
Kern County,6029,20181218,184
Kern County,6029,20181225,184
Kern County,6029,20190101,184
Kern County,6029,20190108,184
Kern County,6029,20190115,184
Kern County,6029,20190122,184
Kern County,6029,20190129,87
Kern County,6029,20190205,84
Kern County,6029,20190212,84
Kern County,6029,20190219,61
Kern County,6029,20190226,0
Kern County,6029,20190305,0
Kern County,6029,20190312,0
Kern County,6029,20190319,0
Kern County,6029,20190326,0
Kern County,6029,20190402,0
Kern County,6029,20190409,0
Kern County,6029,20190416,0
Kern County,6029,20190423,0
Kern County,6029,20190430,0
Kern County,6029,20190507,0
Kern County,6029,20190514,0
Kern County,6029,20190521,0
Kern County,6029,20190528,0
Kern County,6029,20190604,0
Kern County,6029,20190611,0
Kern County,6029,20190618,0
Kern County,6029,20190625,0
Kern County,6029,20190702,0
Kern County,6029,20190709,0
Kern County,6029,20190716,0
Kern County,6029,20190723,0
Kern County,6029,20190730,0
Kern County,6029,20190806,0
Kern County,6029,20190813,0
Kern County,6029,20190820,0
Kern County,6029,20190827,0
Kern County,6029,20190903,0
Kern County,6029,20190910,0
Kern County,6029,20190917,0
Kern County,6029,20190924,0
Kern County,6029,20191001,0
Kern County,6029,20191008,0
Kern County,6029,20191015,0
Kern County,6029,20191022,0
Kern County,6029,20191029,0
Kern County,6029,20191105,0
Kern County,6029,20191112,100
Kern County,6029,20191119,100
Kern County,6029,20191126,100
Kern County,6029,20191203,100
Kern County,6029,20191210,0
Kern County,6029,20191217,0
Kern County,6029,20191224,0
Kern County,6029,20191231,0
Kern County,6029,20200107,0
Kern County,6029,20200114,0
Kern County,6029,20200121,0
Kern County,6029,20200128,61
Kern County,6029,20200204,61
Kern County,6029,20200211,95
Kern County,6029,20200218,95
Kern County,6029,20200225,95
Kern County,6029,20200303,138
Kern County,6029,20200310,167
Kern County,6029,20200317,162
Kern County,6029,20200324,153
Kern County,6029,20200331,153
Kern County,6029,20200407,150
Kern County,6029,20200414,0
Kern County,6029,20200421,0
Kern County,6029,20200428,0
Kern County,6029,20200505,0
Kern County,6029,20200512,0
Kern County,6029,20200519,0
Kern County,6029,20200526,0
Kern County,6029,20200602,0
Kern County,6029,20200609,0
Kern County,6029,20200616,0
Kern County,6029,20200623,0
Kern County,6029,20200630,0
Kern County,6029,20200707,0
Kern County,6029,20200714,0
Kern County,6029,20200721,0
Kern County,6029,20200728,0
Kern County,6029,20200804,0
Kern County,6029,20200811,0
Kern County,6029,20200818,0
Kern County,6029,20200825,0
Kern County,6029,20200901,0
Kern County,6029,20200908,0
Kern County,6029,20200915,40
Kern County,6029,20200922,40
Kern County,6029,20200929,42
Kern County,6029,20201006,42
Kern County,6029,20201013,42
Kern County,6029,20201020,42
Kern County,6029,20201027,42
Kern County,6029,20201103,41
Kern County,6029,20201110,42
Kern County,6029,20201117,41
Kern County,6029,20201124,105
Kern County,6029,20201201,105
Kern County,6029,20201208,201
Kern County,6029,20201215,221
Kern County,6029,20201222,221
Kern County,6029,20201229,221
Kings County,6031,20000104,100
Kings County,6031,20000111,100
Kings County,6031,20000118,100
Kings County,6031,20000125,100
Kings County,6031,20000201,100
Kings County,6031,20000208,61
Kings County,6031,20000215,57
Kings County,6031,20000222,0
Kings County,6031,20000229,0
Kings County,6031,20000307,0
Kings County,6031,20000314,0
Kings County,6031,20000321,0
Kings County,6031,20000328,0
Kings County,6031,20000404,0
Kings County,6031,20000411,0
Kings County,6031,20000418,0
Kings County,6031,20000425,0
Kings County,6031,20000502,0
Kings County,6031,20000509,0
Kings County,6031,20000516,0
Kings County,6031,20000523,0
Kings County,6031,20000530,0
Kings County,6031,20000606,0
Kings County,6031,20000613,0
Kings County,6031,20000620,0
Kings County,6031,20000627,0
Kings County,6031,20000704,0
Kings County,6031,20000711,0
Kings County,6031,20000718,0
Kings County,6031,20000725,0
Kings County,6031,20000801,0
Kings County,6031,20000808,0
Kings County,6031,20000815,0
Kings County,6031,20000822,0
Kings County,6031,20000829,0
Kings County,6031,20000905,0
Kings County,6031,20000912,0
Kings County,6031,20000919,0
Kings County,6031,20000926,0
Kings County,6031,20001003,0
Kings County,6031,20001010,0
Kings County,6031,20001017,0
Kings County,6031,20001024,0
Kings County,6031,20001031,0
Kings County,6031,20001107,0
Kings County,6031,20001114,0
Kings County,6031,20001121,0
Kings County,6031,20001128,0
Kings County,6031,20001205,0
Kings County,6031,20001212,0
Kings County,6031,20001219,0
Kings County,6031,20001226,0
Kings County,6031,20010102,100
Kings County,6031,20010109,100
Kings County,6031,20010116,97
Kings County,6031,20010123,0
Kings County,6031,20010130,0
Kings County,6031,20010206,1
Kings County,6031,20010213,1
Kings County,6031,20010220,0
Kings County,6031,20010227,0
Kings County,6031,20010306,0
Kings County,6031,20010313,0
Kings County,6031,20010320,0
Kings County,6031,20010327,0
Kings County,6031,20010403,0
Kings County,6031,20010410,0
Kings County,6031,20010417,0
Kings County,6031,20010424,0
Kings County,6031,20010501,0
Kings County,6031,20010508,0
Kings County,6031,20010515,20
Kings County,6031,20010522,20
Kings County,6031,20010529,20
Kings County,6031,20010605,27
Kings County,6031,20010612,27
Kings County,6031,20010619,72
Kings County,6031,20010626,72
Kings County,6031,20010703,20
Kings County,6031,20010710,0
Kings County,6031,20010717,0
Kings County,6031,20010724,0
Kings County,6031,20010731,0
Kings County,6031,20010807,0
Kings County,6031,20010814,0
Kings County,6031,20010821,0
Kings County,6031,20010828,0
Kings County,6031,20010904,0
Kings County,6031,20010911,100
Kings County,6031,20010918,100
Kings County,6031,20010925,100
Kings County,6031,20011002,100
Kings County,6031,20011009,100
Kings County,6031,20011016,100
Kings County,6031,20011023,100
Kings County,6031,20011030,100
Kings County,6031,20011106,100
Kings County,6031,20011113,100
Kings County,6031,20011120,100
Kings County,6031,20011127,45
Kings County,6031,20011204,26
Kings County,6031,20011211,26
Kings County,6031,20011218,18
Kings County,6031,20011225,0
Kings County,6031,20020101,0
Kings County,6031,20020108,0
Kings County,6031,20020115,0
Kings County,6031,20020122,0
Kings County,6031,20020129,0
Kings County,6031,20020205,0
Kings County,6031,20020212,0
Kings County,6031,20020219,0
Kings County,6031,20020226,0
Kings County,6031,20020305,0
Kings County,6031,20020312,2
Kings County,6031,20020319,0
Kings County,6031,20020326,0
Kings County,6031,20020402,0
Kings County,6031,20020409,4
Kings County,6031,20020416,3
Kings County,6031,20020423,1
Kings County,6031,20020430,0
Kings County,6031,20020507,0
Kings County,6031,20020514,0
Kings County,6031,20020521,0
Kings County,6031,20020528,100
Kings County,6031,20020604,100
Kings County,6031,20020611,100
Kings County,6031,20020618,115
Kings County,6031,20020625,150
Kings County,6031,20020702,152
Kings County,6031,20020709,152
Kings County,6031,20020716,148
Kings County,6031,20020723,200
Kings County,6031,20020730,199
Kings County,6031,20020806,195
Kings County,6031,20020813,195
Kings County,6031,20020820,198
Kings County,6031,20020827,197
Kings County,6031,20020903,194
Kings County,6031,20020910,196
Kings County,6031,20020917,198
Kings County,6031,20020924,199
Kings County,6031,20021001,158
Kings County,6031,20021008,161
Kings County,6031,20021015,157
Kings County,6031,20021022,150
Kings County,6031,20021029,114
Kings County,6031,20021105,130
Kings County,6031,20021112,100
Kings County,6031,20021119,100
Kings County,6031,20021126,100
Kings County,6031,20021203,100
Kings County,6031,20021210,100
Kings County,6031,20021217,100
Kings County,6031,20021224,0
Kings County,6031,20021231,0
Kings County,6031,20030107,0
Kings County,6031,20030114,0
Kings County,6031,20030121,0
Kings County,6031,20030128,16
Kings County,6031,20030204,38
Kings County,6031,20030211,14
Kings County,6031,20030218,0
Kings County,6031,20030225,0
Kings County,6031,20030304,0
Kings County,6031,20030311,64
Kings County,6031,20030318,17
Kings County,6031,20030325,16
Kings County,6031,20030401,100
Kings County,6031,20030408,100
Kings County,6031,20030415,0
Kings County,6031,20030422,0
Kings County,6031,20030429,0
Kings County,6031,20030506,0
Kings County,6031,20030513,0
Kings County,6031,20030520,0
Kings County,6031,20030527,0
Kings County,6031,20030603,0
Kings County,6031,20030610,0
Kings County,6031,20030617,0
Kings County,6031,20030624,0
Kings County,6031,20030701,0
Kings County,6031,20030708,0
Kings County,6031,20030715,0
Kings County,6031,20030722,0
Kings County,6031,20030729,0
Kings County,6031,20030805,0
Kings County,6031,20030812,0
Kings County,6031,20030819,0
Kings County,6031,20030826,0
Kings County,6031,20030902,0
Kings County,6031,20030909,0
Kings County,6031,20030916,0
Kings County,6031,20030923,0
Kings County,6031,20030930,0
Kings County,6031,20031007,0
Kings County,6031,20031014,100
Kings County,6031,20031021,100
Kings County,6031,20031028,103
Kings County,6031,20031104,100
Kings County,6031,20031111,98
Kings County,6031,20031118,100
Kings County,6031,20031125,91
Kings County,6031,20031202,100
Kings County,6031,20031209,99
Kings County,6031,20031216,100
Kings County,6031,20031223,100
Kings County,6031,20031230,0
Kings County,6031,20040106,0
Kings County,6031,20040113,0
Kings County,6031,20040120,0
Kings County,6031,20040127,0
Kings County,6031,20040203,0
Kings County,6031,20040210,0
Kings County,6031,20040217,0
Kings County,6031,20040224,0
Kings County,6031,20040302,0
Kings County,6031,20040309,0
Kings County,6031,20040316,0
Kings County,6031,20040323,0
Kings County,6031,20040330,0
Kings County,6031,20040406,0
Kings County,6031,20040413,100
Kings County,6031,20040420,100
Kings County,6031,20040427,100
Kings County,6031,20040504,100
Kings County,6031,20040511,100
Kings County,6031,20040518,100
Kings County,6031,20040525,100
Kings County,6031,20040601,100
Kings County,6031,20040608,100
Kings County,6031,20040615,100
Kings County,6031,20040622,100
Kings County,6031,20040629,100
Kings County,6031,20040706,100
Kings County,6031,20040713,100
Kings County,6031,20040720,100
Kings County,6031,20040727,100
Kings County,6031,20040803,100
Kings County,6031,20040810,100
Kings County,6031,20040817,100
Kings County,6031,20040824,100
Kings County,6031,20040831,100
Kings County,6031,20040907,100
Kings County,6031,20040914,100
Kings County,6031,20040921,100
Kings County,6031,20040928,100
Kings County,6031,20041005,100
Kings County,6031,20041012,100
Kings County,6031,20041019,100
Kings County,6031,20041026,95
Kings County,6031,20041102,95
Kings County,6031,20041109,95
Kings County,6031,20041116,95
Kings County,6031,20041123,95
Kings County,6031,20041130,93
Kings County,6031,20041207,100
Kings County,6031,20041214,100
Kings County,6031,20041221,100
Kings County,6031,20041228,61
Kings County,6031,20050104,0
Kings County,6031,20050111,0
Kings County,6031,20050118,0
Kings County,6031,20050125,0
Kings County,6031,20050201,0
Kings County,6031,20050208,0
Kings County,6031,20050215,0
Kings County,6031,20050222,0
Kings County,6031,20050301,0
Kings County,6031,20050308,0
Kings County,6031,20050315,0
Kings County,6031,20050322,0
Kings County,6031,20050329,0
Kings County,6031,20050405,0
Kings County,6031,20050412,0
Kings County,6031,20050419,0
Kings County,6031,20050426,0
Kings County,6031,20050503,0
Kings County,6031,20050510,0
Kings County,6031,20050517,0
Kings County,6031,20050524,0
Kings County,6031,20050531,0
Kings County,6031,20050607,0
Kings County,6031,20050614,0
Kings County,6031,20050621,0
Kings County,6031,20050628,0
Kings County,6031,20050705,0
Kings County,6031,20050712,0
Kings County,6031,20050719,0
Kings County,6031,20050726,0
Kings County,6031,20050802,0
Kings County,6031,20050809,0
Kings County,6031,20050816,0
Kings County,6031,20050823,0
Kings County,6031,20050830,0
Kings County,6031,20050906,0
Kings County,6031,20050913,0
Kings County,6031,20050920,0
Kings County,6031,20050927,0
Kings County,6031,20051004,0
Kings County,6031,20051011,0
Kings County,6031,20051018,0
Kings County,6031,20051025,0
Kings County,6031,20051101,0
Kings County,6031,20051108,0
Kings County,6031,20051115,0
Kings County,6031,20051122,0
Kings County,6031,20051129,100
Kings County,6031,20051206,100
Kings County,6031,20051213,100
Kings County,6031,20051220,87
Kings County,6031,20051227,87
Kings County,6031,20060103,0
Kings County,6031,20060110,0
Kings County,6031,20060117,0
Kings County,6031,20060124,0
Kings County,6031,20060131,0
Kings County,6031,20060207,0
Kings County,6031,20060214,0
Kings County,6031,20060221,0
Kings County,6031,20060228,100
Kings County,6031,20060307,100
Kings County,6031,20060314,99
Kings County,6031,20060321,99
Kings County,6031,20060328,0
Kings County,6031,20060404,0
Kings County,6031,20060411,0
Kings County,6031,20060418,0
Kings County,6031,20060425,0
Kings County,6031,20060502,0
Kings County,6031,20060509,0
Kings County,6031,20060516,0
Kings County,6031,20060523,0
Kings County,6031,20060530,0
Kings County,6031,20060606,0
Kings County,6031,20060613,0
Kings County,6031,20060620,0
Kings County,6031,20060627,0
Kings County,6031,20060704,0
Kings County,6031,20060711,0
Kings County,6031,20060718,0
Kings County,6031,20060725,0
Kings County,6031,20060801,0
Kings County,6031,20060808,0
Kings County,6031,20060815,0
Kings County,6031,20060822,0
Kings County,6031,20060829,0
Kings County,6031,20060905,0
Kings County,6031,20060912,0
Kings County,6031,20060919,0
Kings County,6031,20060926,0
Kings County,6031,20061003,0
Kings County,6031,20061010,0
Kings County,6031,20061017,0
Kings County,6031,20061024,0
Kings County,6031,20061031,0
Kings County,6031,20061107,0
Kings County,6031,20061114,0
Kings County,6031,20061121,22
Kings County,6031,20061128,22
Kings County,6031,20061205,100
Kings County,6031,20061212,100
Kings County,6031,20061219,100
Kings County,6031,20061226,100
Kings County,6031,20070102,100
Kings County,6031,20070109,100
Kings County,6031,20070116,100
Kings County,6031,20070123,100
Kings County,6031,20070130,200
Kings County,6031,20070206,200
Kings County,6031,20070213,200
Kings County,6031,20070220,200
Kings County,6031,20070227,200
Kings County,6031,20070306,200
Kings County,6031,20070313,200
Kings County,6031,20070320,200
Kings County,6031,20070327,200
Kings County,6031,20070403,200
Kings County,6031,20070410,200
Kings County,6031,20070417,254
Kings County,6031,20070424,219
Kings County,6031,20070501,219
Kings County,6031,20070508,219
Kings County,6031,20070515,300
Kings County,6031,20070522,300
Kings County,6031,20070529,300
Kings County,6031,20070605,300
Kings County,6031,20070612,300
Kings County,6031,20070619,300
Kings County,6031,20070626,300
Kings County,6031,20070703,300
Kings County,6031,20070710,300
Kings County,6031,20070717,300
Kings County,6031,20070724,300
Kings County,6031,20070731,300
Kings County,6031,20070807,300
Kings County,6031,20070814,300
Kings County,6031,20070821,300
Kings County,6031,20070828,300
Kings County,6031,20070904,300
Kings County,6031,20070911,300
Kings County,6031,20070918,300
Kings County,6031,20070925,300
Kings County,6031,20071002,300
Kings County,6031,20071009,300
Kings County,6031,20071016,300
Kings County,6031,20071023,300
Kings County,6031,20071030,300
Kings County,6031,20071106,300
Kings County,6031,20071113,300
Kings County,6031,20071120,300
Kings County,6031,20071127,300
Kings County,6031,20071204,300
Kings County,6031,20071211,300
Kings County,6031,20071218,300
Kings County,6031,20071225,300
Kings County,6031,20080101,300
Kings County,6031,20080108,276
Kings County,6031,20080115,276
Kings County,6031,20080122,276
Kings County,6031,20080129,214
Kings County,6031,20080205,127
Kings County,6031,20080212,196
Kings County,6031,20080219,196
Kings County,6031,20080226,196
Kings County,6031,20080304,196
Kings County,6031,20080311,196
Kings County,6031,20080318,196
Kings County,6031,20080325,196
Kings County,6031,20080401,196
Kings County,6031,20080408,249
Kings County,6031,20080415,249
Kings County,6031,20080422,249
Kings County,6031,20080429,257
Kings County,6031,20080506,257
Kings County,6031,20080513,257
Kings County,6031,20080520,257
Kings County,6031,20080527,257
Kings County,6031,20080603,257
Kings County,6031,20080610,257
Kings County,6031,20080617,300
Kings County,6031,20080624,300
Kings County,6031,20080701,300
Kings County,6031,20080708,300
Kings County,6031,20080715,300
Kings County,6031,20080722,300
Kings County,6031,20080729,300
Kings County,6031,20080805,300
Kings County,6031,20080812,300
Kings County,6031,20080819,300
Kings County,6031,20080826,300
Kings County,6031,20080902,300
Kings County,6031,20080909,300
Kings County,6031,20080916,300
Kings County,6031,20080923,300
Kings County,6031,20080930,300
Kings County,6031,20081007,300
Kings County,6031,20081014,300
Kings County,6031,20081021,300
Kings County,6031,20081028,300
Kings County,6031,20081104,300
Kings County,6031,20081111,300
Kings County,6031,20081118,300
Kings County,6031,20081125,300
Kings County,6031,20081202,300
Kings County,6031,20081209,300
Kings County,6031,20081216,300
Kings County,6031,20081223,300
Kings County,6031,20081230,300
Kings County,6031,20090106,300
Kings County,6031,20090113,300
Kings County,6031,20090120,300
Kings County,6031,20090127,300
Kings County,6031,20090203,300
Kings County,6031,20090210,300
Kings County,6031,20090217,300
Kings County,6031,20090224,300
Kings County,6031,20090303,300
Kings County,6031,20090310,300
Kings County,6031,20090317,300
Kings County,6031,20090324,300
Kings County,6031,20090331,300
Kings County,6031,20090407,300
Kings County,6031,20090414,300
Kings County,6031,20090421,300
Kings County,6031,20090428,300
Kings County,6031,20090505,300
Kings County,6031,20090512,300
Kings County,6031,20090519,300
Kings County,6031,20090526,300
Kings County,6031,20090602,300
Kings County,6031,20090609,300
Kings County,6031,20090616,300
Kings County,6031,20090623,300
Kings County,6031,20090630,300
Kings County,6031,20090707,300
Kings County,6031,20090714,300
Kings County,6031,20090721,300
Kings County,6031,20090728,300
Kings County,6031,20090804,300
Kings County,6031,20090811,300
Kings County,6031,20090818,300
Kings County,6031,20090825,300
Kings County,6031,20090901,300
Kings County,6031,20090908,300
Kings County,6031,20090915,300
Kings County,6031,20090922,300
Kings County,6031,20090929,300
Kings County,6031,20091006,300
Kings County,6031,20091013,300
Kings County,6031,20091020,200
Kings County,6031,20091027,200
Kings County,6031,20091103,200
Kings County,6031,20091110,200
Kings County,6031,20091117,200
Kings County,6031,20091124,200
Kings County,6031,20091201,200
Kings County,6031,20091208,200
Kings County,6031,20091215,200
Kings County,6031,20091222,200
Kings County,6031,20091229,200
Kings County,6031,20100105,200
Kings County,6031,20100112,200
Kings County,6031,20100119,200
Kings County,6031,20100126,100
Kings County,6031,20100202,100
Kings County,6031,20100209,100
Kings County,6031,20100216,100
Kings County,6031,20100223,100
Kings County,6031,20100302,100
Kings County,6031,20100309,100
Kings County,6031,20100316,100
Kings County,6031,20100323,100
Kings County,6031,20100330,100
Kings County,6031,20100406,100
Kings County,6031,20100413,100
Kings County,6031,20100420,100
Kings County,6031,20100427,100
Kings County,6031,20100504,100
Kings County,6031,20100511,100
Kings County,6031,20100518,0
Kings County,6031,20100525,0
Kings County,6031,20100601,0
Kings County,6031,20100608,0
Kings County,6031,20100615,0
Kings County,6031,20100622,0
Kings County,6031,20100629,0
Kings County,6031,20100706,0
Kings County,6031,20100713,0
Kings County,6031,20100720,0
Kings County,6031,20100727,0
Kings County,6031,20100803,0
Kings County,6031,20100810,0
Kings County,6031,20100817,0
Kings County,6031,20100824,0
Kings County,6031,20100831,0
Kings County,6031,20100907,0
Kings County,6031,20100914,0
Kings County,6031,20100921,0
Kings County,6031,20100928,0
Kings County,6031,20101005,0
Kings County,6031,20101012,0
Kings County,6031,20101019,0
Kings County,6031,20101026,0
Kings County,6031,20101102,0
Kings County,6031,20101109,0
