OBJECTID,obsID,kingdom,phylum,class,order_,family,genus,species,Scientific,individual,decimalLat,decimalLon,eventDate,day,month,year,basisOfRec,institutio,fireSite,fireYear,fireSize,fireID,desert,NEAR_FID_R,nearRdDist,NEAR_FID_U,nearUADist
164,99346,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.119337000000002,-116.549780999999996,2021-05-24T01:04:00,24,5,2021,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.239999999997963,263,Sonoran,3865,204664.346859196957666,2259,22936.546003038813069
165,99426,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,Rallus obsoletus,Rallus obsoletus yumanensis,,32.881352999999997,-114.479470000000006,2010-03-01T00:00:00,1,3,2010,MACHINE_OBSERVATION,EBIRD,SENATOR,2012,47.723570000000002,359,Sonoran,3865,296396.190439064987004,551,16966.857101988465729
166,100272,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,37.441859999999998,-121.299143999999998,2016-05-28T09:46:00,28,5,2016,HUMAN_OBSERVATION,iNaturalist,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,500559.739399821904954,1816,11898.098191060338650
167,100454,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.227750000000000,-116.482208000000000,2020-03-09T15:38:49,9,3,2020,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.239999999997963,263,Sonoran,3865,193045.918452868936583,2259,35487.291091224127740
168,100560,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.906551999999998,-116.702010000000001,2009-11-26T04:03:00,26,11,2009,HUMAN_OBSERVATION,iNaturalist,VERBENIA,2004,3831.371000000000095,82,Sonoran,3865,117257.332238271716051,303,12702.198334290140338
169,100726,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.383353000000000,-116.525369999999995,2022-01-10T10:33:29,10,1,2022,HUMAN_OBSERVATION,iNaturalist,COYOTE,2003,18704.779999999998836,506,Sonoran,3865,175545.604896970646223,302,33308.454404734446143
170,100775,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.154476000000003,-116.480863999999997,2017-12-02T13:05:04,2,12,2017,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.180000000000291,417,Sonoran,3865,201158.075552366382908,2259,30448.352712035197328
171,101106,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2017-11-13T00:00:00,13,11,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
172,101286,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.239722000000000,-116.489722000000000,2018-11-23T10:29:00,23,11,2018,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.239999999997963,263,Sonoran,3865,191668.232427746086614,2259,35948.531729441951029
173,101316,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.326946000000000,-116.493414000000001,2020-09-05T11:35:00,5,9,2020,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,181996.255169029143872,302,38067.414941525392351
174,101507,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.314352000000000,-116.456346999999994,2019-11-15T09:26:06,15,11,2019,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,183685.904269682592712,302,37267.730024425341981
175,102512,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268160000000002,-115.522530000000003,2014-06-09T00:00:00,9,6,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21904.386129196904221,14,81536.172587090637535
176,103010,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.152608000000001,-116.476837000000003,2019-07-20T07:55:06,20,7,2019,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.180000000000291,417,Sonoran,3865,201393.442285422206623,2259,30650.186797644048056
177,103049,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.154435999999997,-115.451527999999996,2009-05-15T00:00:00,15,5,2009,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,34092.958836047473596,701,73746.254748265171656
178,103167,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.083050000000000,-121.060410000000005,2015-07-11T00:00:00,11,7,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
179,103341,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,10,37.440759999999997,-121.307360000000003,2014-03-28T00:00:00,28,3,2014,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,501112.406598778790794,1816,12623.149889720974898
180,104429,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius,Cyprinodon macularius,,33.356532999999999,-116.493487000000002,2018-06-29T11:15:00,29,6,2018,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,178724.252770095772576,302,35482.265263678484189
181,104526,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.719911000000003,-116.573019000000002,2021-03-13T21:09:00,13,3,2021,HUMAN_OBSERVATION,iNaturalist,MOUNTAIN,2013,27523.669999999998254,331,Sonoran,3865,138024.911539289139910,302,6340.594695751748986
182,104575,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,36.530639999999998,-120.827993000000006,2019-01-18T16:10:00,18,1,2019,HUMAN_OBSERVATION,iNaturalist,NEW IDRIA,2003,632.013599999999997,911,San Joaquin,3865,416157.604132499545813,1407,42100.070660946978023
183,104859,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,34.182554000000003,-116.460498999999999,2018-04-22T10:43:00,22,4,2018,HUMAN_OBSERVATION,iNaturalist,SAWTOOTH COMPLEX,2006,61767.180000000000291,261,Mojave,3865,88226.141929638906731,1123,4351.455804139543943
184,106754,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,,36.721800000000002,-118.097149999999999,2002-06-25T00:00:00,25,6,2002,OBSERVATION,PRBO,MOFFAT,2018,1253.924999999999955,351,Mojave,3865,235033.704247507965192,1702,74551.403097732283641
185,106773,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,36.600299999999997,-118.032790000000006,2002-06-10T00:00:00,10,6,2002,OBSERVATION,PRBO,RIVER,2013,406.841499999999996,332,Mojave,3865,220669.170679945993470,1702,89205.497707243368495
186,108271,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.354145000000003,-115.576759999999993,2017-03-17T00:00:00,17,3,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,12682.387211061834023,14,75517.753224100189982
187,108877,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.315876000000003,-116.460325999999995,2017-11-05T11:00:00,5,11,2017,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,183482.705233939661412,302,37320.545932937944599
188,108933,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.047288999999999,-116.567783000000006,2010-10-16T15:17:00,16,10,2010,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726000000000113,271,Mojave,3865,101805.938919920648914,2394,6431.103818567758026
189,109396,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius,Cyprinodon macularius,,33.314483000000003,-116.469245999999998,2017-04-12T16:13:00,12,4,2017,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.239999999997963,263,Sonoran,3865,183560.907053900707979,302,37899.833147550045396
190,109396,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius,Cyprinodon macularius,,33.314483000000003,-116.469245999999998,2017-04-12T16:13:00,12,4,2017,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,183560.907053900707979,302,37899.833147550045396
191,109528,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.114150000000002,-116.491302000000005,2021-02-02T10:43:45,2,2,2021,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.180000000000291,417,Sonoran,3865,205547.925756510114297,2259,27359.439084753350471
192,109683,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,,35.125746999999997,-115.434782999999996,2014-10-03T15:32:00,3,10,2014,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,37374.284206883130537,701,72052.818958863994339
193,109840,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.312272999999998,-116.452501999999996,2006-12-30T14:09:34,30,12,2006,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,183949.821748103859136,302,37278.456383484939579
194,110114,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.139073000000003,-116.445678000000001,2018-10-13T09:08:26,13,10,2018,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.180000000000291,417,Sonoran,3865,203134.084351210301975,2259,32409.832555469718500
195,110608,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.004905999999998,-115.489642000000003,2015-05-27T00:00:00,27,5,2015,HUMAN_OBSERVATION,iNaturalist,BLAIR,2006,66.480670000000003,673,Mojave,3865,50664.007005816405581,701,77818.899368689890252
196,110703,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.006532000000000,-116.485990000000001,2015-05-03T10:15:00,3,5,2015,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.239999999997963,263,Sonoran,3865,217489.227608778979629,2259,24938.067216389601526
197,111013,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.900466999999999,-116.742638999999997,2020-02-17T11:41:39,17,2,2020,HUMAN_OBSERVATION,iNaturalist,ELM,2005,271.654100000000028,76,Sonoran,3865,118148.435391833161702,303,9628.514230732556825
198,111273,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.046011000000000,-116.567064000000002,2021-10-07T09:39:00,7,10,2021,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726000000000113,271,Mojave,3865,101952.113069581333548,2394,6277.664370705490001
199,116920,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,,35.255446999999997,-115.514771999999994,2018-05-26T16:41:00,26,5,2018,HUMAN_OBSERVATION,iNaturalist,DOME,2020,44211.084589999998570,1109,Mojave,3865,23163.573659541558300,701,81007.304104350245325
200,117149,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes uropygialis,Melanerpes uropygialis,2,33.202213000000000,-114.683530000000005,2011-07-07T00:00:00,7,7,2011,HUMAN_OBSERVATION,EBIRD,DRAPER,2017,754.299999999999955,368,Sonoran,3865,256214.594302219193196,2772,43454.335144189783023
201,117558,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.047415999999998,-116.566907000000000,2018-07-02T16:36:00,2,7,2018,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726000000000113,271,Mojave,3865,101797.725380208663410,2394,6425.985325775536694
202,117641,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.041490000000003,-115.500501999999997,2011-05-05T09:55:25,5,5,2011,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,46652.112222787131032,701,78329.062916903596488
203,117907,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.891964000000002,-116.698398999999995,2021-09-17T10:51:00,17,9,2021,HUMAN_OBSERVATION,iNaturalist,VERBENIA,2004,3831.371000000000095,82,Sonoran,3865,118860.562124671341735,302,12147.060054598354327
204,130729,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.131176000000004,-115.435239999999993,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,36770.625027561633033,701,72116.237098637604504
205,130869,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,34.305210000000002,-117.310630000000003,2020-10-28T00:00:00,28,10,2020,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428.000000000000000,512,Mojave,3865,94935.635316956933821,770,4220.761578773292058
206,131556,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,1,34.959522000000000,-119.448980000000006,2005-07-30T00:00:00,30,7,2005,HUMAN_OBSERVATION,EBIRD,SODA,2005,449.497700000000009,678,San Joaquin,3865,255829.225073395326035,1126,18083.548538747014391
207,131556,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,1,34.959522000000000,-119.448980000000006,2005-07-30T00:00:00,30,7,2005,HUMAN_OBSERVATION,EBIRD,HUDSON,2017,1182.300999999999931,1021,San Joaquin,3865,255829.225073395326035,1126,18083.548538747014391
208,131664,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.025691999999999,-119.581320000000005,2014-05-23T00:00:00,23,5,2014,HUMAN_OBSERVATION,EBIRD,SODA,2016,2000.280999999999949,1086,San Joaquin,3865,267898.126101442263462,1126,14335.334496380995915
209,131763,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,35.956099999999999,-120.174000000000007,1999-03-30T00:00:00,30,3,1999,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
210,131955,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2017-05-06T00:00:00,6,5,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
211,132243,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2019-06-07T00:00:00,7,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
212,133099,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.316240000000001,-115.552620000000005,2019-05-11T00:00:00,11,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
213,133305,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268180000000001,-115.523179999999996,2014-06-21T00:00:00,21,6,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21914.245697860729706,14,81561.700149780852371
214,133353,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
215,133416,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.440759999999997,-121.307360000000003,2016-05-15T00:00:00,15,5,2016,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,501112.406598778790794,1816,12623.149889720974898
216,134104,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.160685999999998,-115.336269999999999,1998-05-16T00:00:00,16,5,1998,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,35473.736645546341606,701,63340.509424866388144
217,134678,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.347614000000000,-115.569990000000004,2008-04-05T00:00:00,5,4,2008,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,13590.912914036474831,14,75961.806621308744070
218,135133,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.956099999999999,-120.174000000000007,2009-05-23T00:00:00,23,5,2009,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
219,135798,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,1,35.837229999999998,-116.223680000000002,2009-04-26T00:00:00,26,4,2009,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,59229.432290786498925,410,37877.047641164506786
220,136140,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,50,34.318534999999997,-117.380070000000003,2010-02-25T00:00:00,25,2,2010,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428.000000000000000,512,Mojave,3865,98046.564062233228469,2478,4852.038593926714384
221,136332,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268368000000002,-115.520065000000002,2019-05-12T00:00:00,12,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21837.504042926218972,14,81411.757377951085800
222,136674,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,34.044693000000002,-116.580219999999997,2003-09-06T00:00:00,6,9,2003,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,102017.328970679416670,2394,6534.011994585522189
223,137157,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576000000003,-115.601920000000007,2014-04-06T00:00:00,6,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,19585.671736658936425,14,84229.816963471297640
224,137218,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.131176000000004,-115.435239999999993,2015-06-07T00:00:00,7,6,2015,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,36770.625027561633033,701,72116.237098637604504
225,137782,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2016-05-08T00:00:00,8,5,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
226,139047,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2018-11-25T00:00:00,25,11,2018,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
227,139050,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,1,34.926192999999998,-119.408000000000001,2012-10-08T00:00:00,8,10,2012,HUMAN_OBSERVATION,EBIRD,SCHOOL,2014,223.778799999999990,1094,San Joaquin,3865,252170.020359148707939,1126,21906.036399758995685
228,141671,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
229,141895,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.253189999999996,-115.512659999999997,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
230,141967,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.837229999999998,-116.223680000000002,2008-05-26T00:00:00,26,5,2008,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,59229.432290786498925,410,37877.047641164506786
231,142629,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,37.083050000000000,-121.060410000000005,2019-06-13T00:00:00,13,6,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
232,142820,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,33.202213000000000,-114.683530000000005,2011-06-15T00:00:00,15,6,2011,HUMAN_OBSERVATION,EBIRD,DRAPER,2017,754.299999999999955,368,Sonoran,3865,256214.594302219193196,2772,43454.335144189783023
233,143087,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.083050000000000,-121.060410000000005,2016-09-04T00:00:00,4,9,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
234,143983,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,7,34.928482000000002,-119.406689999999998,2017-10-10T00:00:00,10,10,2017,HUMAN_OBSERVATION,EBIRD,SCHOOL,2014,223.778799999999990,1094,San Joaquin,3865,252042.933114910556469,1126,21668.587299609134789
235,144033,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.131176000000004,-115.435239999999993,2013-08-31T00:00:00,31,8,2013,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,36770.625027561633033,701,72116.237098637604504
236,144419,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.837229999999998,-116.223680000000002,2008-06-05T00:00:00,5,6,2008,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,59229.432290786498925,410,37877.047641164506786
237,144887,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.083050000000000,-121.060410000000005,2017-09-24T00:00:00,24,9,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
238,146785,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287000000001,-116.223500000000001,2019-05-27T00:00:00,27,5,2019,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
239,147133,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
240,147286,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.445990000000002,-117.854630000000000,2013-05-26T00:00:00,26,5,2013,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.570099999997183,1110,Mojave,3865,124536.532612638940918,92,13191.024751398766966
241,147794,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.335909999999998,-115.559974999999994,2016-03-20T00:00:00,20,3,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,14931.005329885249012,14,76718.791213017117116
242,147878,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,35.823340000000002,-120.277370000000005,2018-01-11T00:00:00,11,1,2018,HUMAN_OBSERVATION,EBIRD,TURKEY,2012,2530.047999999999774,975,San Joaquin,3865,343270.283527991967276,606,20629.524888838528568
243,148402,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287000000001,-116.223500000000001,2017-06-05T00:00:00,5,6,2017,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
244,148867,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2017-06-12T00:00:00,12,6,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
245,149914,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.131176000000004,-115.435239999999993,2018-05-19T00:00:00,19,5,2018,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,36770.625027561633033,701,72116.237098637604504
