FID,species,class,order,year,month,day,decimalLongitude,decimalLatitude,individualCount,basisOfRecord,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
59768,Melanerpes uropygialis,Aves,Piciformes,2010,1,14,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
59911,Agelaius tricolor,Aves,Passeriformes,2015,10,24,-120.83253,36.512997,1,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,2000,4026
60191,Empidonax traillii,Aves,Passeriformes,1973,9,14,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
60510,Melanerpes uropygialis,Aves,Piciformes,2015,5,17,-114.58188,32.79258,4,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
60579,Agelaius tricolor,Aves,Passeriformes,2019,4,18,-118.34545,34.674374,40,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
60610,Empidonax traillii,Aves,Passeriformes,2002,9,7,-114.48498,34.736954,0,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
61066,Empidonax traillii,Aves,Passeriformes,2002,6,1,-116.457825,34.120792,0,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
61185,Melanerpes uropygialis,Aves,Piciformes,2013,3,17,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
61524,Melanerpes uropygialis,Aves,Piciformes,2016,10,22,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
61620,Melanerpes uropygialis,Aves,Piciformes,2009,12,29,-114.48711,34.735195,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
61704,Agelaius tricolor,Aves,Passeriformes,2004,3,15,-119.51104,34.909454,500,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
61742,Melanerpes uropygialis,Aves,Piciformes,2008,12,17,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
62218,Empidonax traillii,Aves,Passeriformes,2020,5,21,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
62397,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,2,10,-121.06279,37.046436,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
62659,Buteo swainsoni,Aves,Accipitriformes,2019,6,23,-118.94358,34.982605,13,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
63434,Melanerpes uropygialis,Aves,Piciformes,2018,9,9,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
63580,Melanerpes uropygialis,Aves,Piciformes,2020,7,7,-114.69557,32.738663,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
64159,Melanerpes uropygialis,Aves,Piciformes,2020,2,1,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
64797,Melanerpes uropygialis,Aves,Piciformes,2011,11,25,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
64939,Melanerpes uropygialis,Aves,Piciformes,2017,4,24,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
65025,Melanerpes uropygialis,Aves,Piciformes,2019,12,25,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
65193,Melanerpes uropygialis,Aves,Piciformes,2017,12,16,-114.46003,32.877136,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
65194,Empidonax traillii,Aves,Passeriformes,2011,6,5,-114.662,33.240494,1,HUMAN_OBSERVATION,DRAPER,2017,754.3,368,2000,5349
65429,Melanerpes uropygialis,Aves,Piciformes,2020,11,19,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
65667,Agelaius tricolor,Aves,Passeriformes,2019,4,3,-119.40794,34.941277,18,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
65831,Empidonax traillii,Aves,Passeriformes,2014,5,20,-120.044,35.358047,4,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
66066,Melanerpes uropygialis,Aves,Piciformes,2011,11,19,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
66325,Empidonax traillii,Aves,Passeriformes,2018,9,6,-114.535,34.76573,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
66497,Melanerpes uropygialis,Aves,Piciformes,2012,12,29,-114.55578,32.78925,6,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
66914,Melanerpes uropygialis,Aves,Piciformes,2007,5,16,-114.72447,32.708626,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
67169,Haliaeetus leucocephalus,Aves,Accipitriformes,2012,3,1,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
67703,Agelaius tricolor,Aves,Passeriformes,2018,4,21,-118.34545,34.674374,20,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
67966,Melanerpes uropygialis,Aves,Piciformes,2011,5,15,-114.48251,34.733994,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
68164,Agelaius tricolor,Aves,Passeriformes,2016,3,14,-118.39457,34.72747,125,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
68194,Empidonax traillii,Aves,Passeriformes,2017,9,22,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
68381,Melanerpes uropygialis,Aves,Piciformes,2017,5,10,-114.518524,34.757988,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
68489,Melanerpes uropygialis,Aves,Piciformes,2009,5,9,-114.46002,32.882122,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
68650,Agelaius tricolor,Aves,Passeriformes,2011,5,3,-118.39457,34.72747,3,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
68704,Agelaius tricolor,Aves,Passeriformes,2012,1,20,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
68850,Melanerpes uropygialis,Aves,Piciformes,2014,4,27,-114.45951,32.875687,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
68963,Melanerpes uropygialis,Aves,Piciformes,2019,12,12,-114.47385,32.89813,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
69065,Empidonax traillii,Aves,Passeriformes,2017,8,18,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
69667,Melanerpes uropygialis,Aves,Piciformes,2012,9,30,-114.73001,32.703316,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
69768,Melanerpes uropygialis,Aves,Piciformes,2008,12,23,-114.5905,32.784412,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
70117,Melanerpes uropygialis,Aves,Piciformes,2010,12,24,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
70196,Buteo swainsoni,Aves,Accipitriformes,2020,4,12,-117.84601,34.471138,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
71169,Colaptes chrysoides,Aves,Piciformes,2017,4,22,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
71249,Buteo swainsoni,Aves,Accipitriformes,2014,4,5,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
71300,Melanerpes uropygialis,Aves,Piciformes,2018,9,29,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
71511,Empidonax traillii,Aves,Passeriformes,1989,9,16,-116.45965,34.121082,0,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
71532,Melanerpes uropygialis,Aves,Piciformes,2013,3,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
71574,Empidonax traillii,Aves,Passeriformes,2020,9,12,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
71670,Melanerpes uropygialis,Aves,Piciformes,2011,12,28,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
71852,Melanerpes uropygialis,Aves,Piciformes,1994,6,19,-114.47076,32.87367,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
72078,Gymnogyps californianus,Aves,Accipitriformes,2020,1,20,-119.38816,34.918156,8,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
72109,Agelaius tricolor,Aves,Passeriformes,2016,3,26,-119.43546,34.95564,200,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2000,3409
72109,Agelaius tricolor,Aves,Passeriformes,2016,3,26,-119.43546,34.95564,200,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2000,4610
72153,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,4,30,-121.323395,37.437794,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
72629,Empidonax traillii,Aves,Passeriformes,2018,5,16,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
72773,Melanerpes uropygialis,Aves,Piciformes,2013,3,7,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
72864,Agelaius tricolor,Aves,Passeriformes,2015,1,22,-118.58248,34.785824,50,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,2000,3533
72997,Melanerpes uropygialis,Aves,Piciformes,2013,12,14,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
73243,Melanerpes uropygialis,Aves,Piciformes,2008,12,17,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
73248,Agelaius tricolor,Aves,Passeriformes,2020,6,11,-118.384605,34.661877,20,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
73256,Melanerpes uropygialis,Aves,Piciformes,2011,4,28,-114.48818,32.864304,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
73319,Melanerpes uropygialis,Aves,Piciformes,2015,12,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
73354,Buteo swainsoni,Aves,Accipitriformes,2016,5,13,-121.07989,37.113804,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,2000,3891
73391,Melanerpes uropygialis,Aves,Piciformes,2012,1,13,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
73495,Melanerpes uropygialis,Aves,Piciformes,2020,2,25,-114.69557,32.738663,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
73686,Empidonax traillii,Aves,Passeriformes,2013,8,5,-114.535,34.76573,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
73811,Melanerpes uropygialis,Aves,Piciformes,2013,5,3,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
74098,Melanerpes uropygialis,Aves,Piciformes,2012,10,23,-114.518524,34.757988,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
74206,Melanerpes uropygialis,Aves,Piciformes,2018,9,15,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
74287,Melanerpes uropygialis,Aves,Piciformes,2012,10,23,-114.518524,34.757988,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
74418,Colaptes chrysoides,Aves,Piciformes,2019,4,14,-115.55866,35.23258,2,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
74423,Colaptes chrysoides,Aves,Piciformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
74532,Buteo swainsoni,Aves,Accipitriformes,2019,5,29,-118.93109,34.941162,25,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
74995,Melanerpes uropygialis,Aves,Piciformes,2013,2,16,-114.49352,32.90089,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
75071,Melanerpes uropygialis,Aves,Piciformes,2019,1,8,-114.73027,32.707115,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
75330,Melanerpes uropygialis,Aves,Piciformes,1970,5,27,-114.45964,32.88135,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
76335,Melanerpes uropygialis,Aves,Piciformes,2011,11,19,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
76668,Melanerpes uropygialis,Aves,Piciformes,2020,1,4,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
77188,Buteo swainsoni,Aves,Accipitriformes,2011,10,24,-117.84601,34.471138,50,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
77698,Melanerpes uropygialis,Aves,Piciformes,2015,4,6,-114.68859,33.24513,1,HUMAN_OBSERVATION,DRAPER,2017,754.3,368,2000,5349
77725,Melanerpes uropygialis,Aves,Piciformes,2015,11,18,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
77799,Melanerpes uropygialis,Aves,Piciformes,2013,3,6,-114.518524,34.757988,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
77922,Empidonax traillii,Aves,Passeriformes,2002,9,7,-114.48498,34.736954,0,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
77980,Melanerpes uropygialis,Aves,Piciformes,1980,3,22,-114.4617,32.88329,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
78013,Melanerpes uropygialis,Aves,Piciformes,2010,6,9,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
78270,Melanerpes uropygialis,Aves,Piciformes,2010,12,24,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
78477,Melanerpes uropygialis,Aves,Piciformes,2008,12,23,-114.5905,32.784412,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
78614,Melanerpes uropygialis,Aves,Piciformes,2015,12,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
78621,Melanerpes uropygialis,Aves,Piciformes,2017,2,22,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
78701,Buteo swainsoni,Aves,Accipitriformes,2012,3,20,-116.42135,33.271057,80,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,2000,705
78759,Melanerpes uropygialis,Aves,Piciformes,2017,12,16,-114.46003,32.877136,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
79641,Agelaius tricolor,Aves,Passeriformes,2016,1,30,-119.389336,34.93896,40,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
79928,Melanerpes uropygialis,Aves,Piciformes,2002,4,28,-114.47458,32.90013,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
80123,Melanerpes uropygialis,Aves,Piciformes,1973,12,18,-114.46656,32.88192,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
80230,Melanerpes uropygialis,Aves,Piciformes,1977,9,14,-114.467445,32.88624,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
80291,Melanerpes uropygialis,Aves,Piciformes,2011,12,15,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
80978,Melanerpes uropygialis,Aves,Piciformes,2012,3,19,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
81245,Empidonax traillii,Aves,Passeriformes,2011,9,25,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
81429,Agelaius tricolor,Aves,Passeriformes,2017,4,6,-120.83076,36.51127,225,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,2000,4026
81440,Melanerpes uropygialis,Aves,Piciformes,2013,3,30,-114.48498,34.736954,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
81639,Melanerpes uropygialis,Aves,Piciformes,2017,11,18,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
81691,Melanerpes uropygialis,Aves,Piciformes,1999,7,16,-114.46656,32.88192,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
81707,Melanerpes uropygialis,Aves,Piciformes,2020,2,3,-114.46546,32.875145,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
81728,Colaptes chrysoides,Aves,Piciformes,2016,9,4,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
81909,Buteo swainsoni,Aves,Accipitriformes,2018,3,7,-116.5536,33.068386,1,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
81932,Agelaius tricolor,Aves,Passeriformes,2016,5,15,-121.323395,37.437794,0,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
82163,Agelaius tricolor,Aves,Passeriformes,2008,5,14,-121.03088,37.08312,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
82365,Agelaius tricolor,Aves,Passeriformes,2013,5,23,-119.48297,34.883465,25,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
82601,Melanerpes uropygialis,Aves,Piciformes,2011,6,16,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
82788,Buteo swainsoni,Aves,Accipitriformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
82876,Melanerpes uropygialis,Aves,Piciformes,2018,1,17,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
83058,Empidonax traillii,Aves,Passeriformes,1988,9,11,-116.45965,34.121082,0,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
83215,Melanerpes uropygialis,Aves,Piciformes,2018,1,13,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
83294,Melanerpes uropygialis,Aves,Piciformes,2016,5,14,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
84106,Melanerpes uropygialis,Aves,Piciformes,2012,6,5,-114.52883,32.763687,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
84545,Melanerpes uropygialis,Aves,Piciformes,2018,1,15,-114.47458,32.90013,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
84588,Agelaius tricolor,Aves,Passeriformes,2006,5,11,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
84604,Melanerpes uropygialis,Aves,Piciformes,2020,8,10,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
84895,Empidonax traillii,Aves,Passeriformes,2019,8,8,-117.843445,34.471115,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
85072,Agelaius tricolor,Aves,Passeriformes,2019,4,28,-119.43742,34.95694,2,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2000,3409
85072,Agelaius tricolor,Aves,Passeriformes,2019,4,28,-119.43742,34.95694,2,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2000,4610
85277,Melanerpes uropygialis,Aves,Piciformes,2013,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
85342,Melanerpes uropygialis,Aves,Piciformes,2018,12,15,-114.45647,32.878094,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
85398,Agelaius tricolor,Aves,Passeriformes,2006,3,22,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
85515,Melanerpes uropygialis,Aves,Piciformes,1973,12,18,-114.46656,32.88192,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
85787,Melanerpes uropygialis,Aves,Piciformes,2011,10,5,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
85893,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,1,27,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
85980,Empidonax traillii,Aves,Passeriformes,2020,8,12,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
86235,Agelaius tricolor,Aves,Passeriformes,2017,4,19,-119.53511,35.021877,19,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,2000,5370
86241,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,12,27,-114.47458,32.90013,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
86376,Buteo swainsoni,Aves,Accipitriformes,2012,4,16,-118.39457,34.72747,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
86448,Melanerpes uropygialis,Aves,Piciformes,2013,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
86652,Buteo swainsoni,Aves,Accipitriformes,2018,6,6,-118.92833,34.940533,30,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
86734,Melanerpes uropygialis,Aves,Piciformes,2014,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
86895,Melanerpes uropygialis,Aves,Piciformes,2020,3,14,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
87117,Melanerpes uropygialis,Aves,Piciformes,2014,5,10,-114.518524,34.757988,3,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
87573,Melanerpes uropygialis,Aves,Piciformes,1993,5,9,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
87672,Empidonax traillii,Aves,Passeriformes,2002,6,10,-118.035995,36.618904,0,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2000,3820
88053,Melanerpes uropygialis,Aves,Piciformes,2017,12,16,-114.45647,32.878094,6,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88200,Melanerpes uropygialis,Aves,Piciformes,2015,11,12,-114.47458,32.90013,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88224,Melanerpes uropygialis,Aves,Piciformes,2018,3,29,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88438,Empidonax traillii,Aves,Passeriformes,2019,8,4,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
88584,Melanerpes uropygialis,Aves,Piciformes,2014,3,26,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88617,Agelaius tricolor,Aves,Passeriformes,1978,6,2,-117.84601,34.471138,20,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
88802,Colaptes chrysoides,Aves,Piciformes,2014,3,24,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
88861,Buteo swainsoni,Aves,Accipitriformes,2017,4,21,-121.15935,37.088524,1,HUMAN_OBSERVATION,COTTONWOOD2,2008,796.5697,939,2000,3424
88903,Melanerpes uropygialis,Aves,Piciformes,2017,7,24,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88983,Melanerpes uropygialis,Aves,Piciformes,2020,1,11,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
89442,Gymnogyps californianus,Aves,Accipitriformes,1982,11,27,-119.41212,34.94505,3,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
89965,Agelaius tricolor,Aves,Passeriformes,1977,4,27,-117.84601,34.471138,75,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
90113,Empidonax traillii,Aves,Passeriformes,2020,8,19,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
90116,Empidonax traillii,Aves,Passeriformes,2014,6,16,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
90173,Buteo swainsoni,Aves,Accipitriformes,2019,8,15,-118.93315,34.94338,200,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
90266,Riparia riparia,Aves,Passeriformes,2014,5,12,-118.035995,36.618904,2,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2000,3820
90656,Buteo swainsoni,Aves,Accipitriformes,2006,4,18,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
91025,Colaptes chrysoides,Aves,Piciformes,1995,5,28,-115.28279,35.126274,1,HUMAN_OBSERVATION,HACKBERRY COMPLEX 1,2005,63771.3,565,2000,25865
91199,Empidonax traillii,Aves,Passeriformes,2015,8,17,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
91342,Empidonax traillii,Aves,Passeriformes,2014,5,30,-118.38001,34.69632,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
91527,Empidonax traillii,Aves,Passeriformes,1971,5,23,-116.457825,34.120792,2,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
91560,Empidonax traillii,Aves,Passeriformes,2010,6,9,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
91689,Buteo swainsoni,Aves,Accipitriformes,2017,3,31,-118.92945,34.94076,1,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
91701,Melanerpes uropygialis,Aves,Piciformes,2017,1,1,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
92204,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,7,-116.648705,33.922997,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,2000,3817
92327,Melanerpes uropygialis,Aves,Piciformes,2014,1,5,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
92356,Buteo swainsoni,Aves,Accipitriformes,2016,4,30,-121.024,37.08,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
92456,Buteo swainsoni,Aves,Accipitriformes,2013,5,28,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
