FID,species,class,order,year,month,day,decimalLongitude,decimalLatitude,individualCount,basisOfRecord,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
92535,Buteo swainsoni,Aves,Accipitriformes,2014,4,15,-120.044,35.358047,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
92685,Empidonax traillii,Aves,Passeriformes,2002,6,1,-116.457825,34.120792,0,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
92745,Melanerpes uropygialis,Aves,Piciformes,2013,2,16,-114.49352,32.90089,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
92758,Melanerpes uropygialis,Aves,Piciformes,2011,12,21,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
92769,Empidonax traillii,Aves,Passeriformes,2015,6,3,-118.377686,34.659615,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
92771,Empidonax traillii,Aves,Passeriformes,1997,6,11,-116.457825,34.120792,3,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
92887,Melanerpes uropygialis,Aves,Piciformes,1985,4,3,-114.46656,32.88192,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
93072,Melanerpes uropygialis,Aves,Piciformes,2017,8,13,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
93211,Melanerpes uropygialis,Aves,Piciformes,2013,11,16,-114.45805,32.88137,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
93789,Buteo swainsoni,Aves,Accipitriformes,2008,5,2,-121.03088,37.08312,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
93805,Empidonax traillii,Aves,Passeriformes,2017,9,18,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
94205,Melanerpes uropygialis,Aves,Piciformes,2015,9,26,-114.45963,32.87948,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
94277,Agelaius tricolor,Aves,Passeriformes,2017,3,18,-119.41489,34.946533,15,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
94805,Melanerpes uropygialis,Aves,Piciformes,1975,3,26,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
95043,Melanerpes uropygialis,Aves,Piciformes,2020,2,2,-114.46546,32.875145,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
95475,Buteo swainsoni,Aves,Accipitriformes,2011,3,28,-116.42135,33.271057,11,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,2000,705
95503,Buteo swainsoni,Aves,Accipitriformes,2006,3,4,-121.0207,37.080807,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
95549,Melanerpes uropygialis,Aves,Piciformes,2014,9,13,-114.45964,32.88135,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
95652,Buteo swainsoni,Aves,Accipitriformes,2006,6,28,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
95789,Buteo swainsoni,Aves,Accipitriformes,2020,10,4,-117.84601,34.471138,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
95833,Melanerpes uropygialis,Aves,Piciformes,2011,11,22,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
96439,Melanerpes uropygialis,Aves,Piciformes,2018,1,23,-114.69557,32.738663,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
96503,Melanerpes uropygialis,Aves,Piciformes,2017,9,30,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
97064,Empidonax traillii,Aves,Passeriformes,2005,6,11,-114.48679,34.71831,0,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
97078,Colaptes chrysoides,Aves,Piciformes,2014,4,5,-115.55866,35.23258,2,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
97188,Melanerpes uropygialis,Aves,Piciformes,2007,11,18,-114.45964,32.88135,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
97208,Buteo swainsoni,Aves,Accipitriformes,2019,6,2,-120.8464,36.935394,1,HUMAN_OBSERVATION,DOS AMIGOS,2005,746.0347,721,2000,4738
97741,Melanerpes uropygialis,Aves,Piciformes,2012,3,28,-114.50981,34.75064,3,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
97902,Buteo swainsoni,Aves,Accipitriformes,2018,3,28,-120.634865,37.186176,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,2000,2962
98678,Melanerpes uropygialis,Aves,Piciformes,2020,12,5,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
98835,Buteo swainsoni,Aves,Accipitriformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
99088,Agelaius tricolor,Aves,Passeriformes,2015,4,4,-119.40699,34.941376,150,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
99843,Agelaius tricolor,Aves,Passeriformes,2006,3,7,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
100169,Melanerpes uropygialis,Aves,Piciformes,2020,3,3,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
100294,Melanerpes uropygialis,Aves,Piciformes,2015,10,25,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
100680,Colaptes chrysoides,Aves,Piciformes,2018,5,26,-115.55866,35.23258,3,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
100922,Agelaius tricolor,Aves,Passeriformes,2015,5,19,-119.40611,34.94143,1,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
101356,Buteo swainsoni,Aves,Accipitriformes,2019,3,29,-118.39457,34.72747,5,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
101509,Melanerpes uropygialis,Aves,Piciformes,2018,5,28,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
101833,Agelaius tricolor,Aves,Passeriformes,1980,5,6,-119.48297,34.883465,0,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
102127,Melanerpes uropygialis,Aves,Piciformes,1970,5,27,-114.46656,32.88192,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
102218,Gymnogyps californianus,Aves,Accipitriformes,2016,3,25,-119.48297,34.883465,5,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
102500,Agelaius tricolor,Aves,Passeriformes,2015,4,9,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
102828,Buteo swainsoni,Aves,Accipitriformes,2012,4,8,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
103087,Melanerpes uropygialis,Aves,Piciformes,2010,12,28,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
103216,Melanerpes uropygialis,Aves,Piciformes,2019,11,18,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
104571,Melanerpes uropygialis,Aves,Piciformes,2019,1,9,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
104590,Agelaius tricolor,Aves,Passeriformes,2017,4,29,-120.03971,35.353077,4,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
105466,Empidonax traillii,Aves,Passeriformes,2019,9,21,-117.84601,34.471138,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
105734,Melanerpes uropygialis,Aves,Piciformes,2013,4,30,-114.48498,34.736954,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
105907,Haliaeetus leucocephalus,Aves,Accipitriformes,2014,4,8,-114.50031,34.743107,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
106026,Melanerpes uropygialis,Aves,Piciformes,2013,8,16,-114.518524,34.757988,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
106659,Melanerpes uropygialis,Aves,Piciformes,2018,1,30,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
106856,Empidonax traillii,Aves,Passeriformes,2014,8,13,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
106982,Buteo swainsoni,Aves,Accipitriformes,2018,5,16,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
107072,Empidonax traillii,Aves,Passeriformes,2020,5,18,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
107164,Buteo swainsoni,Aves,Accipitriformes,2018,4,8,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
107221,Melanerpes uropygialis,Aves,Piciformes,2013,10,19,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
107302,Melanerpes uropygialis,Aves,Piciformes,2015,2,13,-114.47458,32.90013,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
107545,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2021,2,9,-116.500097,33.302306,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
107545,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2021,2,9,-116.500097,33.302306,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,2000,8233
107783,Melanerpes uropygialis,Aves,Piciformes,1975,9,8,-114.46656,32.88192,6,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
107812,Melanerpes uropygialis,Aves,Piciformes,2011,11,23,-114.48251,34.733994,0,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
107956,Melanerpes uropygialis,Aves,Piciformes,2013,6,20,-114.518524,34.757988,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
108800,Melanerpes uropygialis,Aves,Piciformes,1977,5,16,-114.46656,32.88192,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
108805,Melanerpes uropygialis,Aves,Piciformes,2010,5,8,-114.46656,32.88192,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
109084,Agelaius tricolor,Aves,Passeriformes,2020,4,14,-118.58986,34.774986,15,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,2000,3533
109321,Bombus crotchii,Insecta,Hymenoptera,2019,9,11,-116.480578,32.979444,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
109829,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2021,1,6,-116.526983,33.319938,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
109829,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2021,1,6,-116.526983,33.319938,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,2000,8233
111072,Colaptes chrysoides,Aves,Piciformes,2014,4,5,-115.55866,35.23258,2,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
111312,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,6,28,-116.55197,33.750604,0,HUMAN_OBSERVATION,MOUNTAIN,2013,27523.67,331,2000,5702
111471,Melanerpes uropygialis,Aves,Piciformes,2019,2,21,-114.47692,32.903217,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
111482,Melanerpes uropygialis,Aves,Piciformes,2016,4,28,-114.4794,32.870274,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
111847,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2017,3,26,-116.429783,33.272062,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
111847,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2017,3,26,-116.429783,33.272062,0,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,2000,705
111847,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2017,3,26,-116.429783,33.272062,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,2000,8233
112534,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,8,10,-116.568682,33.759296,0,HUMAN_OBSERVATION,MOUNTAIN,2013,27523.67,331,2000,5702
112698,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,5,12,-116.534391,33.045406,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
113049,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2021,3,6,-116.6823,33.961242,0,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,2000,3817
113062,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2013,2,18,-116.504441,33.381727,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,2000,8233
113062,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2013,2,18,-116.504441,33.381727,0,HUMAN_OBSERVATION,COYOTE,2003,18704.78,506,2000,7109
113127,Melanerpes uropygialis,Aves,Piciformes,2016,5,14,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
113150,Empidonax traillii,Aves,Passeriformes,2018,9,25,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
113278,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2018,3,28,-116.682453,33.913581,0,HUMAN_OBSERVATION,VERBENIA,2004,3831.371,82,2000,4028
113452,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2020,6,1,-116.418546,33.244097,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
113593,Empidonax traillii,Aves,Passeriformes,2013,5,26,-120.04013,35.35179,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
113970,Empidonax traillii,Aves,Passeriformes,1973,9,14,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
114771,Dipodomys ingens,Mammalia,Rodentia,2019,6,9,-119.620773,35.047931,0,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,2000,5370
114893,Agelaius tricolor,Aves,Passeriformes,2014,5,23,-118.38001,34.69632,25,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
115503,Melanerpes uropygialis,Aves,Piciformes,2020,8,21,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
115564,Melanerpes uropygialis,Aves,Piciformes,2013,3,6,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
115639,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,4,28,-118.06305,36.610775,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2000,3820
115706,Agelaius tricolor,Aves,Passeriformes,2013,5,26,-119.48297,34.883465,0,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
115782,Buteo swainsoni,Aves,Accipitriformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
116562,Buteo swainsoni,Aves,Accipitriformes,2019,4,14,-118.115,36.6939,1,HUMAN_OBSERVATION,MOFFAT,2018,1253.925,351,2000,6644
116661,Buteo swainsoni,Aves,Accipitriformes,2014,5,31,-118.38001,34.69632,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
116754,Melanerpes uropygialis,Aves,Piciformes,2019,8,22,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
116830,Buteo swainsoni,Aves,Accipitriformes,2017,5,5,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
116869,Melanerpes uropygialis,Aves,Piciformes,2020,12,19,-114.45647,32.878094,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
116907,Buteo swainsoni,Aves,Accipitriformes,2010,3,23,-118.39457,34.72747,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
117207,Buteo swainsoni,Aves,Accipitriformes,2018,4,24,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
117244,Melanerpes uropygialis,Aves,Piciformes,2013,8,5,-114.47458,32.90013,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
117636,Melanerpes uropygialis,Aves,Piciformes,2003,7,7,-114.73027,32.70413,3,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
118142,Buteo swainsoni,Aves,Accipitriformes,2014,5,31,-118.38001,34.69632,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
118641,Empidonax traillii,Aves,Passeriformes,1998,5,24,-116.43512,33.2613,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
118641,Empidonax traillii,Aves,Passeriformes,1998,5,24,-116.43512,33.2613,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,2000,8233
118907,Melanerpes uropygialis,Aves,Piciformes,2016,3,20,-114.460205,32.87879,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
119112,Empidonax traillii,Aves,Passeriformes,2007,8,24,-118.035995,36.618904,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2000,3820
119243,Agelaius tricolor,Aves,Passeriformes,2015,1,22,-118.58248,34.785824,50,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,2000,3533
119295,Buteo swainsoni,Aves,Accipitriformes,2016,4,30,-121.024,37.08,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
119387,Melanerpes uropygialis,Aves,Piciformes,1975,7,10,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
119674,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,2,10,-121.06279,37.046436,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
119943,Empidonax traillii,Aves,Passeriformes,2016,5,30,-120.04456,35.358074,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
119997,Melanerpes uropygialis,Aves,Piciformes,2020,2,28,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
120432,Empidonax traillii,Aves,Passeriformes,2019,5,24,-117.84601,34.471138,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
120570,Melanerpes uropygialis,Aves,Piciformes,2020,3,15,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
120800,Gymnogyps californianus,Aves,Accipitriformes,2012,4,7,-119.38754,34.933525,11,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
120828,Empidonax traillii,Aves,Passeriformes,2014,8,27,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
120959,Agelaius tricolor,Aves,Passeriformes,2006,5,1,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
121094,Agelaius tricolor,Aves,Passeriformes,1976,5,15,-117.84601,34.471138,4,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
121238,Empidonax traillii,Aves,Passeriformes,2013,8,16,-114.490326,34.739582,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
121242,Gymnogyps californianus,Aves,Accipitriformes,2018,6,19,-119.38664,34.931152,11,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
121340,Agelaius tricolor,Aves,Passeriformes,2019,4,2,-121.006966,37.055,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
121433,Buteo swainsoni,Aves,Accipitriformes,2019,6,7,-118.06407,36.605446,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2000,3820
121439,Buteo swainsoni,Aves,Accipitriformes,2019,7,31,-119.4937,34.879036,1,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
121682,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,1,16,-114.68782,33.238113,2,HUMAN_OBSERVATION,DRAPER,2017,754.3,368,2000,5349
122273,Agelaius tricolor,Aves,Passeriformes,2016,1,30,-119.389336,34.93896,40,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
122451,Melanerpes uropygialis,Aves,Piciformes,2004,1,17,-114.54581,32.781933,0,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
122476,Melanerpes uropygialis,Aves,Piciformes,2019,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
122519,Buteo swainsoni,Aves,Accipitriformes,2006,5,31,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
122564,Melanerpes uropygialis,Aves,Piciformes,2010,12,13,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
122582,Melanerpes uropygialis,Aves,Piciformes,2016,2,14,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
122704,Melanerpes uropygialis,Aves,Piciformes,2015,10,25,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
122731,Agelaius tricolor,Aves,Passeriformes,2013,4,10,-119.431,34.953846,42,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2000,3409
122731,Agelaius tricolor,Aves,Passeriformes,2013,4,10,-119.431,34.953846,42,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2000,4610
123065,Empidonax traillii,Aves,Passeriformes,1999,5,12,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
123240,Colaptes chrysoides,Aves,Piciformes,1996,7,18,-115.500404,35.23286,3,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
123242,Melanerpes uropygialis,Aves,Piciformes,2011,10,5,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
123309,Melanerpes uropygialis,Aves,Piciformes,2020,12,4,-114.47458,32.90013,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
123677,Empidonax traillii,Aves,Passeriformes,2018,9,22,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
123701,Melanerpes uropygialis,Aves,Piciformes,2019,3,18,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
124023,Melanerpes uropygialis,Aves,Piciformes,2016,2,13,-114.45976,32.879894,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
124030,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,1,3,-114.45786,32.874607,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
124283,Buteo swainsoni,Aves,Accipitriformes,2018,5,1,-120.633765,37.180799,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,2000,2962
124305,Gopherus agassizii,Reptilia,Testudines,2010,4,12,-116.49841,33.275394,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
124305,Gopherus agassizii,Reptilia,Testudines,2010,4,12,-116.49841,33.275394,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,2000,8233
124496,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,4,28,-116.444117,33.252485,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
125275,Agelaius tricolor,Aves,Passeriformes,2017,3,12,-120.00539,35.34864,31,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
125275,Agelaius tricolor,Aves,Passeriformes,2017,3,12,-120.00539,35.34864,31,HUMAN_OBSERVATION,SODA,2011,1533.496,974,2000,6473
125428,Melanerpes uropygialis,Aves,Piciformes,2010,8,7,-114.48333,32.86661,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
125502,Empidonax traillii,Aves,Passeriformes,2018,9,6,-114.535,34.76573,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
125533,Empidonax traillii,Aves,Passeriformes,2017,8,22,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
125554,Melanerpes uropygialis,Aves,Piciformes,2012,5,5,-114.52883,32.763687,3,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
125975,Agelaius tricolor,Aves,Passeriformes,2017,3,26,-119.41129,34.945766,400,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
126005,Melanerpes uropygialis,Aves,Piciformes,2020,1,4,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
126281,Melanerpes uropygialis,Aves,Piciformes,2015,12,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
126360,Empidonax traillii,Aves,Passeriformes,1986,5,29,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
126720,Melanerpes uropygialis,Aves,Piciformes,2019,11,19,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
126797,Melanerpes uropygialis,Aves,Piciformes,1968,7,4,-114.55578,32.78925,0,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
126901,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,2,10,-121.06279,37.046436,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
127394,Melanerpes uropygialis,Aves,Piciformes,2018,9,29,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
127481,Melanerpes uropygialis,Aves,Piciformes,2020,8,16,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
127673,Agelaius tricolor,Aves,Passeriformes,2014,5,23,-118.38001,34.69632,25,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
127733,Melanerpes uropygialis,Aves,Piciformes,2018,4,24,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
128373,Melanerpes uropygialis,Aves,Piciformes,2018,1,10,-114.69557,32.738663,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
128379,Melanerpes uropygialis,Aves,Piciformes,2015,4,6,-114.68859,33.24513,1,HUMAN_OBSERVATION,DRAPER,2017,754.3,368,2000,5349
129447,Melanerpes uropygialis,Aves,Piciformes,2012,3,19,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
129662,Colaptes chrysoides,Aves,Piciformes,2014,4,4,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
129978,Melanerpes uropygialis,Aves,Piciformes,2018,12,28,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
