obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
61525,Melanerpes uropygialis,Aves,Piciformes,2016,10,22,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
61621,Melanerpes uropygialis,Aves,Piciformes,2009,12,29,-114.48711,34.735195,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
61705,Agelaius tricolor,Aves,Passeriformes,2004,3,15,-119.51104,34.909454,500,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
61743,Melanerpes uropygialis,Aves,Piciformes,2008,12,17,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
62219,Empidonax traillii,Aves,Passeriformes,2020,5,21,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
62398,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,2,10,-121.06279,37.046436,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
62660,Buteo swainsoni,Aves,Accipitriformes,2019,6,23,-118.94358,34.982605,13,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
63435,Melanerpes uropygialis,Aves,Piciformes,2018,9,9,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
63581,Melanerpes uropygialis,Aves,Piciformes,2020,7,7,-114.69557,32.738663,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
64160,Melanerpes uropygialis,Aves,Piciformes,2020,2,1,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
64798,Melanerpes uropygialis,Aves,Piciformes,2011,11,25,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
64940,Melanerpes uropygialis,Aves,Piciformes,2017,4,24,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
65026,Melanerpes uropygialis,Aves,Piciformes,2019,12,25,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
65194,Melanerpes uropygialis,Aves,Piciformes,2017,12,16,-114.46003,32.877136,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
65195,Empidonax traillii,Aves,Passeriformes,2011,6,5,-114.662,33.240494,1,HUMAN_OBSERVATION,DRAPER,2017,754.3,368,2000,5349
65430,Melanerpes uropygialis,Aves,Piciformes,2020,11,19,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
65668,Agelaius tricolor,Aves,Passeriformes,2019,4,3,-119.40794,34.941277,18,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
65832,Empidonax traillii,Aves,Passeriformes,2014,5,20,-120.044,35.358047,4,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
66067,Melanerpes uropygialis,Aves,Piciformes,2011,11,19,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
66326,Empidonax traillii,Aves,Passeriformes,2018,9,6,-114.535,34.76573,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
66498,Melanerpes uropygialis,Aves,Piciformes,2012,12,29,-114.55578,32.78925,6,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
66915,Melanerpes uropygialis,Aves,Piciformes,2007,5,16,-114.72447,32.708626,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
67170,Haliaeetus leucocephalus,Aves,Accipitriformes,2012,3,1,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
67704,Agelaius tricolor,Aves,Passeriformes,2018,4,21,-118.34545,34.674374,20,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
67967,Melanerpes uropygialis,Aves,Piciformes,2011,5,15,-114.48251,34.733994,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
68165,Agelaius tricolor,Aves,Passeriformes,2016,3,14,-118.39457,34.72747,125,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
68195,Empidonax traillii,Aves,Passeriformes,2017,9,22,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
68382,Melanerpes uropygialis,Aves,Piciformes,2017,5,10,-114.518524,34.757988,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
68490,Melanerpes uropygialis,Aves,Piciformes,2009,5,9,-114.46002,32.882122,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
68651,Agelaius tricolor,Aves,Passeriformes,2011,5,3,-118.39457,34.72747,3,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
68705,Agelaius tricolor,Aves,Passeriformes,2012,1,20,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
68851,Melanerpes uropygialis,Aves,Piciformes,2014,4,27,-114.45951,32.875687,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
68964,Melanerpes uropygialis,Aves,Piciformes,2019,12,12,-114.47385,32.89813,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
69066,Empidonax traillii,Aves,Passeriformes,2017,8,18,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
69668,Melanerpes uropygialis,Aves,Piciformes,2012,9,30,-114.73001,32.703316,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
69769,Melanerpes uropygialis,Aves,Piciformes,2008,12,23,-114.5905,32.784412,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
70118,Melanerpes uropygialis,Aves,Piciformes,2010,12,24,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
70197,Buteo swainsoni,Aves,Accipitriformes,2020,4,12,-117.84601,34.471138,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
71170,Colaptes chrysoides,Aves,Piciformes,2017,4,22,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
71250,Buteo swainsoni,Aves,Accipitriformes,2014,4,5,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
71301,Melanerpes uropygialis,Aves,Piciformes,2018,9,29,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
71512,Empidonax traillii,Aves,Passeriformes,1989,9,16,-116.45965,34.121082,NA,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
71533,Melanerpes uropygialis,Aves,Piciformes,2013,3,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
71575,Empidonax traillii,Aves,Passeriformes,2020,9,12,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
71671,Melanerpes uropygialis,Aves,Piciformes,2011,12,28,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
71853,Melanerpes uropygialis,Aves,Piciformes,1994,6,19,-114.47076,32.87367,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
72079,Gymnogyps californianus,Aves,Accipitriformes,2020,1,20,-119.38816,34.918156,8,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
72110,Agelaius tricolor,Aves,Passeriformes,2016,3,26,-119.43546,34.95564,200,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2000,3409
72110,Agelaius tricolor,Aves,Passeriformes,2016,3,26,-119.43546,34.95564,200,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2000,4610
72154,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,4,30,-121.323395,37.437794,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
72630,Empidonax traillii,Aves,Passeriformes,2018,5,16,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
72774,Melanerpes uropygialis,Aves,Piciformes,2013,3,7,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
72865,Agelaius tricolor,Aves,Passeriformes,2015,1,22,-118.58248,34.785824,50,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,2000,3533
72998,Melanerpes uropygialis,Aves,Piciformes,2013,12,14,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
73244,Melanerpes uropygialis,Aves,Piciformes,2008,12,17,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
73249,Agelaius tricolor,Aves,Passeriformes,2020,6,11,-118.384605,34.661877,20,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
73257,Melanerpes uropygialis,Aves,Piciformes,2011,4,28,-114.48818,32.864304,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
73320,Melanerpes uropygialis,Aves,Piciformes,2015,12,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
73355,Buteo swainsoni,Aves,Accipitriformes,2016,5,13,-121.07989,37.113804,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,2000,3891
73392,Melanerpes uropygialis,Aves,Piciformes,2012,1,13,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
73496,Melanerpes uropygialis,Aves,Piciformes,2020,2,25,-114.69557,32.738663,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
73687,Empidonax traillii,Aves,Passeriformes,2013,8,5,-114.535,34.76573,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
73812,Melanerpes uropygialis,Aves,Piciformes,2013,5,3,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
74099,Melanerpes uropygialis,Aves,Piciformes,2012,10,23,-114.518524,34.757988,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
74207,Melanerpes uropygialis,Aves,Piciformes,2018,9,15,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
74288,Melanerpes uropygialis,Aves,Piciformes,2012,10,23,-114.518524,34.757988,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
74419,Colaptes chrysoides,Aves,Piciformes,2019,4,14,-115.55866,35.23258,2,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
74424,Colaptes chrysoides,Aves,Piciformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
74533,Buteo swainsoni,Aves,Accipitriformes,2019,5,29,-118.93109,34.941162,25,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
74996,Melanerpes uropygialis,Aves,Piciformes,2013,2,16,-114.49352,32.90089,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
75072,Melanerpes uropygialis,Aves,Piciformes,2019,1,8,-114.73027,32.707115,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
75331,Melanerpes uropygialis,Aves,Piciformes,1970,5,27,-114.45964,32.88135,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
76336,Melanerpes uropygialis,Aves,Piciformes,2011,11,19,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
76669,Melanerpes uropygialis,Aves,Piciformes,2020,1,4,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
77189,Buteo swainsoni,Aves,Accipitriformes,2011,10,24,-117.84601,34.471138,50,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
77699,Melanerpes uropygialis,Aves,Piciformes,2015,4,6,-114.68859,33.24513,1,HUMAN_OBSERVATION,DRAPER,2017,754.3,368,2000,5349
77726,Melanerpes uropygialis,Aves,Piciformes,2015,11,18,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
77800,Melanerpes uropygialis,Aves,Piciformes,2013,3,6,-114.518524,34.757988,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
77923,Empidonax traillii,Aves,Passeriformes,2002,9,7,-114.48498,34.736954,NA,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
77981,Melanerpes uropygialis,Aves,Piciformes,1980,3,22,-114.4617,32.88329,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
78014,Melanerpes uropygialis,Aves,Piciformes,2010,6,9,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
78271,Melanerpes uropygialis,Aves,Piciformes,2010,12,24,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
78478,Melanerpes uropygialis,Aves,Piciformes,2008,12,23,-114.5905,32.784412,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
78615,Melanerpes uropygialis,Aves,Piciformes,2015,12,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
78622,Melanerpes uropygialis,Aves,Piciformes,2017,2,22,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
78702,Buteo swainsoni,Aves,Accipitriformes,2012,3,20,-116.42135,33.271057,80,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,2000,705
78760,Melanerpes uropygialis,Aves,Piciformes,2017,12,16,-114.46003,32.877136,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
79642,Agelaius tricolor,Aves,Passeriformes,2016,1,30,-119.389336,34.93896,40,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
79929,Melanerpes uropygialis,Aves,Piciformes,2002,4,28,-114.47458,32.90013,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
80124,Melanerpes uropygialis,Aves,Piciformes,1973,12,18,-114.46656,32.88192,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
80231,Melanerpes uropygialis,Aves,Piciformes,1977,9,14,-114.467445,32.88624,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
80292,Melanerpes uropygialis,Aves,Piciformes,2011,12,15,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
80979,Melanerpes uropygialis,Aves,Piciformes,2012,3,19,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
81246,Empidonax traillii,Aves,Passeriformes,2011,9,25,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
81430,Agelaius tricolor,Aves,Passeriformes,2017,4,6,-120.83076,36.51127,225,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,2000,4026
81441,Melanerpes uropygialis,Aves,Piciformes,2013,3,30,-114.48498,34.736954,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
81640,Melanerpes uropygialis,Aves,Piciformes,2017,11,18,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
81692,Melanerpes uropygialis,Aves,Piciformes,1999,7,16,-114.46656,32.88192,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
81708,Melanerpes uropygialis,Aves,Piciformes,2020,2,3,-114.46546,32.875145,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
81729,Colaptes chrysoides,Aves,Piciformes,2016,9,4,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
81910,Buteo swainsoni,Aves,Accipitriformes,2018,3,7,-116.5536,33.068386,1,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2000,26578
81933,Agelaius tricolor,Aves,Passeriformes,2016,5,15,-121.323395,37.437794,NA,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
82164,Agelaius tricolor,Aves,Passeriformes,2008,5,14,-121.03088,37.08312,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
82366,Agelaius tricolor,Aves,Passeriformes,2013,5,23,-119.48297,34.883465,25,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
82602,Melanerpes uropygialis,Aves,Piciformes,2011,6,16,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
82789,Buteo swainsoni,Aves,Accipitriformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
82877,Melanerpes uropygialis,Aves,Piciformes,2018,1,17,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
83059,Empidonax traillii,Aves,Passeriformes,1988,9,11,-116.45965,34.121082,NA,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
83216,Melanerpes uropygialis,Aves,Piciformes,2018,1,13,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
83295,Melanerpes uropygialis,Aves,Piciformes,2016,5,14,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
84107,Melanerpes uropygialis,Aves,Piciformes,2012,6,5,-114.52883,32.763687,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
84546,Melanerpes uropygialis,Aves,Piciformes,2018,1,15,-114.47458,32.90013,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
84589,Agelaius tricolor,Aves,Passeriformes,2006,5,11,-121.0207,37.080807,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
84605,Melanerpes uropygialis,Aves,Piciformes,2020,8,10,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
84896,Empidonax traillii,Aves,Passeriformes,2019,8,8,-117.843445,34.471115,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
85073,Agelaius tricolor,Aves,Passeriformes,2019,4,28,-119.43742,34.95694,2,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2000,3409
85073,Agelaius tricolor,Aves,Passeriformes,2019,4,28,-119.43742,34.95694,2,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2000,4610
85278,Melanerpes uropygialis,Aves,Piciformes,2013,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
85343,Melanerpes uropygialis,Aves,Piciformes,2018,12,15,-114.45647,32.878094,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
85399,Agelaius tricolor,Aves,Passeriformes,2006,3,22,-121.0207,37.080807,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
85516,Melanerpes uropygialis,Aves,Piciformes,1973,12,18,-114.46656,32.88192,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
85788,Melanerpes uropygialis,Aves,Piciformes,2011,10,5,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
85894,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,1,27,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
85981,Empidonax traillii,Aves,Passeriformes,2020,8,12,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
86236,Agelaius tricolor,Aves,Passeriformes,2017,4,19,-119.53511,35.021877,19,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,2000,5370
86242,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,12,27,-114.47458,32.90013,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
86377,Buteo swainsoni,Aves,Accipitriformes,2012,4,16,-118.39457,34.72747,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
86449,Melanerpes uropygialis,Aves,Piciformes,2013,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
86653,Buteo swainsoni,Aves,Accipitriformes,2018,6,6,-118.92833,34.940533,30,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
86735,Melanerpes uropygialis,Aves,Piciformes,2014,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
86896,Melanerpes uropygialis,Aves,Piciformes,2020,3,14,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
87118,Melanerpes uropygialis,Aves,Piciformes,2014,5,10,-114.518524,34.757988,3,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
87574,Melanerpes uropygialis,Aves,Piciformes,1993,5,9,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
87673,Empidonax traillii,Aves,Passeriformes,2002,6,10,-118.035995,36.618904,NA,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2000,3820
88054,Melanerpes uropygialis,Aves,Piciformes,2017,12,16,-114.45647,32.878094,6,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88201,Melanerpes uropygialis,Aves,Piciformes,2015,11,12,-114.47458,32.90013,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88225,Melanerpes uropygialis,Aves,Piciformes,2018,3,29,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88439,Empidonax traillii,Aves,Passeriformes,2019,8,4,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
88585,Melanerpes uropygialis,Aves,Piciformes,2014,3,26,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88618,Agelaius tricolor,Aves,Passeriformes,1978,6,2,-117.84601,34.471138,20,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
88803,Colaptes chrysoides,Aves,Piciformes,2014,3,24,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
88862,Buteo swainsoni,Aves,Accipitriformes,2017,4,21,-121.15935,37.088524,1,HUMAN_OBSERVATION,COTTONWOOD2,2008,796.5697,939,2000,3424
88904,Melanerpes uropygialis,Aves,Piciformes,2017,7,24,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
88984,Melanerpes uropygialis,Aves,Piciformes,2020,1,11,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
89443,Gymnogyps californianus,Aves,Accipitriformes,1982,11,27,-119.41212,34.94505,3,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
89966,Agelaius tricolor,Aves,Passeriformes,1977,4,27,-117.84601,34.471138,75,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
90114,Empidonax traillii,Aves,Passeriformes,2020,8,19,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
90117,Empidonax traillii,Aves,Passeriformes,2014,6,16,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
90174,Buteo swainsoni,Aves,Accipitriformes,2019,8,15,-118.93315,34.94338,200,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
90267,Riparia riparia,Aves,Passeriformes,2014,5,12,-118.035995,36.618904,2,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2000,3820
90657,Buteo swainsoni,Aves,Accipitriformes,2006,4,18,-121.0207,37.080807,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
91026,Colaptes chrysoides,Aves,Piciformes,1995,5,28,-115.28279,35.126274,1,HUMAN_OBSERVATION,HACKBERRY COMPLEX 1,2005,63771.3,565,2000,25865
91200,Empidonax traillii,Aves,Passeriformes,2015,8,17,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
91343,Empidonax traillii,Aves,Passeriformes,2014,5,30,-118.38001,34.69632,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
91528,Empidonax traillii,Aves,Passeriformes,1971,5,23,-116.457825,34.120792,2,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
91561,Empidonax traillii,Aves,Passeriformes,2010,6,9,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
91690,Buteo swainsoni,Aves,Accipitriformes,2017,3,31,-118.92945,34.94076,1,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
91702,Melanerpes uropygialis,Aves,Piciformes,2017,1,1,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
92205,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,7,-116.648705,33.922997,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,2000,3817
92328,Melanerpes uropygialis,Aves,Piciformes,2014,1,5,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
92357,Buteo swainsoni,Aves,Accipitriformes,2016,4,30,-121.024,37.08,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
92457,Buteo swainsoni,Aves,Accipitriformes,2013,5,28,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
92536,Buteo swainsoni,Aves,Accipitriformes,2014,4,15,-120.044,35.358047,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
92686,Empidonax traillii,Aves,Passeriformes,2002,6,1,-116.457825,34.120792,NA,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
92746,Melanerpes uropygialis,Aves,Piciformes,2013,2,16,-114.49352,32.90089,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
92759,Melanerpes uropygialis,Aves,Piciformes,2011,12,21,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
92770,Empidonax traillii,Aves,Passeriformes,2015,6,3,-118.377686,34.659615,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
92772,Empidonax traillii,Aves,Passeriformes,1997,6,11,-116.457825,34.120792,3,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
92888,Melanerpes uropygialis,Aves,Piciformes,1985,4,3,-114.46656,32.88192,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
93073,Melanerpes uropygialis,Aves,Piciformes,2017,8,13,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
