obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,FID_,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
85940,Agelaius tricolor,Aves,Passeriformes,2016,4,13,-119.39907,34.931927,NA,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
85983,Colaptes chrysoides,Aves,Piciformes,2016,5,29,-115.5893,35.3669,4,HUMAN_OBSERVATION,496,DOME,2020,44211.0845875,1109,1000,17321
86079,Empidonax traillii,Aves,Passeriformes,2017,5,13,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
86104,Agelaius tricolor,Aves,Passeriformes,2017,4,9,-119.39907,34.931927,65,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
86285,Empidonax traillii,Aves,Passeriformes,2003,5,26,-121.28138,37.45279,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
86349,Agelaius tricolor,Aves,Passeriformes,2015,3,5,-119.7747,35.11269,3,HUMAN_OBSERVATION,479,WASH,2010,947.4305,1087,1000,2771
86763,Empidonax traillii,Aves,Passeriformes,2011,5,22,-119.7747,35.11269,1,HUMAN_OBSERVATION,479,WASH,2010,947.4305,1087,1000,2771
87058,Buteo swainsoni,Aves,Accipitriformes,2018,4,8,-118.36158,34.67615,8,HUMAN_OBSERVATION,181,POWERHOUSE,2013,30267.57,418,1000,9729
87265,Empidonax traillii,Aves,Passeriformes,2018,5,11,-116.42506,33.06,1,HUMAN_OBSERVATION,94,BANNER FIRE,2012,5320.116,329,1000,7663
87351,Buteo swainsoni,Aves,Accipitriformes,2010,4,17,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
87476,Empidonax traillii,Aves,Passeriformes,2008,6,1,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
87524,Empidonax traillii,Aves,Passeriformes,2018,9,20,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
88001,Gymnogyps californianus,Aves,Accipitriformes,2015,12,29,-119.39424,34.929256,12,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
88014,Buteo swainsoni,Aves,Accipitriformes,2016,3,26,-116.43319,33.280178,1,HUMAN_OBSERVATION,31,PALM#1,2002,94.97114,264,1000,948
88014,Buteo swainsoni,Aves,Accipitriformes,2016,3,26,-116.43319,33.280178,1,HUMAN_OBSERVATION,79,EAGLE,2011,13992.99,314,1000,10110
88087,Gymnogyps californianus,Aves,Accipitriformes,2015,1,24,-119.39508,34.921055,5,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
88088,Empidonax traillii,Aves,Passeriformes,2015,8,22,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
88257,Gymnogyps californianus,Aves,Accipitriformes,2019,10,2,-119.39596,34.930313,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
88276,Buteo swainsoni,Aves,Accipitriformes,2015,4,3,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
88368,Empidonax traillii,Aves,Passeriformes,1981,5,17,-116.56938,34.05072,10,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
88473,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,10,19,-121.098434,37.08131,1,HUMAN_OBSERVATION,279,SAN LUIS,2005,332.2597,727,1000,1055
88473,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,10,19,-121.098434,37.08131,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
88473,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,10,19,-121.098434,37.08131,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
88473,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,10,19,-121.098434,37.08131,1,HUMAN_OBSERVATION,363,ROMERO,2011,451.0401,971,1000,1303
88661,Empidonax traillii,Aves,Passeriformes,2007,9,16,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
88738,Empidonax traillii,Aves,Passeriformes,2016,9,11,-116.57267,34.04935,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
88863,Empidonax traillii,Aves,Passeriformes,2015,5,16,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
89184,Melanerpes uropygialis,Aves,Piciformes,1977,3,16,-114.46914,32.884445,NA,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
89254,Gymnogyps californianus,Aves,Accipitriformes,2017,2,1,-119.39907,34.931927,18,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
89360,Agelaius tricolor,Aves,Passeriformes,2010,3,23,-119.44233,34.95743,150,HUMAN_OBSERVATION,256,SODA,2005,449.4977,678,1000,2125
89360,Agelaius tricolor,Aves,Passeriformes,2010,3,23,-119.44233,34.95743,150,HUMAN_OBSERVATION,413,HUDSON,2017,1182.301,1021,1000,3096
89437,Buteo swainsoni,Aves,Accipitriformes,2019,8,10,-117.90843,34.47202,1,HUMAN_OBSERVATION,497,BOBCAT,2020,115997.570061,1110,1000,19113
89487,Empidonax traillii,Aves,Passeriformes,2012,5,25,-116.48563,33.36638,2,HUMAN_OBSERVATION,79,EAGLE,2011,13992.99,314,1000,10110
89645,Gymnogyps californianus,Aves,Accipitriformes,2018,4,26,-119.39907,34.931927,7,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
89793,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,3,15,-117.83584,34.439335,1,HUMAN_OBSERVATION,497,BOBCAT,2020,115997.570061,1110,1000,19113
89900,Empidonax traillii,Aves,Passeriformes,1998,9,20,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
90146,Colaptes chrysoides,Aves,Piciformes,1980,7,3,-115.50215,35.235584,NA,HUMAN_OBSERVATION,496,DOME,2020,44211.0845875,1109,1000,17321
90241,Agelaius tricolor,Aves,Passeriformes,2018,4,26,-119.39907,34.931927,400,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
90292,Agelaius tricolor,Aves,Passeriformes,2017,3,20,-119.39907,34.931927,20,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
90534,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,3,16,-121.098434,37.08131,1,HUMAN_OBSERVATION,279,SAN LUIS,2005,332.2597,727,1000,1055
90534,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,3,16,-121.098434,37.08131,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
90534,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,3,16,-121.098434,37.08131,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
90534,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,3,16,-121.098434,37.08131,1,HUMAN_OBSERVATION,363,ROMERO,2011,451.0401,971,1000,1303
90535,Buteo swainsoni,Aves,Accipitriformes,2019,3,27,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
90571,Agelaius tricolor,Aves,Passeriformes,2017,4,15,-119.39907,34.931927,15,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
90620,Empidonax traillii,Aves,Passeriformes,1998,5,28,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
90885,Empidonax traillii,Aves,Passeriformes,2013,5,25,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
90915,Buteo swainsoni,Aves,Accipitriformes,2011,4,16,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
90921,Gymnogyps californianus,Aves,Accipitriformes,2020,3,7,-119.39596,34.930313,2,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
90945,Melanerpes uropygialis,Aves,Piciformes,1974,3,23,-114.469,32.884605,NA,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
90991,Gymnogyps californianus,Aves,Accipitriformes,2017,3,18,-119.40365,34.93481,4,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
91057,Haliaeetus leucocephalus,Aves,Accipitriformes,2001,1,2,-121.048225,37.08216,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
91057,Haliaeetus leucocephalus,Aves,Accipitriformes,2001,1,2,-121.048225,37.08216,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
91096,Buteo swainsoni,Aves,Accipitriformes,2019,5,5,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
91459,Buteo swainsoni,Aves,Accipitriformes,2017,4,6,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
91667,Melanerpes uropygialis,Aves,Piciformes,1973,3,24,-114.47981,32.87638,NA,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
91745,Melanerpes uropygialis,Aves,Piciformes,2002,5,6,-114.47981,32.87638,NA,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
91841,Agelaius tricolor,Aves,Passeriformes,2014,11,28,-121.048225,37.08216,NA,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
91841,Agelaius tricolor,Aves,Passeriformes,2014,11,28,-121.048225,37.08216,NA,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
92366,Empidonax traillii,Aves,Passeriformes,2002,5,21,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
92426,Agelaius tricolor,Aves,Passeriformes,2015,1,24,-120.65355,37.18201,1,HUMAN_OBSERVATION,494,SANDY,2016,0,1107,1000,1430
92441,Empidonax traillii,Aves,Passeriformes,2019,5,21,-115.83078,33.499706,2,HUMAN_OBSERVATION,48,DOS PALMAS,2008,456.4143,283,1000,2758
92728,Empidonax traillii,Aves,Passeriformes,2002,5,21,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
92963,Riparia riparia,Aves,Passeriformes,2012,5,26,-116.23479,35.87009,2,HUMAN_OBSERVATION,155,TECOPA,2017,26.99327,392,1000,1205
93147,Buteo swainsoni,Aves,Accipitriformes,2007,3,10,-118.93498,34.9538,NA,HUMAN_OBSERVATION,338,PARKWAY,2009,689.9021,946,1000,2144
93164,Buteo swainsoni,Aves,Accipitriformes,1999,4,23,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
93236,Empidonax traillii,Aves,Passeriformes,1993,5,16,-116.56938,34.05072,5,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
93286,Gymnogyps californianus,Aves,Accipitriformes,2019,1,19,-119.39907,34.931927,13,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
93327,Buteo swainsoni,Aves,Accipitriformes,2019,3,27,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
93345,Empidonax traillii,Aves,Passeriformes,2006,5,30,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
93427,Gymnogyps californianus,Aves,Accipitriformes,2019,2,3,-119.39907,34.931927,3,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
93428,Gymnogyps californianus,Aves,Accipitriformes,1986,8,6,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
93431,Gymnogyps californianus,Aves,Accipitriformes,2018,3,9,-119.39508,34.921055,6,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
93493,Haliaeetus leucocephalus,Aves,Accipitriformes,2009,2,14,-121.048225,37.08216,NA,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
93493,Haliaeetus leucocephalus,Aves,Accipitriformes,2009,2,14,-121.048225,37.08216,NA,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
93773,Gymnogyps californianus,Aves,Accipitriformes,2018,9,23,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
93816,Riparia riparia,Aves,Passeriformes,2020,4,26,-114.47981,32.87638,2,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
94048,Empidonax traillii,Aves,Passeriformes,1992,5,27,-116.56938,34.05072,7,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
94063,Empidonax traillii,Aves,Passeriformes,2020,5,13,-116.451126,33.105957,1,HUMAN_OBSERVATION,61,NARROWS,2010,49.86191,296,1000,1444
94146,Empidonax traillii,Aves,Passeriformes,2012,5,30,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
94378,Empidonax traillii,Aves,Passeriformes,2010,9,11,-116.643906,33.953613,5,HUMAN_OBSERVATION,163,VIEW,2012,376.1476,400,1000,2327
94598,Melanerpes uropygialis,Aves,Piciformes,2013,10,5,-114.469,32.884605,2,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
94600,Agelaius tricolor,Aves,Passeriformes,2010,4,25,-118.38627,34.689545,30,HUMAN_OBSERVATION,181,POWERHOUSE,2013,30267.57,418,1000,9729
94709,Empidonax traillii,Aves,Passeriformes,2017,5,10,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
94796,Empidonax traillii,Aves,Passeriformes,2003,8,24,-121.048225,37.08216,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
94796,Empidonax traillii,Aves,Passeriformes,2003,8,24,-121.048225,37.08216,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
94816,Empidonax traillii,Aves,Passeriformes,1990,5,30,-116.56938,34.05072,6,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
94952,Gymnogyps californianus,Aves,Accipitriformes,2019,5,4,-119.39596,34.930313,6,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
95072,Agelaius tricolor,Aves,Passeriformes,2017,4,15,-119.39907,34.931927,15,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
95115,Gymnogyps californianus,Aves,Accipitriformes,2018,9,23,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
95326,Empidonax traillii,Aves,Passeriformes,2005,6,1,-116.56938,34.05072,3,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
95335,Empidonax traillii,Aves,Passeriformes,1986,10,4,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
95354,Empidonax traillii,Aves,Passeriformes,2007,6,13,-116.56938,34.05072,4,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
95512,Colaptes chrysoides,Aves,Piciformes,2019,5,11,-115.428116,35.176826,1,HUMAN_OBSERVATION,501,HACKBERRY COMPLEX 1,2005,63771.3,565,1000,30414
95775,Colaptes chrysoides,Aves,Piciformes,2016,7,16,-115.5893,35.3669,1,HUMAN_OBSERVATION,496,DOME,2020,44211.0845875,1109,1000,17321
96205,Colaptes chrysoides,Aves,Piciformes,2020,6,19,-115.62763,35.34687,4,HUMAN_OBSERVATION,496,DOME,2020,44211.0845875,1109,1000,17321
96228,Buteo swainsoni,Aves,Accipitriformes,2019,3,27,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
96260,Empidonax traillii,Aves,Passeriformes,2019,8,17,-115.83078,33.499706,1,HUMAN_OBSERVATION,48,DOS PALMAS,2008,456.4143,283,1000,2758
96263,Buteo swainsoni,Aves,Accipitriformes,2000,4,26,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
96412,Melanerpes uropygialis,Aves,Piciformes,2012,3,11,-114.469,32.884605,2,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
96435,Empidonax traillii,Aves,Passeriformes,2016,10,2,-116.57267,34.04935,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
96478,Haliaeetus leucocephalus,Aves,Accipitriformes,1973,2,4,-120.65426,37.186714,1,HUMAN_OBSERVATION,494,SANDY,2016,0,1107,1000,1430
96565,Empidonax traillii,Aves,Passeriformes,2016,5,24,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
96722,Melanerpes uropygialis,Aves,Piciformes,2011,12,31,-114.47162,32.878998,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
96791,Empidonax traillii,Aves,Passeriformes,2019,8,15,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
96994,Gymnogyps californianus,Aves,Accipitriformes,2020,6,1,-119.40017,34.913803,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
97088,Empidonax traillii,Aves,Passeriformes,2004,5,19,-116.56938,34.05072,5,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
97471,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,4,22,-121.28138,37.45279,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
97534,Buteo swainsoni,Aves,Accipitriformes,2017,9,24,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
97668,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,9,29,-121.06463,37.107643,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
97678,Empidonax traillii,Aves,Passeriformes,1973,9,14,-116.56938,34.05072,12,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
97711,Empidonax traillii,Aves,Passeriformes,2006,6,6,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
98606,Empidonax traillii,Aves,Passeriformes,1991,8,11,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
98678,Haliaeetus leucocephalus,Aves,Accipitriformes,2014,1,3,-114.47981,32.87638,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
98709,Melanerpes uropygialis,Aves,Piciformes,1993,10,30,-114.474266,32.88181,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
99077,Gymnogyps californianus,Aves,Accipitriformes,1985,9,27,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
99105,Empidonax traillii,Aves,Passeriformes,2017,8,6,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
99164,Gymnogyps californianus,Aves,Accipitriformes,2019,6,26,-119.39596,34.930313,6,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
99426,Gymnogyps californianus,Aves,Accipitriformes,2018,7,4,-119.39907,34.931927,6,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
99545,Empidonax traillii,Aves,Passeriformes,2014,5,14,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
99656,Empidonax traillii,Aves,Passeriformes,2019,5,17,-116.56938,34.05072,4,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
99778,Empidonax traillii,Aves,Passeriformes,2012,8,19,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
99975,Buteo swainsoni,Aves,Accipitriformes,2007,3,30,-121.048225,37.08216,2,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
99975,Buteo swainsoni,Aves,Accipitriformes,2007,3,30,-121.048225,37.08216,2,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
99998,Buteo swainsoni,Aves,Accipitriformes,2014,5,17,-121.28138,37.45279,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
100290,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,1,2,-121.048225,37.08216,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
100290,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,1,2,-121.048225,37.08216,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
100313,Agelaius tricolor,Aves,Passeriformes,2012,4,12,-121.05832,37.05849,1500,HUMAN_OBSERVATION,321,BASALT,2004,410.184,929,1000,2879
100401,Gymnogyps californianus,Aves,Accipitriformes,2018,12,28,-119.39907,34.931927,8,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
100416,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,11,21,-121.098434,37.08131,1,HUMAN_OBSERVATION,279,SAN LUIS,2005,332.2597,727,1000,1055
100416,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,11,21,-121.098434,37.08131,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
100416,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,11,21,-121.098434,37.08131,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
100416,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,11,21,-121.098434,37.08131,1,HUMAN_OBSERVATION,363,ROMERO,2011,451.0401,971,1000,1303
100419,Gymnogyps californianus,Aves,Accipitriformes,2016,4,17,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
100536,Empidonax traillii,Aves,Passeriformes,2015,9,5,-116.56938,34.05072,4,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
100551,Buteo swainsoni,Aves,Accipitriformes,2005,4,17,-121.28138,37.45279,NA,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
100743,Buteo swainsoni,Aves,Accipitriformes,2018,8,1,-121.098015,37.08034,1,HUMAN_OBSERVATION,279,SAN LUIS,2005,332.2597,727,1000,1055
100743,Buteo swainsoni,Aves,Accipitriformes,2018,8,1,-121.098015,37.08034,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
100743,Buteo swainsoni,Aves,Accipitriformes,2018,8,1,-121.098015,37.08034,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
100743,Buteo swainsoni,Aves,Accipitriformes,2018,8,1,-121.098015,37.08034,1,HUMAN_OBSERVATION,363,ROMERO,2011,451.0401,971,1000,1303
100822,Empidonax traillii,Aves,Passeriformes,2015,5,17,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
100861,Buteo swainsoni,Aves,Accipitriformes,2019,3,30,-116.57267,34.04935,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
100862,Empidonax traillii,Aves,Passeriformes,1999,5,23,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
100915,Gymnogyps californianus,Aves,Accipitriformes,2020,2,24,-119.39642,34.929493,2,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
100948,Empidonax traillii,Aves,Passeriformes,2017,9,20,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
100950,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,11,13,-121.06463,37.107643,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
101310,Colaptes chrysoides,Aves,Piciformes,1993,5,27,-115.50215,35.235584,NA,HUMAN_OBSERVATION,496,DOME,2020,44211.0845875,1109,1000,17321
101378,Riparia riparia,Aves,Passeriformes,2016,4,28,-116.23586,35.87709,2,HUMAN_OBSERVATION,155,TECOPA,2017,26.99327,392,1000,1205
101593,Buteo swainsoni,Aves,Accipitriformes,2016,5,14,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
101705,Colaptes chrysoides,Aves,Piciformes,2019,5,11,-115.428116,35.176826,1,HUMAN_OBSERVATION,501,HACKBERRY COMPLEX 1,2005,63771.3,565,1000,30414
101734,Gymnogyps californianus,Aves,Accipitriformes,2019,3,13,-119.39907,34.931927,5,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
101765,Agelaius tricolor,Aves,Passeriformes,2013,3,19,-121.28138,37.45279,6,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
101853,Empidonax traillii,Aves,Passeriformes,2018,9,6,-121.06463,37.107643,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
102078,Melanerpes uropygialis,Aves,Piciformes,2013,12,18,-114.469,32.884605,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
102085,Buteo swainsoni,Aves,Accipitriformes,2010,4,17,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
102117,Empidonax traillii,Aves,Passeriformes,2003,9,9,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
102243,Buteo swainsoni,Aves,Accipitriformes,2010,4,17,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
102285,Gymnogyps californianus,Aves,Accipitriformes,2018,5,27,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
102549,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,5,20,-121.25415,37.4546,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
102567,Agelaius tricolor,Aves,Passeriformes,2017,4,23,-119.39907,34.931927,140,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
102568,Buteo swainsoni,Aves,Accipitriformes,2011,4,16,-120.64731,37.181767,1,HUMAN_OBSERVATION,494,SANDY,2016,0,1107,1000,1430
102620,Buteo swainsoni,Aves,Accipitriformes,2016,3,5,-115.83078,33.499706,1,HUMAN_OBSERVATION,48,DOS PALMAS,2008,456.4143,283,1000,2758
102629,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,1,27,-121.28138,37.45279,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
102953,Empidonax traillii,Aves,Passeriformes,1998,9,21,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
103039,Empidonax traillii,Aves,Passeriformes,2018,6,8,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
