obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,FID_,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
141572,Empidonax traillii,Aves,Passeriformes,2009,8,30,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
141645,Agelaius tricolor,Aves,Passeriformes,2010,3,8,-119.7747,35.11269,1,HUMAN_OBSERVATION,479,WASH,2010,947.4305,1087,1000,2771
141930,Agelaius tricolor,Aves,Passeriformes,2011,1,21,-120.64925,37.178745,5,HUMAN_OBSERVATION,494,SANDY,2016,0,1107,1000,1430
142050,Agelaius tricolor,Aves,Passeriformes,1994,3,29,-121.048225,37.08216,100,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
142050,Agelaius tricolor,Aves,Passeriformes,1994,3,29,-121.048225,37.08216,100,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
142140,Empidonax traillii,Aves,Passeriformes,1983,5,15,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
142187,Buteo swainsoni,Aves,Accipitriformes,2013,4,26,-116.45924,33.215355,1,HUMAN_OBSERVATION,30,PINES,2002,61691.24,263,1000,27880
142239,Riparia riparia,Aves,Passeriformes,2016,4,27,-116.23586,35.87709,1,HUMAN_OBSERVATION,155,TECOPA,2017,26.99327,392,1000,1205
142310,Empidonax traillii,Aves,Passeriformes,2012,5,18,-116.47142,33.09793,1,HUMAN_OBSERVATION,180,STEWART,2012,10630.18,417,1000,8290
142434,Empidonax traillii,Aves,Passeriformes,2006,5,30,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
142597,Gymnogyps californianus,Aves,Accipitriformes,2019,5,4,-119.39596,34.930313,6,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
142904,Gymnogyps californianus,Aves,Accipitriformes,1985,10,12,-119.39907,34.931927,3,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
142938,Agelaius tricolor,Aves,Passeriformes,2006,5,13,-121.28138,37.45279,NA,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
142964,Empidonax traillii,Aves,Passeriformes,2018,9,30,-116.57267,34.04935,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
143041,Empidonax traillii,Aves,Passeriformes,2020,5,13,-116.451126,33.105957,1,HUMAN_OBSERVATION,61,NARROWS,2010,49.86191,296,1000,1444
143318,Melanerpes uropygialis,Aves,Piciformes,2009,12,26,-114.47981,32.87638,NA,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
143347,Buteo swainsoni,Aves,Accipitriformes,1989,4,23,-117.81103,34.451935,1,HUMAN_OBSERVATION,497,BOBCAT,2020,115997.570061,1110,1000,19113
143569,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,9,16,-121.048225,37.08216,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
143569,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,9,16,-121.048225,37.08216,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
143570,Empidonax traillii,Aves,Passeriformes,2004,6,10,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
143664,Empidonax traillii,Aves,Passeriformes,2003,5,15,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
143674,Melanerpes uropygialis,Aves,Piciformes,2014,8,20,-114.469,32.884605,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
143761,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,12,3,-121.06463,37.107643,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
143796,Empidonax traillii,Aves,Passeriformes,2017,7,22,-116.48414,33.10172,1,HUMAN_OBSERVATION,180,STEWART,2012,10630.18,417,1000,8290
143928,Buteo swainsoni,Aves,Accipitriformes,1991,8,31,-116.57267,34.04935,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
143962,Gymnogyps californianus,Aves,Accipitriformes,2017,8,17,-119.39907,34.931927,2,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
143981,Empidonax traillii,Aves,Passeriformes,1989,10,2,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
144016,Empidonax traillii,Aves,Passeriformes,2003,6,4,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
144106,Empidonax traillii,Aves,Passeriformes,2016,9,3,-116.57267,34.04935,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
144333,Empidonax traillii,Aves,Passeriformes,1985,9,14,-116.56938,34.05072,4,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
144366,Riparia riparia,Aves,Passeriformes,2006,4,10,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
144380,Colaptes chrysoides,Aves,Piciformes,2019,6,19,-115.312386,35.14661,1,HUMAN_OBSERVATION,501,HACKBERRY COMPLEX 1,2005,63771.3,565,1000,30414
144407,Gymnogyps californianus,Aves,Accipitriformes,2016,3,26,-119.39907,34.931927,3,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
144540,Empidonax traillii,Aves,Passeriformes,2019,5,30,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
144614,Melanerpes uropygialis,Aves,Piciformes,2020,1,12,-114.47981,32.87638,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
144737,Colaptes chrysoides,Aves,Piciformes,1994,5,24,-115.50215,35.235584,2,HUMAN_OBSERVATION,496,DOME,2020,44211.0845875,1109,1000,17321
144759,Empidonax traillii,Aves,Passeriformes,2008,6,7,-115.83078,33.499706,2,HUMAN_OBSERVATION,48,DOS PALMAS,2008,456.4143,283,1000,2758
144824,Gymnogyps californianus,Aves,Accipitriformes,2019,10,30,-119.39596,34.930313,7,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
144956,Empidonax traillii,Aves,Passeriformes,2006,10,6,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
145180,Empidonax traillii,Aves,Passeriformes,2013,9,8,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
145347,Gymnogyps californianus,Aves,Accipitriformes,2017,3,18,-119.40365,34.93481,4,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
145744,Empidonax traillii,Aves,Passeriformes,2014,5,20,-116.56938,34.05072,3,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
145812,Gymnogyps californianus,Aves,Accipitriformes,1985,8,14,-119.39907,34.931927,3,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
146303,Riparia riparia,Aves,Passeriformes,2016,7,22,-121.048225,37.08216,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
146303,Riparia riparia,Aves,Passeriformes,2016,7,22,-121.048225,37.08216,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
146330,Buteo swainsoni,Aves,Accipitriformes,2018,4,4,-121.25415,37.4546,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
146437,Empidonax traillii,Aves,Passeriformes,2015,10,4,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
146751,Buteo swainsoni,Aves,Accipitriformes,2018,4,27,-120.675,37.18612,15,HUMAN_OBSERVATION,494,SANDY,2016,0,1107,1000,1430
146810,Empidonax traillii,Aves,Passeriformes,2011,6,1,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
146834,Empidonax traillii,Aves,Passeriformes,1995,5,14,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
147040,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,3,18,-114.671074,33.224472,1,HUMAN_OBSERVATION,131,DRAPER,2017,754.3,368,1000,4002
147092,Empidonax traillii,Aves,Passeriformes,2013,8,28,-117.83459,34.431564,2,HUMAN_OBSERVATION,497,BOBCAT,2020,115997.570061,1110,1000,19113
147345,Empidonax traillii,Aves,Passeriformes,2005,6,9,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
147614,Empidonax traillii,Aves,Passeriformes,2007,5,22,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
147649,Agelaius tricolor,Aves,Passeriformes,2010,4,22,-121.28138,37.45279,100,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
147785,Empidonax traillii,Aves,Passeriformes,1998,9,29,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
147942,Empidonax traillii,Aves,Passeriformes,2007,8,26,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
148471,Melanerpes uropygialis,Aves,Piciformes,2014,1,4,-114.469,32.884605,NA,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
148500,Gymnogyps californianus,Aves,Accipitriformes,2016,2,10,-119.39907,34.931927,7,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
148609,Melanerpes uropygialis,Aves,Piciformes,1977,3,15,-114.46914,32.884445,NA,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
148673,Empidonax traillii,Aves,Passeriformes,2019,5,20,-116.56938,34.05072,4,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
148796,Buteo swainsoni,Aves,Accipitriformes,1971,4,25,-120.65426,37.186714,3,HUMAN_OBSERVATION,494,SANDY,2016,0,1107,1000,1430
149039,Empidonax traillii,Aves,Passeriformes,1994,9,18,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
149148,Buteo swainsoni,Aves,Accipitriformes,2019,6,9,-118.933495,34.951042,2,HUMAN_OBSERVATION,338,PARKWAY,2009,689.9021,946,1000,2144
149197,Empidonax traillii,Aves,Passeriformes,2003,5,15,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
149417,Gymnogyps californianus,Aves,Accipitriformes,2020,9,22,-119.39907,34.931927,3,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
149509,Gymnogyps californianus,Aves,Accipitriformes,1985,4,26,-119.39596,34.930313,6,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
149547,Empidonax traillii,Aves,Passeriformes,2016,8,29,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
149724,Buteo swainsoni,Aves,Accipitriformes,2015,5,21,-119.50789,34.903294,1,HUMAN_OBSERVATION,298,HWY166,2004,65.16033,856,1000,1285
149943,Melanerpes uropygialis,Aves,Piciformes,2013,3,22,-114.47076,32.883217,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
149958,Empidonax traillii,Aves,Passeriformes,2014,5,24,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
149960,Empidonax traillii,Aves,Passeriformes,2004,5,28,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
150032,Empidonax traillii,Aves,Passeriformes,2009,8,30,-116.56938,34.05072,3,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
150111,Empidonax traillii,Aves,Passeriformes,2009,5,27,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
150119,Agelaius tricolor,Aves,Passeriformes,2001,4,1,-121.28138,37.45279,4,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
150552,Empidonax traillii,Aves,Passeriformes,2014,5,26,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
150553,Empidonax traillii,Aves,Passeriformes,2014,8,17,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
150615,Empidonax traillii,Aves,Passeriformes,1997,9,27,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
150651,Agelaius tricolor,Aves,Passeriformes,2014,11,20,-120.675,37.18612,7,HUMAN_OBSERVATION,494,SANDY,2016,0,1107,1000,1430
150718,Gymnogyps californianus,Aves,Accipitriformes,2019,5,4,-119.39596,34.930313,6,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
150738,Riparia riparia,Aves,Passeriformes,2012,5,26,-116.23479,35.87009,2,HUMAN_OBSERVATION,155,TECOPA,2017,26.99327,392,1000,1205
150915,Gymnogyps californianus,Aves,Accipitriformes,2020,10,17,-119.39596,34.930313,3,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
150929,Empidonax traillii,Aves,Passeriformes,2003,5,29,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
151059,Agelaius tricolor,Aves,Passeriformes,2017,5,25,-121.28138,37.45279,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
151126,Haliaeetus leucocephalus,Aves,Accipitriformes,2006,2,23,-121.06401,37.10177,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
151272,Melanerpes uropygialis,Aves,Piciformes,2018,9,29,-114.47886,32.881214,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
151565,Empidonax traillii,Aves,Passeriformes,2006,10,6,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
151693,Gymnogyps californianus,Aves,Accipitriformes,2016,5,25,-119.39907,34.931927,10,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
151713,Empidonax traillii,Aves,Passeriformes,2020,6,6,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
151812,Empidonax traillii,Aves,Passeriformes,2000,8,11,-117.31045,34.322075,2,HUMAN_OBSERVATION,197,OLD,2003,91428,512,1000,9371
151840,Melanerpes uropygialis,Aves,Piciformes,2007,5,30,-114.47981,32.87638,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
151993,Empidonax traillii,Aves,Passeriformes,2005,6,1,-116.56938,34.05072,3,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
152050,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,11,24,-121.06463,37.107643,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
152200,Gymnogyps californianus,Aves,Accipitriformes,2017,10,19,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
152497,Empidonax traillii,Aves,Passeriformes,1998,6,13,-116.56938,34.05072,3,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
152568,Empidonax traillii,Aves,Passeriformes,2015,5,27,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
152708,Empidonax traillii,Aves,Passeriformes,2016,5,11,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
152791,Empidonax traillii,Aves,Passeriformes,2012,5,27,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
153052,Empidonax traillii,Aves,Passeriformes,2012,5,19,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
153136,Empidonax traillii,Aves,Passeriformes,1993,5,27,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
153374,Melanerpes uropygialis,Aves,Piciformes,1977,3,31,-114.47342,32.8793,4,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
153486,Melanerpes uropygialis,Aves,Piciformes,2002,4,29,-114.47981,32.87638,NA,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
153693,Gymnogyps californianus,Aves,Accipitriformes,2014,2,7,-119.39907,34.931927,11,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
153697,Gymnogyps californianus,Aves,Accipitriformes,2015,9,9,-119.39907,34.931927,2,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
153788,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,11,24,-121.06463,37.107643,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
153839,Empidonax traillii,Aves,Passeriformes,2013,8,28,-117.8687,34.4571,1,HUMAN_OBSERVATION,497,BOBCAT,2020,115997.570061,1110,1000,19113
153881,Gymnogyps californianus,Aves,Accipitriformes,2017,8,17,-119.39907,34.931927,2,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
153907,Gymnogyps californianus,Aves,Accipitriformes,2007,5,4,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
154011,Buteo swainsoni,Aves,Accipitriformes,2012,3,17,-121.048225,37.08216,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
154011,Buteo swainsoni,Aves,Accipitriformes,2012,3,17,-121.048225,37.08216,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
154032,Empidonax traillii,Aves,Passeriformes,2012,5,28,-116.64133,33.94763,2,HUMAN_OBSERVATION,163,VIEW,2012,376.1476,400,1000,2327
154077,Buteo swainsoni,Aves,Accipitriformes,2010,4,17,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
154086,Empidonax traillii,Aves,Passeriformes,1986,5,29,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
154221,Gymnogyps californianus,Aves,Accipitriformes,2019,12,2,-119.39907,34.931927,15,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
154277,Empidonax traillii,Aves,Passeriformes,2012,9,22,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
154295,Gymnogyps californianus,Aves,Accipitriformes,2016,3,24,-119.39907,34.931927,5,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
154577,Buteo swainsoni,Aves,Accipitriformes,2019,6,8,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
154792,Empidonax traillii,Aves,Passeriformes,2016,9,24,-115.83078,33.499706,1,HUMAN_OBSERVATION,48,DOS PALMAS,2008,456.4143,283,1000,2758
154840,Gymnogyps californianus,Aves,Accipitriformes,2009,9,5,-119.39596,34.930313,NA,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
155178,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,8,20,-121.098434,37.08131,1,HUMAN_OBSERVATION,279,SAN LUIS,2005,332.2597,727,1000,1055
155178,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,8,20,-121.098434,37.08131,1,HUMAN_OBSERVATION,305,ROMERO,2000,1706.85,873,1000,3568
155178,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,8,20,-121.098434,37.08131,1,HUMAN_OBSERVATION,330,ROMERO,2008,766.0438,938,1000,1916
155178,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,8,20,-121.098434,37.08131,1,HUMAN_OBSERVATION,363,ROMERO,2011,451.0401,971,1000,1303
155527,Gymnogyps californianus,Aves,Accipitriformes,2019,1,30,-119.39907,34.931927,11,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
155589,Empidonax traillii,Aves,Passeriformes,2009,8,30,-116.56938,34.05072,3,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
155795,Empidonax traillii,Aves,Passeriformes,2014,6,7,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
155889,Empidonax traillii,Aves,Passeriformes,2017,9,16,-115.83078,33.499706,1,HUMAN_OBSERVATION,48,DOS PALMAS,2008,456.4143,283,1000,2758
156001,Empidonax traillii,Aves,Passeriformes,1996,5,28,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
156142,Buteo swainsoni,Aves,Accipitriformes,2011,4,17,-118.38164,34.687126,2,HUMAN_OBSERVATION,181,POWERHOUSE,2013,30267.57,418,1000,9729
156400,Empidonax traillii,Aves,Passeriformes,2000,5,30,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
156470,Buteo swainsoni,Aves,Accipitriformes,2009,4,19,-116.56938,34.05072,6,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
156491,Melanerpes uropygialis,Aves,Piciformes,2012,4,6,-114.5802,32.780216,1,HUMAN_OBSERVATION,119,HAUGHTELIN,2010,2319.5,356,1000,3615
156612,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,1,16,-114.67332,33.223896,1,HUMAN_OBSERVATION,131,DRAPER,2017,754.3,368,1000,4002
156643,Empidonax traillii,Aves,Passeriformes,2020,5,13,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
156880,Melanerpes uropygialis,Aves,Piciformes,1974,3,24,-114.469,32.884605,4,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
157344,Buteo swainsoni,Aves,Accipitriformes,2019,3,2,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
157717,Buteo swainsoni,Aves,Accipitriformes,2012,4,29,-119.95125,35.351273,21,HUMAN_OBSERVATION,366,SODA,2011,1533.496,974,1000,5293
157758,Empidonax traillii,Aves,Passeriformes,2009,5,31,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
157794,Riparia riparia,Aves,Passeriformes,1975,5,25,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
157856,Gymnogyps californianus,Aves,Accipitriformes,2014,2,17,-119.41235,34.93138,3,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
157937,Buteo swainsoni,Aves,Accipitriformes,2018,4,18,-121.28138,37.45279,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
158052,Buteo swainsoni,Aves,Accipitriformes,2004,4,14,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
158060,Empidonax traillii,Aves,Passeriformes,1977,5,14,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
158285,Gymnogyps californianus,Aves,Accipitriformes,2017,10,18,-119.39907,34.931927,4,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
158300,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,11,25,-121.06961,37.060726,1,HUMAN_OBSERVATION,321,BASALT,2004,410.184,929,1000,2879
158747,Empidonax traillii,Aves,Passeriformes,2015,5,24,-116.57267,34.04935,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
158820,Buteo swainsoni,Aves,Accipitriformes,1971,4,25,-120.65426,37.186714,3,HUMAN_OBSERVATION,494,SANDY,2016,0,1107,1000,1430
159011,Agelaius tricolor,Aves,Passeriformes,2018,4,26,-119.39907,34.931927,400,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
159066,Buteo swainsoni,Aves,Accipitriformes,2012,4,8,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
159513,Melanerpes uropygialis,Aves,Piciformes,2014,10,17,-114.469,32.884605,6,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
159618,Gymnogyps californianus,Aves,Accipitriformes,2014,4,12,-119.39907,34.931927,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
159680,Gymnogyps californianus,Aves,Accipitriformes,2019,11,16,-119.39596,34.930313,4,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
159745,Gymnogyps californianus,Aves,Accipitriformes,2014,8,16,-119.39967,34.933784,5,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
159763,Empidonax traillii,Aves,Passeriformes,1992,8,14,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
159814,Empidonax traillii,Aves,Passeriformes,1999,6,4,-116.56938,34.05072,NA,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
159986,Buteo swainsoni,Aves,Accipitriformes,2020,3,28,-117.90843,34.47202,1,HUMAN_OBSERVATION,497,BOBCAT,2020,115997.570061,1110,1000,19113
160026,Agelaius tricolor,Aves,Passeriformes,2018,4,26,-119.39907,34.931927,400,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
160069,Agelaius tricolor,Aves,Passeriformes,2018,2,3,-119.41285,34.931507,1,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
160200,Empidonax traillii,Aves,Passeriformes,2013,6,12,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
160302,Melanerpes uropygialis,Aves,Piciformes,1971,7,13,-114.469,32.884605,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
160596,Empidonax traillii,Aves,Passeriformes,1994,5,20,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
160600,Gymnogyps californianus,Aves,Accipitriformes,2019,10,26,-119.39596,34.930313,6,HUMAN_OBSERVATION,486,SCHOOL,2014,223.7788,1094,1000,1739
161128,Empidonax traillii,Aves,Passeriformes,2009,10,11,-116.56938,34.05072,1,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
161285,Empidonax traillii,Aves,Passeriformes,2016,9,19,-116.57267,34.04935,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
161298,Melanerpes uropygialis,Aves,Piciformes,2020,1,12,-114.47981,32.87638,1,HUMAN_OBSERVATION,122,SENATOR,2012,47.72357,359,1000,1408
161374,Empidonax traillii,Aves,Passeriformes,2012,5,24,-116.56938,34.05072,2,HUMAN_OBSERVATION,36,PARADISE,2005,3081.726,271,1000,6825
161462,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,1,27,-121.28138,37.45279,1,HUMAN_OBSERVATION,499,DEL PUERTO,2020,390647.255599,1112,1000,25919
