FID,species,class,order,year,month,day,decimalLongitude,decimalLatitude,individualCount,basisOfRecord,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
72285,Gymnogyps californianus,Aves,Accipitriformes,2018,11,18,-119.37666,34.90416,1,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
72320,Buteo swainsoni,Aves,Accipitriformes,2019,3,4,-116.3668,33.29732,6,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
72374,Melanerpes uropygialis,Aves,Piciformes,2016,3,5,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
72375,Agelaius tricolor,Aves,Passeriformes,2010,4,18,-119.5058,35.00406,400,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,5000,18451
72447,Melanerpes uropygialis,Aves,Piciformes,2020,1,13,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
72452,Melanerpes uropygialis,Aves,Piciformes,2015,12,31,-114.58802,32.806667,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
72453,Melanerpes uropygialis,Aves,Piciformes,2013,10,5,-114.58738,32.805798,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
72508,Buteo swainsoni,Aves,Accipitriformes,2019,4,24,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
72553,Gymnogyps californianus,Aves,Accipitriformes,2020,1,16,-119.37666,34.90416,3,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
72613,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,2,2,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
72667,Melanerpes uropygialis,Aves,Piciformes,2018,9,6,-114.533844,34.790123,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
72669,Buteo swainsoni,Aves,Accipitriformes,2014,6,29,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
72756,Melanerpes uropygialis,Aves,Piciformes,2016,1,6,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
72775,Melanerpes uropygialis,Aves,Piciformes,2019,2,27,-114.613625,32.727512,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
72782,Riparia riparia,Aves,Passeriformes,2016,3,27,-115.847496,33.444992,1,HUMAN_OBSERVATION,DOS PALMAS,2008,456.4143,283,5000,16175
72810,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,11,24,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
72816,Riparia riparia,Aves,Passeriformes,2018,4,27,-115.847496,33.444992,1,HUMAN_OBSERVATION,DOS PALMAS,2008,456.4143,283,5000,16175
72867,Agelaius tricolor,Aves,Passeriformes,2011,11,18,-120.62203,37.167942,300,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
72888,Melanerpes uropygialis,Aves,Piciformes,2016,1,29,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
72942,Buteo swainsoni,Aves,Accipitriformes,2017,4,23,-120.62203,37.167942,3,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
73102,Haliaeetus leucocephalus,Aves,Accipitriformes,2003,11,16,-120.62203,37.167942,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
73129,Colaptes chrysoides,Aves,Piciformes,2002,5,9,-114.45021,32.85585,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
73190,Melanerpes uropygialis,Aves,Piciformes,2019,1,16,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
73193,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,1,21,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
73298,Agelaius tricolor,Aves,Passeriformes,2018,1,26,-120.06975,35.366123,6,HUMAN_OBSERVATION,BECK,2000,396.3609,926,5000,11668
73317,Haliaeetus leucocephalus,Aves,Accipitriformes,1988,12,17,-114.5474,32.802593,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
73394,Agelaius tricolor,Aves,Passeriformes,2017,2,19,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
73458,Buteo swainsoni,Aves,Accipitriformes,2016,4,15,-115.847496,33.444992,1,HUMAN_OBSERVATION,DOS PALMAS,2008,456.4143,283,5000,16175
73570,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,5,21,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
73570,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,5,21,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
73570,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,5,21,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
73570,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,5,21,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
73613,Melanerpes uropygialis,Aves,Piciformes,2017,3,17,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
73617,Agelaius tricolor,Aves,Passeriformes,2017,2,19,-120.62001,37.182293,10,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
73706,Melanerpes uropygialis,Aves,Piciformes,2016,4,27,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
73707,Buteo swainsoni,Aves,Accipitriformes,2013,5,11,-121.19011,37.46424,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
73723,Gymnogyps californianus,Aves,Accipitriformes,2012,11,12,-119.37672,34.904152,5,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
73726,Melanerpes uropygialis,Aves,Piciformes,2017,7,11,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
73731,Agelaius tricolor,Aves,Passeriformes,2019,5,31,-120.62203,37.167942,100,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
73760,Buteo swainsoni,Aves,Accipitriformes,1999,4,2,-115.62517,35.187767,0,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,5000,40530
73778,Buteo swainsoni,Aves,Accipitriformes,2018,3,28,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
73795,Melanerpes uropygialis,Aves,Piciformes,2019,7,4,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
73822,Buteo swainsoni,Aves,Accipitriformes,2016,3,20,-116.38031,33.301563,10,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
73859,Haliaeetus leucocephalus,Aves,Accipitriformes,1942,3,7,-114.52483,34.781944,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
73868,Melanerpes uropygialis,Aves,Piciformes,2018,11,10,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
74004,Agelaius tricolor,Aves,Passeriformes,2019,1,23,-119.55631,34.90029,20,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
74084,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,1,-120.87656,36.641083,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
74148,Buteo swainsoni,Aves,Accipitriformes,2007,10,27,-119.481514,34.985977,1,HUMAN_OBSERVATION,SODA,2005,449.4977,678,5000,9266
74148,Buteo swainsoni,Aves,Accipitriformes,2007,10,27,-119.481514,34.985977,1,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,5000,10997
74180,Melanerpes uropygialis,Aves,Piciformes,2017,11,8,-114.56045,34.78898,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
74192,Agelaius tricolor,Aves,Passeriformes,2019,2,23,-120.62203,37.167942,100,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
74278,Melanerpes uropygialis,Aves,Piciformes,2019,5,1,-114.61822,32.727783,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
74349,Agelaius tricolor,Aves,Passeriformes,2005,3,13,-120.07754,35.3672,20,HUMAN_OBSERVATION,BECK,2000,396.3609,926,5000,11668
74355,Agelaius tricolor,Aves,Passeriformes,2019,1,28,-120.62203,37.167942,10,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
74372,Empidonax traillii,Aves,Passeriformes,2010,5,18,-116.40612,33.257812,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
74372,Empidonax traillii,Aves,Passeriformes,2010,5,18,-116.40612,33.257812,0,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,5000,1806
74372,Empidonax traillii,Aves,Passeriformes,2010,5,18,-116.40612,33.257812,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
74398,Melanerpes uropygialis,Aves,Piciformes,2015,5,11,-114.58763,32.80651,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
74401,Buteo swainsoni,Aves,Accipitriformes,2019,5,28,-120.62001,37.182293,4,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
74444,Agelaius tricolor,Aves,Passeriformes,2020,4,11,-120.361015,35.877438,200,HUMAN_OBSERVATION,GARZA,2017,48886.66,1045,5000,36191
74456,Empidonax traillii,Aves,Passeriformes,2020,5,23,-121.354,37.4196,2,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
74557,Melanerpes uropygialis,Aves,Piciformes,2016,2,1,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
74560,Buteo swainsoni,Aves,Accipitriformes,2006,3,27,-116.36891,33.321545,1,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
74592,Agelaius tricolor,Aves,Passeriformes,2012,2,18,-118.35669,34.71372,50,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5000,22018
74609,Agelaius tricolor,Aves,Passeriformes,2017,4,14,-120.8155,36.58537,119,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,5000,15789
74682,Melanerpes uropygialis,Aves,Piciformes,2016,3,2,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
74734,Buteo swainsoni,Aves,Accipitriformes,2017,12,29,-120.62001,37.182293,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
74821,Melanerpes uropygialis,Aves,Piciformes,2016,1,1,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
74853,Melanerpes uropygialis,Aves,Piciformes,2016,11,23,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
74981,Melanerpes uropygialis,Aves,Piciformes,2018,1,1,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
75009,Melanerpes uropygialis,Aves,Piciformes,2012,6,25,-114.56131,34.787304,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
75027,Empidonax traillii,Aves,Passeriformes,2012,5,18,-116.387596,33.13865,3,HUMAN_OBSERVATION,STEWART,2012,10630.18,417,5000,7796
75060,Melanerpes uropygialis,Aves,Piciformes,2012,6,27,-114.56131,34.787304,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
75080,Melanerpes uropygialis,Aves,Piciformes,2016,6,20,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
75121,Agelaius tricolor,Aves,Passeriformes,2020,2,1,-120.89854,36.630684,50,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
75141,Melanerpes uropygialis,Aves,Piciformes,2016,1,3,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
75188,Agelaius tricolor,Aves,Passeriformes,2020,12,12,-120.62203,37.167942,25,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
75221,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,1,12,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
75228,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,1,1,-120.35543,35.877438,2,HUMAN_OBSERVATION,GARZA,2017,48886.66,1045,5000,36191
75231,Empidonax traillii,Aves,Passeriformes,2005,6,4,-118.05599,36.562325,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
75241,Buteo swainsoni,Aves,Accipitriformes,2017,4,15,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
75321,Agelaius tricolor,Aves,Passeriformes,2016,4,13,-121.06447,37.02791,0,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
75321,Agelaius tricolor,Aves,Passeriformes,2016,4,13,-121.06447,37.02791,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
75321,Agelaius tricolor,Aves,Passeriformes,2016,4,13,-121.06447,37.02791,0,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
75321,Agelaius tricolor,Aves,Passeriformes,2016,4,13,-121.06447,37.02791,0,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
75368,Agelaius tricolor,Aves,Passeriformes,2017,2,19,-120.62001,37.182293,10,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
75425,Buteo swainsoni,Aves,Accipitriformes,2010,3,20,-116.36641,33.29742,3,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
75432,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,4,18,-118.05599,36.562325,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
75513,Melanerpes uropygialis,Aves,Piciformes,2020,3,20,-114.447334,32.859486,5,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
75590,Empidonax traillii,Aves,Passeriformes,2014,5,31,-117.91143,34.50152,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5000,35447
75651,Melanerpes uropygialis,Aves,Piciformes,2014,2,15,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
75652,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,3,12,-120.62001,37.182293,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
75707,Melanerpes uropygialis,Aves,Piciformes,2016,1,2,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
75859,Agelaius tricolor,Aves,Passeriformes,2010,4,16,-119.553535,34.898216,37,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
75880,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,1,-120.87656,36.641083,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
75893,Buteo swainsoni,Aves,Accipitriformes,2014,4,13,-114.5578,32.719555,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
75946,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
75946,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
75946,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
75946,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
75986,Agelaius tricolor,Aves,Passeriformes,2010,12,24,-120.62203,37.167942,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
75997,Gymnogyps californianus,Aves,Accipitriformes,2014,1,19,-119.36593,34.898216,8,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
76056,Gymnogyps californianus,Aves,Accipitriformes,2020,7,30,-119.36593,34.898216,2,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
76114,Agelaius tricolor,Aves,Passeriformes,2019,12,26,-120.62203,37.167942,4,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
76122,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,2,17,-120.89854,36.630684,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
76264,Empidonax traillii,Aves,Passeriformes,2016,5,13,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
76283,Melanerpes uropygialis,Aves,Piciformes,2015,12,27,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
76287,Gymnogyps californianus,Aves,Accipitriformes,2016,8,16,-119.37666,34.90416,2,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
76308,Agelaius tricolor,Aves,Passeriformes,2020,6,1,-118.44326,34.67557,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5000,22018
76324,Empidonax traillii,Aves,Passeriformes,2018,9,19,-118.05599,36.562325,2,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
76362,Melanerpes uropygialis,Aves,Piciformes,2005,7,15,-114.55564,32.718395,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
76457,Melanerpes uropygialis,Aves,Piciformes,2018,3,19,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
76531,Melanerpes uropygialis,Aves,Piciformes,2018,1,31,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
76542,Melanerpes uropygialis,Aves,Piciformes,2018,4,11,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
76628,Agelaius tricolor,Aves,Passeriformes,2019,5,8,-121.06447,37.02791,4,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
76628,Agelaius tricolor,Aves,Passeriformes,2019,5,8,-121.06447,37.02791,4,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
76628,Agelaius tricolor,Aves,Passeriformes,2019,5,8,-121.06447,37.02791,4,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
76628,Agelaius tricolor,Aves,Passeriformes,2019,5,8,-121.06447,37.02791,4,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
76632,Melanerpes uropygialis,Aves,Piciformes,2015,4,28,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
76673,Buteo swainsoni,Aves,Accipitriformes,2017,3,30,-118.43213,34.78705,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5000,22018
76721,Agelaius tricolor,Aves,Passeriformes,2019,1,9,-119.81054,35.155758,7,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5000,15530
76753,Melanerpes uropygialis,Aves,Piciformes,2016,1,23,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
76767,Haliaeetus leucocephalus,Aves,Accipitriformes,2014,2,5,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
77171,Melanerpes uropygialis,Aves,Piciformes,2019,2,13,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
77203,Agelaius tricolor,Aves,Passeriformes,2014,12,14,-120.62203,37.167942,100,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
77211,Melanerpes uropygialis,Aves,Piciformes,2020,5,9,-114.68413,32.699966,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,5000,14318
77319,Empidonax traillii,Aves,Passeriformes,2020,9,1,-117.91143,34.50152,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5000,35447
77323,Buteo swainsoni,Aves,Accipitriformes,2018,3,16,-116.365654,33.297318,53,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
77467,Agelaius tricolor,Aves,Passeriformes,2015,12,5,-120.62001,37.182293,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
77529,Empidonax traillii,Aves,Passeriformes,2015,5,23,-116.19454,35.800976,2,HUMAN_OBSERVATION,TECOPA,2010,105.7345,291,5000,11370
77534,Agelaius tricolor,Aves,Passeriformes,2010,2,28,-120.00331,35.321022,35,HUMAN_OBSERVATION,BECK,2000,396.3609,926,5000,11668
77534,Agelaius tricolor,Aves,Passeriformes,2010,2,28,-120.00331,35.321022,35,HUMAN_OBSERVATION,SODA,2011,1533.496,974,5000,16752
77538,Agelaius tricolor,Aves,Passeriformes,2018,3,26,-120.06778,35.380672,175,HUMAN_OBSERVATION,BECK,2000,396.3609,926,5000,11668
77553,Melanerpes uropygialis,Aves,Piciformes,2011,5,6,-114.45814,32.857815,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
77558,Agelaius tricolor,Aves,Passeriformes,2019,1,1,-120.62203,37.167942,10,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
77568,Agelaius tricolor,Aves,Passeriformes,2017,3,2,-119.55459,34.897675,3,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
77761,Empidonax traillii,Aves,Passeriformes,2013,5,26,-119.73505,35.09055,2,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5000,15530
77772,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,4,13,-118.05599,36.562325,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
77777,Riparia riparia,Aves,Passeriformes,2018,4,29,-118.05599,36.562325,0,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
77787,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,11,3,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
77787,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,11,3,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
77787,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,11,3,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
77787,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,11,3,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
77818,Melanerpes uropygialis,Aves,Piciformes,2014,11,5,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
77828,Empidonax traillii,Aves,Passeriformes,2020,10,10,-116.65592,33.98877,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5000,9889
77834,Empidonax traillii,Aves,Passeriformes,1995,5,27,-117.88782,34.506805,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5000,35447
77868,Melanerpes uropygialis,Aves,Piciformes,2014,6,28,-114.58738,32.805798,4,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
77881,Gymnogyps californianus,Aves,Accipitriformes,1985,5,30,-119.37666,34.90416,6,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
77890,Agelaius tricolor,Aves,Passeriformes,2010,4,26,-119.73505,35.09055,6,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5000,15530
77898,Haliaeetus leucocephalus,Aves,Accipitriformes,2014,2,16,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
77913,Buteo swainsoni,Aves,Accipitriformes,2019,3,27,-116.3668,33.29732,1,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
77964,Agelaius tricolor,Aves,Passeriformes,2008,12,31,-120.62203,37.167942,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
77982,Melanerpes uropygialis,Aves,Piciformes,2018,3,13,-114.44493,32.847683,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
77985,Agelaius tricolor,Aves,Passeriformes,2015,4,25,-119.55202,34.903954,46,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
78069,Empidonax traillii,Aves,Passeriformes,2016,8,6,-116.65592,33.98877,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5000,9889
78074,Agelaius tricolor,Aves,Passeriformes,1984,1,21,-120.62203,37.167942,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
78078,Buteo swainsoni,Aves,Accipitriformes,2003,4,9,-116.365654,33.297318,49,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
78081,Agelaius tricolor,Aves,Passeriformes,2019,11,8,-120.62203,37.167942,10,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
78114,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,8,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
78174,Buteo swainsoni,Aves,Accipitriformes,2013,7,4,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
78209,Agelaius tricolor,Aves,Passeriformes,2016,11,21,-120.62025,37.185844,20,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
78255,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,1,29,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
78332,Gymnogyps californianus,Aves,Accipitriformes,2020,7,5,-119.37666,34.90416,3,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
78345,Melanerpes uropygialis,Aves,Piciformes,2016,2,12,-114.61296,32.72587,3,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
78454,Agelaius tricolor,Aves,Passeriformes,2011,1,15,-119.553505,34.89802,16,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
78507,Melanerpes uropygialis,Aves,Piciformes,2016,1,20,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
78653,Melanerpes uropygialis,Aves,Piciformes,2019,10,18,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
78668,Gymnogyps californianus,Aves,Accipitriformes,2020,4,14,-119.37666,34.90416,8,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
78670,Melanerpes uropygialis,Aves,Piciformes,2012,6,27,-114.56131,34.787304,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
78676,Agelaius tricolor,Aves,Passeriformes,2019,3,27,-119.36593,34.898216,40,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
