FID,species,class,order,year,month,day,decimalLongitude,decimalLatitude,individualCount,basisOfRecord,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
2773,Gambelia sila,Reptilia,Squamata,2019,7,14,-119.503664,35.00463,0,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,5000,18451
3003,Ovis canadensis nelsoni,Mammalia,Artiodactyla,1999,8,1,-116.54538,33.220256,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
3086,Uma inornata,Reptilia,Squamata,2020,6,9,-116.517452,33.984515,0,HUMAN_OBSERVATION,INDIAN 2,2005,188.7452,78,5000,8965
3140,Puma concolor,Mammalia,Carnivora,2020,8,29,-116.602867,33.120324,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
3335,Puma concolor,Mammalia,Carnivora,2020,12,26,-116.60304,33.120091,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
3498,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
3498,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,5000,7717
3498,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
3498,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
3498,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
3514,Empidonax traillii,Aves,Passeriformes,2012,5,18,-116.387596,33.13865,3,HUMAN_OBSERVATION,STEWART,2012,10630.18,417,5000,7796
3577,Melanerpes uropygialis,Aves,Piciformes,2018,1,15,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
3768,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,4,18,-116.410708,33.360295,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
3846,Buteo swainsoni,Aves,Accipitriformes,2021,3,22,-116.365661,33.297329,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
3992,Buteo swainsoni,Aves,Accipitriformes,2018,3,18,-120.602248,37.185733,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
4044,Puma concolor,Mammalia,Carnivora,2020,10,14,-116.603072,33.120028,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
4065,Buteo swainsoni,Aves,Accipitriformes,2020,3,22,-120.620618,37.184471,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
4080,Buteo swainsoni,Aves,Accipitriformes,2020,5,8,-120.620634,37.168145,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
4110,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2020,9,19,-116.678208,33.988407,0,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5000,9889
4162,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2019,4,26,-116.424854,33.376081,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
4242,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,7,30,-116.496815,33.730973,0,HUMAN_OBSERVATION,MOUNTAIN,2013,27523.67,331,5000,19020
4339,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,2,6,-120.87656,36.641083,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
4389,Melanerpes uropygialis,Aves,Piciformes,2018,1,1,-114.60551,32.7264,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
4406,Melanerpes uropygialis,Aves,Piciformes,2016,1,10,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
4518,Melanerpes uropygialis,Aves,Piciformes,2019,1,27,-114.61327,32.72663,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
4519,Buteo swainsoni,Aves,Accipitriformes,2003,5,4,-120.62203,37.167942,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
4571,Agelaius tricolor,Aves,Passeriformes,2004,11,27,-119.55352,34.898144,70,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
4623,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,1,7,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
4647,Melanerpes uropygialis,Aves,Piciformes,2016,10,21,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
4654,Agelaius tricolor,Aves,Passeriformes,2006,2,4,-120.89854,36.630684,0,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
4688,Empidonax traillii,Aves,Passeriformes,2018,6,9,-118.0232,34.48505,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5000,35447
4698,Buteo swainsoni,Aves,Accipitriformes,2011,3,21,-121.17095,37.064518,12,HUMAN_OBSERVATION,COTTONWOOD2,2008,796.5697,939,5000,6841
4718,Agelaius tricolor,Aves,Passeriformes,2019,2,9,-120.89854,36.630684,100,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
4737,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,4,8,-118.05599,36.562325,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
4895,Gymnogyps californianus,Aves,Accipitriformes,2020,3,7,-119.37666,34.90416,3,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
4962,Buteo swainsoni,Aves,Accipitriformes,2019,5,28,-120.62203,37.167942,5,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
5012,Melanerpes uropygialis,Aves,Piciformes,2019,7,3,-114.607285,32.728485,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
5045,Melanerpes uropygialis,Aves,Piciformes,2016,2,13,-114.61296,32.72587,4,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
5104,Colaptes chrysoides,Aves,Piciformes,2004,6,11,-115.62517,35.187767,0,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,5000,40530
5212,Agelaius tricolor,Aves,Passeriformes,2020,1,26,-120.62001,37.182293,500,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
5245,Agelaius tricolor,Aves,Passeriformes,2018,4,6,-120.62203,37.167942,32,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
5268,Agelaius tricolor,Aves,Passeriformes,2016,3,27,-120.86043,36.704548,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
5288,Gymnogyps californianus,Aves,Accipitriformes,1984,7,23,-119.36298,34.89532,1,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
5294,Buteo swainsoni,Aves,Accipitriformes,2016,3,14,-116.366356,33.283722,150,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
5298,Melanerpes uropygialis,Aves,Piciformes,2020,10,10,-114.683945,32.69997,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,5000,14318
5351,Agelaius tricolor,Aves,Passeriformes,2018,2,19,-120.62203,37.167942,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
5408,Melanerpes uropygialis,Aves,Piciformes,2018,9,25,-114.683945,32.69997,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,5000,14318
5414,Buteo swainsoni,Aves,Accipitriformes,2019,4,19,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
5414,Buteo swainsoni,Aves,Accipitriformes,2019,4,19,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
5414,Buteo swainsoni,Aves,Accipitriformes,2019,4,19,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
5414,Buteo swainsoni,Aves,Accipitriformes,2019,4,19,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
5441,Buteo swainsoni,Aves,Accipitriformes,2018,6,21,-121.014915,37.10544,2,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,5000,7717
5441,Buteo swainsoni,Aves,Accipitriformes,2018,6,21,-121.014915,37.10544,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
5441,Buteo swainsoni,Aves,Accipitriformes,2018,6,21,-121.014915,37.10544,2,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
5537,Colaptes chrysoides,Aves,Piciformes,2004,5,16,-115.5257,35.146584,2,HUMAN_OBSERVATION,HACKBERRY COMPLEX 1,2005,63771.3,565,5000,54933
5593,Melanerpes uropygialis,Aves,Piciformes,2010,4,8,-114.55659,32.80854,3,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
5597,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,12,27,-120.61663,37.168003,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
5669,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,1,29,-120.62001,37.182293,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
5729,Melanerpes uropygialis,Aves,Piciformes,2020,8,11,-114.44943,32.866535,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
5731,Buteo swainsoni,Aves,Accipitriformes,2019,4,27,-121.06447,37.02791,2,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
5731,Buteo swainsoni,Aves,Accipitriformes,2019,4,27,-121.06447,37.02791,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
5731,Buteo swainsoni,Aves,Accipitriformes,2019,4,27,-121.06447,37.02791,2,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
5731,Buteo swainsoni,Aves,Accipitriformes,2019,4,27,-121.06447,37.02791,2,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
5749,Melanerpes uropygialis,Aves,Piciformes,2018,11,12,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
5798,Agelaius tricolor,Aves,Passeriformes,2014,3,7,-120.799515,36.489727,20,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,5000,15789
5819,Melanerpes uropygialis,Aves,Piciformes,2015,4,3,-114.447205,32.85807,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
5898,Uma inornata,Reptilia,Squamata,2019,6,2,-116.555092,33.885164,0,HUMAN_OBSERVATION,WINDY POINT,2011,541.494,410,5000,7519
6135,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2020,9,22,-116.751914,33.937967,0,HUMAN_OBSERVATION,ELM,2005,271.6541,76,5000,8834
6176,Empidonax traillii,Aves,Passeriformes,2018,5,12,-116.65592,33.98877,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5000,9889
6208,Agelaius tricolor,Aves,Passeriformes,2011,2,16,-118.32426,34.70382,10,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5000,22018
6233,Agelaius tricolor,Aves,Passeriformes,2017,5,6,-121.21103,37.48008,12,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
6253,Melanerpes uropygialis,Aves,Piciformes,2017,9,30,-114.6066,32.720795,4,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
6267,Melanerpes uropygialis,Aves,Piciformes,2014,1,8,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
6402,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,2,17,-120.89854,36.630684,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
6595,Gambelia sila,Reptilia,Squamata,2016,5,13,-119.649644,35.040545,0,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,5000,18451
6648,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,4,13,-118.0565,36.56667,0,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
6668,Gambelia sila,Reptilia,Squamata,2015,8,5,-119.740648,35.152025,0,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5000,15530
6677,Buteo swainsoni,Aves,Accipitriformes,2021,3,30,-120.860079,36.704654,0,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
6717,Uma inornata,Reptilia,Squamata,2019,5,29,-116.573183,33.83234,0,HUMAN_OBSERVATION,WINDY POINT,2011,541.494,410,5000,7519
6717,Uma inornata,Reptilia,Squamata,2019,5,29,-116.573183,33.83234,0,HUMAN_OBSERVATION,BLAISDELL,2005,5491.788,505,5000,8347
6717,Uma inornata,Reptilia,Squamata,2019,5,29,-116.573183,33.83234,0,HUMAN_OBSERVATION,TRAM,2013,59.22004,531,5000,6467
6741,Haliaeetus leucocephalus,Aves,Accipitriformes,2021,3,4,-120.62024,37.185838,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
6771,Puma concolor,Mammalia,Carnivora,2020,12,3,-116.421363,33.368825,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
6977,Melanerpes uropygialis,Aves,Piciformes,2014,1,29,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
7011,Melanerpes uropygialis,Aves,Piciformes,2020,10,17,-114.68413,32.699966,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,5000,14318
7031,Melanerpes uropygialis,Aves,Piciformes,2020,11,15,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
7091,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2015,2,8,-116.546362,33.298269,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
7091,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2015,2,8,-116.546362,33.298269,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
7130,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2014,2,17,-116.371399,33.041961,0,HUMAN_OBSERVATION,BANNER FIRE,2012,5320.116,329,5000,8800
7132,Gopherus agassizii,Reptilia,Testudines,2019,3,19,-116.424403,33.369389,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
7251,Gopherus agassizii,Reptilia,Testudines,2021,2,12,-115.876375,33.484104,0,HUMAN_OBSERVATION,DOS PALMAS,2008,456.4143,283,5000,16175
7325,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2020,3,13,-116.404794,33.360265,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
7405,Buteo swainsoni,Aves,Accipitriformes,2020,4,9,-120.619361,37.185909,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
7426,Gopherus agassizii,Reptilia,Testudines,2019,4,9,-116.494272,34.022912,0,HUMAN_OBSERVATION,PARADISE,2005,3081.726,271,5000,11261
7439,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2017,11,3,-117.943245,34.513987,0,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5000,35447
7447,Ammospermophilus nelsoni,Mammalia,Rodentia,2021,1,18,-120.983253,36.709588,0,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
7551,Buteo swainsoni,Aves,Accipitriformes,2021,3,22,-116.364497,33.296381,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
7656,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2017,12,5,-116.415377,33.260514,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
7656,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2017,12,5,-116.415377,33.260514,0,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,5000,1806
7656,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2017,12,5,-116.415377,33.260514,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
7675,Ammospermophilus nelsoni,Mammalia,Rodentia,2020,4,12,-119.602886,35.085184,0,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,5000,18451
7731,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,8,22,-116.505931,33.762379,0,HUMAN_OBSERVATION,MOUNTAIN,2013,27523.67,331,5000,19020
7767,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2021,3,22,-116.50905,33.715052,0,HUMAN_OBSERVATION,MOUNTAIN,2013,27523.67,331,5000,19020
7802,Agelaius tricolor,Aves,Passeriformes,2021,3,30,-120.875801,36.568876,0,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,5000,15789
8077,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2019,4,7,-116.417488,33.351237,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
8080,Uma inornata,Reptilia,Squamata,2021,4,3,-116.613087,33.923548,0,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5000,9889
8080,Uma inornata,Reptilia,Squamata,2021,4,3,-116.613087,33.923548,0,HUMAN_OBSERVATION,BLAISDELL,2005,5491.788,505,5000,8347
8134,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,2,20,-116.579987,33.680827,0,HUMAN_OBSERVATION,MOUNTAIN,2013,27523.67,331,5000,19020
8233,Puma concolor,Mammalia,Carnivora,2020,10,14,-116.60305,33.120019,0,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
8295,Melanerpes uropygialis,Aves,Piciformes,2014,4,29,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
8304,Agelaius tricolor,Aves,Passeriformes,2017,2,19,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
8329,Melanerpes uropygialis,Aves,Piciformes,2013,12,18,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
8356,Melanerpes uropygialis,Aves,Piciformes,2018,5,5,-114.6066,32.720795,3,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
8360,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,3,23,-116.65592,33.98877,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5000,9889
8821,Buteo swainsoni,Aves,Accipitriformes,2018,5,12,-121.21103,37.48008,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
8879,Buteo swainsoni,Aves,Accipitriformes,2020,10,10,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
8944,Buteo swainsoni,Aves,Accipitriformes,2019,3,19,-116.365654,33.297318,60,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
8947,Melanerpes uropygialis,Aves,Piciformes,2020,4,17,-114.45191,32.86261,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
8972,Melanerpes uropygialis,Aves,Piciformes,2019,9,18,-114.68413,32.699966,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,5000,14318
8990,Melanerpes uropygialis,Aves,Piciformes,2013,6,24,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
8992,Melanerpes uropygialis,Aves,Piciformes,2017,4,5,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
9002,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,1,-120.87656,36.641083,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
9013,Agelaius tricolor,Aves,Passeriformes,2020,3,8,-120.62001,37.182293,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
9067,Melanerpes uropygialis,Aves,Piciformes,2020,12,28,-114.56045,34.78898,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
10552,Buteo swainsoni,Aves,Accipitriformes,2018,4,9,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
10589,Melanerpes uropygialis,Aves,Piciformes,2020,12,30,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
10607,Melanerpes uropygialis,Aves,Piciformes,2011,9,20,-114.56045,34.78898,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
10651,Melanerpes uropygialis,Aves,Piciformes,2014,4,13,-114.611244,32.719604,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
10659,Colaptes chrysoides,Aves,Piciformes,2006,7,16,-115.62517,35.187767,0,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,5000,40530
10676,Agelaius tricolor,Aves,Passeriformes,2016,4,20,-121.06447,37.02791,30,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
10676,Agelaius tricolor,Aves,Passeriformes,2016,4,20,-121.06447,37.02791,30,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
10676,Agelaius tricolor,Aves,Passeriformes,2016,4,20,-121.06447,37.02791,30,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
