FID,species,class,order,year,month,day,decimalLongitude,decimalLatitude,individualCount,basisOfRecord,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
13472,Agelaius tricolor,Aves,Passeriformes,2009,2,21,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
13499,Empidonax traillii,Aves,Passeriformes,2013,6,1,-118.576126,34.800835,1,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
13540,Agelaius tricolor,Aves,Passeriformes,2016,11,5,-120.626495,37.17769,25,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
13588,Haliaeetus leucocephalus,Aves,Accipitriformes,2014,11,20,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
13590,Agelaius tricolor,Aves,Passeriformes,2019,4,27,-120.626495,37.17769,5,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
13667,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,2,12,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
13673,Agelaius tricolor,Aves,Passeriformes,2011,4,23,-118.576126,34.800835,100,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
13812,Empidonax traillii,Aves,Passeriformes,2015,5,17,-114.755954,32.71839,0,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,3000,9866
13860,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,5,26,-116.438633,33.357225,0,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,3000,31037
18114,Agelaius tricolor,Aves,Passeriformes,2018,4,14,-120.626495,37.17769,20,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
18170,Buteo swainsoni,Aves,Accipitriformes,2014,7,12,-119.50825,34.941113,3,HUMAN_OBSERVATION,SODA,2005,449.4977,678,3000,12434
18170,Buteo swainsoni,Aves,Accipitriformes,2014,7,12,-119.50825,34.941113,3,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,3000,13891
18560,Buteo swainsoni,Aves,Accipitriformes,2018,6,12,-120.626495,37.17769,12,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
18561,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,4,23,-121.0625,37.043,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,3000,12462
18562,Gymnogyps californianus,Aves,Accipitriformes,2014,4,17,-119.37681,34.90772,3,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,3000,9824
18708,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,3,11,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
18821,Agelaius tricolor,Aves,Passeriformes,2010,3,5,-118.40223,34.666607,12,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,3000,31162
18832,Agelaius tricolor,Aves,Passeriformes,2020,9,19,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
18937,Agelaius tricolor,Aves,Passeriformes,2005,6,26,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
18963,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,2,23,-118.40223,34.666607,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,3000,31162
19006,Agelaius tricolor,Aves,Passeriformes,2019,3,16,-120.626495,37.17769,120,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
19034,Melanerpes uropygialis,Aves,Piciformes,2010,12,12,-114.48025,32.906734,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,3000,8834
42948,Agelaius tricolor,Aves,Passeriformes,2004,11,28,-118.576126,34.800835,2,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
43344,Agelaius tricolor,Aves,Passeriformes,2019,5,26,-120.626495,37.17769,15,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
43350,Agelaius tricolor,Aves,Passeriformes,2019,1,5,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
43422,Buteo swainsoni,Aves,Accipitriformes,2008,8,17,-120.626495,37.17769,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
43547,Agelaius tricolor,Aves,Passeriformes,2016,3,19,-118.576126,34.800835,400,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
43575,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,1,10,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
43726,Agelaius tricolor,Aves,Passeriformes,2012,5,10,-121.0625,37.043,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,3000,12462
43813,Buteo swainsoni,Aves,Accipitriformes,2013,5,28,-120.626495,37.17769,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
43961,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,1,5,-117.33152,34.281723,1,HUMAN_OBSERVATION,OLD,2003,91428,512,3000,26516
44122,Agelaius tricolor,Aves,Passeriformes,2015,4,1,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
44151,Agelaius tricolor,Aves,Passeriformes,1993,5,9,-118.576126,34.800835,1000,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
44370,Empidonax traillii,Aves,Passeriformes,1993,8,14,-116.43185,34.11421,0,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,3000,59570
44474,Gymnogyps californianus,Aves,Accipitriformes,2010,10,21,-118.927864,34.93154,1,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,3000,11054
44511,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,1,11,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
44524,Melanerpes uropygialis,Aves,Piciformes,2019,11,3,-114.48025,32.906734,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,3000,8834
44536,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,3,2,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
44577,Agelaius tricolor,Aves,Passeriformes,2014,11,29,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
44653,Agelaius tricolor,Aves,Passeriformes,2019,4,25,-121.06271,37.038197,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,3000,12462
44748,Agelaius tricolor,Aves,Passeriformes,2020,12,30,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
44860,Agelaius tricolor,Aves,Passeriformes,2015,2,24,-118.576126,34.800835,250,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
44896,Agelaius tricolor,Aves,Passeriformes,2018,4,1,-118.579216,34.79637,100,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
44955,Buteo swainsoni,Aves,Accipitriformes,2011,7,16,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
45056,Agelaius tricolor,Aves,Passeriformes,2020,3,30,-120.626495,37.17769,5,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
45212,Agelaius tricolor,Aves,Passeriformes,2017,2,25,-118.576126,34.800835,55,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
45241,Agelaius tricolor,Aves,Passeriformes,2015,4,1,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
45363,Agelaius tricolor,Aves,Passeriformes,2016,3,19,-118.576126,34.800835,400,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
45425,Agelaius tricolor,Aves,Passeriformes,2006,12,29,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
45571,Melanerpes uropygialis,Aves,Piciformes,2020,3,13,-114.68697,32.736645,6,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,3000,9866
45772,Agelaius tricolor,Aves,Passeriformes,2016,11,5,-120.626495,37.17769,25,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
45777,Haliaeetus leucocephalus,Aves,Accipitriformes,1995,2,11,-117.33152,34.281723,1,HUMAN_OBSERVATION,OLD,2003,91428,512,3000,26516
45785,Agelaius tricolor,Aves,Passeriformes,1985,1,12,-120.626495,37.17769,5,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
45797,Agelaius tricolor,Aves,Passeriformes,2020,3,12,-120.626495,37.17769,100,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
45889,Empidonax traillii,Aves,Passeriformes,2019,5,21,-116.54915,33.76099,1,HUMAN_OBSERVATION,MOUNTAIN,2013,27523.67,331,3000,17215
45958,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,1,3,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
46172,Buteo swainsoni,Aves,Accipitriformes,2020,3,24,-120.626495,37.17769,4,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
46361,Agelaius tricolor,Aves,Passeriformes,2010,12,30,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
46443,Buteo swainsoni,Aves,Accipitriformes,2012,5,18,-120.626495,37.17769,40,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
46477,Agelaius tricolor,Aves,Passeriformes,2008,5,10,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
46583,Agelaius tricolor,Aves,Passeriformes,2017,5,20,-120.626495,37.17769,60,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
46601,Melanerpes uropygialis,Aves,Piciformes,2010,12,12,-114.48025,32.906734,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,3000,8834
47309,Buteo swainsoni,Aves,Accipitriformes,2016,9,13,-120.626495,37.17769,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
47383,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,2,17,-117.33152,34.281723,1,HUMAN_OBSERVATION,OLD,2003,91428,512,3000,26516
47466,Agelaius tricolor,Aves,Passeriformes,2019,1,18,-120.62587,37.183105,10,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
47516,Empidonax traillii,Aves,Passeriformes,1979,9,2,-118.576126,34.800835,1,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
47846,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,11,5,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
47885,Agelaius tricolor,Aves,Passeriformes,2020,5,15,-118.576126,34.800835,6,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
47914,Agelaius tricolor,Aves,Passeriformes,2016,5,24,-118.576126,34.800835,0,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
48211,Empidonax traillii,Aves,Passeriformes,2019,5,22,-114.46286,32.8607,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,3000,8834
48241,Agelaius tricolor,Aves,Passeriformes,2019,2,8,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
48256,Gymnogyps californianus,Aves,Accipitriformes,1972,7,15,-118.927,34.938297,0,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,3000,11054
48267,Agelaius tricolor,Aves,Passeriformes,2006,2,18,-120.626495,37.17769,24,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
48441,Agelaius tricolor,Aves,Passeriformes,2019,3,23,-118.576126,34.800835,80,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
48500,Agelaius tricolor,Aves,Passeriformes,2017,3,12,-120.00486,35.333824,31,HUMAN_OBSERVATION,BECK,2000,396.3609,926,3000,11303
48500,Agelaius tricolor,Aves,Passeriformes,2017,3,12,-120.00486,35.333824,31,HUMAN_OBSERVATION,SODA,2011,1533.496,974,3000,20211
48632,Riparia riparia,Aves,Passeriformes,2018,5,3,-114.47018,32.861427,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,3000,8834
48640,Agelaius tricolor,Aves,Passeriformes,2020,1,26,-120.626495,37.17769,60,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
48669,Agelaius tricolor,Aves,Passeriformes,2014,4,11,-120.626495,37.17769,50,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
48715,Agelaius tricolor,Aves,Passeriformes,2020,1,22,-120.626495,37.17769,6,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
48831,Agelaius tricolor,Aves,Passeriformes,2004,4,24,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
48880,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,12,4,-117.33152,34.281723,2,HUMAN_OBSERVATION,OLD,2003,91428,512,3000,26516
49310,Agelaius tricolor,Aves,Passeriformes,2010,2,6,-120.626495,37.17769,3,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
49344,Buteo swainsoni,Aves,Accipitriformes,2010,6,13,-119.51042,34.936493,1,HUMAN_OBSERVATION,SODA,2005,449.4977,678,3000,12434
49344,Buteo swainsoni,Aves,Accipitriformes,2010,6,13,-119.51042,34.936493,1,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,3000,13891
49349,Agelaius tricolor,Aves,Passeriformes,2016,2,16,-120.626495,37.17769,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
49386,Agelaius tricolor,Aves,Passeriformes,2016,4,16,-118.576126,34.800835,200,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
49390,Melanerpes uropygialis,Aves,Piciformes,2016,4,2,-114.45689,32.87485,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,3000,8834
49499,Agelaius tricolor,Aves,Passeriformes,2017,2,25,-118.576126,34.800835,55,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,3000,10614
49661,Buteo swainsoni,Aves,Accipitriformes,2015,2,20,-116.40907,33.253044,2,HUMAN_OBSERVATION,PINES,2002,61691.24,263,3000,87998
49755,Haliaeetus leucocephalus,Aves,Accipitriformes,2007,12,5,-117.3345,34.28169,2,HUMAN_OBSERVATION,OLD,2003,91428,512,3000,26516
49761,Agelaius tricolor,Aves,Passeriformes,2017,11,25,-120.626495,37.17769,3,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
49849,Buteo swainsoni,Aves,Accipitriformes,2020,9,1,-120.626495,37.17769,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,3000,8906
