fireYear,desert,fireID,funcGroup,yearsSinceFire,obsYear,ez_taxa,pre_or_post,n_years,ndvi,totalObs,area_km2,treatmentGroup,stzdObs
2005,San Joaquin,678,Tortoises,3,2008,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Tortoises,4,2009,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Tortoises,5,2010,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,-5,2000,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,-4,2001,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,-3,2002,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,-2,2003,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,-1,2004,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,1,2006,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,2,2007,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,3,2008,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,4,2009,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Butterflies & Moths,5,2010,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,-5,2000,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,-4,2001,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,-3,2002,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,-2,2003,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,-1,2004,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,1,2006,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,2,2007,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,3,2008,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,4,2009,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Woodpeckers,5,2010,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,-5,2000,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,-4,2001,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,-3,2002,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,-2,2003,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,-1,2004,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,1,2006,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,2,2007,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,3,2008,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,4,2009,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Small Mammals,5,2010,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,-5,2000,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,-4,2001,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,-3,2002,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,-2,2003,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,-1,2004,NA,pre,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,1,2006,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,2,2007,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,3,2008,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,4,2009,NA,post,NA,NA,0,NA,burned,0
2005,San Joaquin,678,Birds:Rails and Geese,5,2010,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Passerines,-5,2003,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Passerines,-4,2004,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Passerines,-3,2005,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Passerines,-2,2006,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Passerines,-1,2007,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Passerines,1,2009,Aves,post,1,0.337672477693546,2,399.4220205,burned,51
2008,San Joaquin,941,Birds:Passerines,2,2010,Aves,post,2,0.402403124616037,1,399.4220205,burned,26
2008,San Joaquin,941,Birds:Passerines,3,2011,Aves,post,3,0.363193248612118,1,399.4220205,burned,26
2008,San Joaquin,941,Birds:Passerines,4,2012,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Passerines,5,2013,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,-5,2003,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,-4,2004,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,-3,2005,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,-2,2006,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,-1,2007,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,1,2009,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,2,2010,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,3,2011,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Raptors,4,2012,Aves,post,4,0.282864522495036,1,399.4220205,burned,26
2008,San Joaquin,941,Birds:Raptors,5,2013,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,-5,2003,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,-4,2004,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,-3,2005,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,-2,2006,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,-1,2007,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,1,2009,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,2,2010,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,3,2011,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,4,2012,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Large Mammals,5,2013,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,-5,2003,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,-4,2004,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,-3,2005,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,-2,2006,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,-1,2007,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,1,2009,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,2,2010,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,3,2011,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,4,2012,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Tortoises,5,2013,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,-5,2003,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,-4,2004,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,-3,2005,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,-2,2006,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,-1,2007,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,1,2009,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,2,2010,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,3,2011,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,4,2012,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Butterflies & Moths,5,2013,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,-5,2003,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,-4,2004,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,-3,2005,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,-2,2006,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,-1,2007,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,1,2009,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,2,2010,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,3,2011,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,4,2012,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Woodpeckers,5,2013,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,-5,2003,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,-4,2004,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,-3,2005,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,-2,2006,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,-1,2007,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,1,2009,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,2,2010,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,3,2011,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,4,2012,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Small Mammals,5,2013,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,-5,2003,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,-4,2004,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,-3,2005,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,-2,2006,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,-1,2007,NA,pre,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,1,2009,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,2,2010,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,3,2011,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,4,2012,NA,post,NA,NA,0,NA,burned,0
2008,San Joaquin,941,Birds:Rails and Geese,5,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Passerines,-5,2005,Aves,pre,5,0.274455588363665,3,721.5012132,burned,42
2010,Mojave,291,Birds:Passerines,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Passerines,-3,2007,Aves,pre,3,0.198073476366218,1,721.5012132,burned,14
2010,Mojave,291,Birds:Passerines,-2,2008,Aves,pre,2,0.230435496269091,4,721.5012132,burned,56
2010,Mojave,291,Birds:Passerines,-1,2009,Aves,pre,1,0.240728998551061,2,721.5012132,burned,28
2010,Mojave,291,Birds:Passerines,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Passerines,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Passerines,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Passerines,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Passerines,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Raptors,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Large Mammals,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Tortoises,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Butterflies & Moths,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Woodpeckers,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Small Mammals,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,Mojave,291,Birds:Rails and Geese,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Passerines,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Raptors,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Large Mammals,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Tortoises,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Butterflies & Moths,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Woodpeckers,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,3,2013,Other,post,3,0.311112928024578,1,399.4220205,burned,26
2010,San Joaquin,1092,Small Mammals,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Small Mammals,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,1,2011,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,2,2012,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,3,2013,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,4,2014,NA,post,NA,NA,0,NA,burned,0
2010,San Joaquin,1092,Birds:Rails and Geese,5,2015,NA,post,NA,NA,0,NA,burned,0
2010,Sonoran,356,Birds:Passerines,-5,2005,NA,pre,NA,NA,0,NA,burned,0
2010,Sonoran,356,Birds:Passerines,-4,2006,NA,pre,NA,NA,0,NA,burned,0
2010,Sonoran,356,Birds:Passerines,-3,2007,NA,pre,NA,NA,0,NA,burned,0
2010,Sonoran,356,Birds:Passerines,-2,2008,NA,pre,NA,NA,0,NA,burned,0
2010,Sonoran,356,Birds:Passerines,-1,2009,NA,pre,NA,NA,0,NA,burned,0
2010,Sonoran,356,Birds:Passerines,1,2011,NA,post,NA,NA,0,NA,burned,0
