fireYear,desert,fireID,funcGroup,yearsSinceFire,obsYear,ez_taxa,pre_or_post,n_years,ndvi,totalObs,area_km2,treatmentGroup,stzdObs
2000,San Joaquin,926,Birds:Passerines,-5,1995,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Passerines,-4,1996,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Passerines,-3,1997,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Passerines,-2,1998,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Passerines,-1,1999,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Passerines,1,2001,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Passerines,2,2002,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Passerines,3,2003,Aves,post,3,0.365314913708093,1,399.4220205,burned,26
2000,San Joaquin,926,Birds:Passerines,4,2004,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Passerines,5,2005,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,-5,1995,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,-4,1996,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,-3,1997,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,-2,1998,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,-1,1999,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,1,2001,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,2,2002,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,3,2003,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,4,2004,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Raptors,5,2005,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,-5,1995,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,-4,1996,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,-3,1997,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,-2,1998,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,-1,1999,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,1,2001,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,2,2002,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,3,2003,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,4,2004,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Large Mammals,5,2005,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,-5,1995,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,-4,1996,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,-3,1997,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,-2,1998,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,-1,1999,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,1,2001,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,2,2002,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,3,2003,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,4,2004,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Tortoises,5,2005,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,-5,1995,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,-4,1996,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,-3,1997,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,-2,1998,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,-1,1999,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,1,2001,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,2,2002,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,3,2003,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,4,2004,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Butterflies & Moths,5,2005,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,-5,1995,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,-4,1996,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,-3,1997,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,-2,1998,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,-1,1999,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,1,2001,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,2,2002,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,3,2003,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,4,2004,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Woodpeckers,5,2005,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,-5,1995,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,-4,1996,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,-3,1997,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,-2,1998,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,-1,1999,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,1,2001,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,2,2002,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,3,2003,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,4,2004,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Small Mammals,5,2005,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,-5,1995,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,-4,1996,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,-3,1997,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,-2,1998,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,-1,1999,NA,pre,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,1,2001,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,2,2002,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,3,2003,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,4,2004,NA,post,NA,NA,0,NA,burned,0
2000,San Joaquin,926,Birds:Rails and Geese,5,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,-1,2001,Aves,pre,1,0.239174953770042,1,721.5012132,burned,14
2002,Mojave,508,Birds:Passerines,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Passerines,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Raptors,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Large Mammals,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Tortoises,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Butterflies & Moths,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Woodpeckers,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Small Mammals,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Mojave,508,Birds:Rails and Geese,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Passerines,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Passerines,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Passerines,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Passerines,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Passerines,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Passerines,1,2003,Aves,post,1,0.243352752055754,1,218.8631564,burned,46
2002,Sonoran,263,Birds:Passerines,2,2004,Aves,post,2,0.233257615148618,1,218.8631564,burned,46
2002,Sonoran,263,Birds:Passerines,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Passerines,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Passerines,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Raptors,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Large Mammals,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Tortoises,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Butterflies & Moths,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Woodpeckers,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Small Mammals,5,2007,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,-5,1997,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,-4,1998,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,-3,1999,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,-2,2000,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,-1,2001,NA,pre,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,1,2003,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,2,2004,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,3,2005,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,4,2006,NA,post,NA,NA,0,NA,burned,0
2002,Sonoran,263,Birds:Rails and Geese,5,2007,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,-5,1999,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,-4,2000,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,-3,2001,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,-2,2002,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,-1,2003,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,1,2005,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,2,2006,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,3,2007,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,4,2008,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Passerines,5,2009,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,-5,1999,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,-4,2000,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,-3,2001,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,-2,2002,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,-1,2003,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,1,2005,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,2,2006,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,3,2007,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,4,2008,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Raptors,5,2009,Aves,post,5,0.337672477693546,1,399.4220205,burned,26
2004,San Joaquin,856,Large Mammals,-5,1999,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,-4,2000,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,-3,2001,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,-2,2002,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,-1,2003,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,1,2005,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,2,2006,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,3,2007,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,4,2008,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Large Mammals,5,2009,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,-5,1999,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,-4,2000,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,-3,2001,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,-2,2002,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,-1,2003,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,1,2005,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,2,2006,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,3,2007,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,4,2008,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Tortoises,5,2009,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,-5,1999,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,-4,2000,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,-3,2001,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,-2,2002,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,-1,2003,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,1,2005,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,2,2006,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,3,2007,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,4,2008,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Butterflies & Moths,5,2009,NA,post,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Woodpeckers,-5,1999,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Woodpeckers,-4,2000,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Woodpeckers,-3,2001,NA,pre,NA,NA,0,NA,burned,0
2004,San Joaquin,856,Birds:Woodpeckers,-2,2002,NA,pre,NA,NA,0,NA,burned,0
