obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
59525,Agelaius tricolor,Aves,Passeriformes,2008,11,2,-120.62203,37.167942,500,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
59581,Empidonax traillii,Aves,Passeriformes,2017,5,5,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
59581,Empidonax traillii,Aves,Passeriformes,2017,5,5,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
59581,Empidonax traillii,Aves,Passeriformes,2017,5,5,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
59581,Empidonax traillii,Aves,Passeriformes,2017,5,5,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
59605,Gymnogyps californianus,Aves,Accipitriformes,2017,7,26,-119.37491,34.90332,9,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
59631,Melanerpes uropygialis,Aves,Piciformes,2017,11,8,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
59663,Melanerpes uropygialis,Aves,Piciformes,2016,1,13,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
59673,Riparia riparia,Aves,Passeriformes,2019,4,23,-118.05599,36.562325,15,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
59713,Gymnogyps californianus,Aves,Accipitriformes,2012,7,15,-119.368,34.899364,2,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
59745,Agelaius tricolor,Aves,Passeriformes,1987,1,20,-120.62203,37.167942,NA,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
59751,Agelaius tricolor,Aves,Passeriformes,2020,5,27,-121.370255,37.589752,160,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
59759,Gymnogyps californianus,Aves,Accipitriformes,2013,2,15,-119.37676,34.90427,14,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
59794,Melanerpes uropygialis,Aves,Piciformes,2012,3,24,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
59800,Agelaius tricolor,Aves,Passeriformes,2011,4,4,-119.81054,35.155758,1,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5000,15530
59811,Agelaius tricolor,Aves,Passeriformes,2020,1,31,-120.62203,37.167942,4,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
59883,Buteo swainsoni,Aves,Accipitriformes,2019,4,13,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
59883,Buteo swainsoni,Aves,Accipitriformes,2019,4,13,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
59883,Buteo swainsoni,Aves,Accipitriformes,2019,4,13,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
59883,Buteo swainsoni,Aves,Accipitriformes,2019,4,13,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
59932,Melanerpes uropygialis,Aves,Piciformes,2018,1,31,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
59935,Agelaius tricolor,Aves,Passeriformes,2012,2,18,-120.62203,37.167942,NA,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
60112,Gymnogyps californianus,Aves,Accipitriformes,1985,8,3,-119.36508,34.898323,2,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
60187,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,1,4,-121.0659,37.157032,1,HUMAN_OBSERVATION,MCCABE,2015,1728.974,997,5000,10588
60232,Gymnogyps californianus,Aves,Accipitriformes,2018,1,23,-119.36288,34.895287,1,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
60314,Melanerpes uropygialis,Aves,Piciformes,2015,12,31,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
60331,Melanerpes uropygialis,Aves,Piciformes,2015,4,24,-114.62024,32.727768,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
60338,Gymnogyps californianus,Aves,Accipitriformes,1983,8,12,-119.36289,34.89532,5,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
60349,Agelaius tricolor,Aves,Passeriformes,2005,3,30,-119.81054,35.155758,40,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5000,15530
60377,Buteo swainsoni,Aves,Accipitriformes,2020,7,31,-120.62203,37.167942,6,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
60395,Melanerpes uropygialis,Aves,Piciformes,2017,12,27,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
60413,Melanerpes uropygialis,Aves,Piciformes,2020,12,28,-114.61361,32.731205,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
60440,Agelaius tricolor,Aves,Passeriformes,2017,5,3,-120.86004,36.704494,2,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
60522,Melanerpes uropygialis,Aves,Piciformes,1967,5,24,-114.61778,32.731075,NA,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
60526,Empidonax traillii,Aves,Passeriformes,2018,9,4,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
60526,Empidonax traillii,Aves,Passeriformes,2018,9,4,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
60526,Empidonax traillii,Aves,Passeriformes,2018,9,4,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
60526,Empidonax traillii,Aves,Passeriformes,2018,9,4,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
60624,Agelaius tricolor,Aves,Passeriformes,2019,3,9,-119.55631,34.90029,14,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
60626,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,12,26,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
60656,Melanerpes uropygialis,Aves,Piciformes,2019,3,25,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
60703,Melanerpes uropygialis,Aves,Piciformes,2015,1,3,-114.495,32.84883,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
60726,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,9,9,-121.222206,37.476967,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
60769,Buteo swainsoni,Aves,Accipitriformes,2013,5,15,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
60769,Buteo swainsoni,Aves,Accipitriformes,2013,5,15,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
60769,Buteo swainsoni,Aves,Accipitriformes,2013,5,15,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
60769,Buteo swainsoni,Aves,Accipitriformes,2013,5,15,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
60811,Agelaius tricolor,Aves,Passeriformes,2017,5,6,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
60811,Agelaius tricolor,Aves,Passeriformes,2017,5,6,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
60811,Agelaius tricolor,Aves,Passeriformes,2017,5,6,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
60811,Agelaius tricolor,Aves,Passeriformes,2017,5,6,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
60826,Agelaius tricolor,Aves,Passeriformes,2011,11,26,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
61031,Buteo swainsoni,Aves,Accipitriformes,2017,6,11,-120.62001,37.182293,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
61050,Buteo swainsoni,Aves,Accipitriformes,2015,6,9,-120.62203,37.167942,4,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
61061,Buteo swainsoni,Aves,Accipitriformes,2020,5,30,-120.62047,37.18479,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
61171,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,12,30,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
61268,Melanerpes uropygialis,Aves,Piciformes,2015,1,28,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
61352,Melanerpes uropygialis,Aves,Piciformes,2019,2,20,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
61353,Agelaius tricolor,Aves,Passeriformes,2015,4,25,-119.55202,34.903954,46,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
61389,Melanerpes uropygialis,Aves,Piciformes,2018,9,25,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
61409,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,1,11,-120.62001,37.182293,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
61553,Gymnogyps californianus,Aves,Accipitriformes,2015,6,6,-119.37491,34.90332,4,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
61556,Buteo swainsoni,Aves,Accipitriformes,2012,5,7,-118.324234,34.689507,3,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5000,22018
61697,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,2,6,-120.86657,36.67378,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
61722,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,2,8,-119.81054,35.155758,2,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5000,15530
61776,Agelaius tricolor,Aves,Passeriformes,2014,4,13,-120.07768,35.367256,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,5000,11668
61802,Agelaius tricolor,Aves,Passeriformes,2016,3,18,-120.07754,35.3672,7,HUMAN_OBSERVATION,BECK,2000,396.3609,926,5000,11668
61820,Agelaius tricolor,Aves,Passeriformes,2020,7,30,-119.55631,34.90029,40,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
61828,Buteo swainsoni,Aves,Accipitriformes,2019,10,14,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
61856,Agelaius tricolor,Aves,Passeriformes,2013,3,12,-120.89854,36.630684,400,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
61880,Empidonax traillii,Aves,Passeriformes,2015,5,14,-114.49237,32.84977,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
61922,Melanerpes uropygialis,Aves,Piciformes,2019,5,21,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
61965,Buteo swainsoni,Aves,Accipitriformes,2017,3,8,-116.365654,33.297318,50,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
62054,Agelaius tricolor,Aves,Passeriformes,2018,2,17,-120.89854,36.630684,200,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
62135,Melanerpes uropygialis,Aves,Piciformes,2015,12,28,-114.61319,32.725742,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
62167,Empidonax traillii,Aves,Passeriformes,2014,9,9,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
62208,Melanerpes uropygialis,Aves,Piciformes,2015,3,23,-114.56045,34.78898,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
62267,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,8,29,-121.06878,37.035378,2,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
62267,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,8,29,-121.06878,37.035378,2,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,5000,7717
62267,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,8,29,-121.06878,37.035378,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
62267,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,8,29,-121.06878,37.035378,2,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
62267,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,8,29,-121.06878,37.035378,2,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
62316,Agelaius tricolor,Aves,Passeriformes,2014,1,4,-120.6237,37.169914,7,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
62323,Empidonax traillii,Aves,Passeriformes,2016,5,27,-114.6066,32.720795,7,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
62439,Agelaius tricolor,Aves,Passeriformes,2019,1,9,-119.81054,35.155758,7,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5000,15530
62498,Buteo swainsoni,Aves,Accipitriformes,2013,3,24,-120.62203,37.167942,11,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
62523,Agelaius tricolor,Aves,Passeriformes,2017,2,18,-120.89854,36.630684,6,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
62535,Melanerpes uropygialis,Aves,Piciformes,2016,7,27,-114.6032,32.728104,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
62545,Buteo swainsoni,Aves,Accipitriformes,2020,7,30,-120.62203,37.167942,3,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
62560,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,1,24,-120.87656,36.641083,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
62564,Buteo swainsoni,Aves,Accipitriformes,2009,5,4,-119.538376,34.897827,1,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5000,10399
62580,Buteo swainsoni,Aves,Accipitriformes,2014,3,15,-116.36566,33.29729,1,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
62594,Buteo swainsoni,Aves,Accipitriformes,2011,4,24,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
62609,Buteo swainsoni,Aves,Accipitriformes,1999,5,21,-121.02899,37.124767,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,5000,7717
62702,Buteo swainsoni,Aves,Accipitriformes,2015,6,2,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
62730,Melanerpes uropygialis,Aves,Piciformes,2017,9,1,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
62770,Empidonax traillii,Aves,Passeriformes,2010,9,11,-116.19454,35.800976,1,HUMAN_OBSERVATION,TECOPA,2010,105.7345,291,5000,11370
62790,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,1,16,-118.44326,34.67557,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5000,22018
62839,Empidonax traillii,Aves,Passeriformes,2005,6,13,-118.39078,34.649662,2,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5000,22018
62861,Buteo swainsoni,Aves,Accipitriformes,2019,6,13,-121.370255,37.589752,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
62870,Agelaius tricolor,Aves,Passeriformes,2017,3,1,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
62895,Melanerpes uropygialis,Aves,Piciformes,2017,11,1,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
62897,Buteo swainsoni,Aves,Accipitriformes,2016,3,5,-116.39264,33.25692,12,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
62897,Buteo swainsoni,Aves,Accipitriformes,2016,3,5,-116.39264,33.25692,12,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,5000,1806
62897,Buteo swainsoni,Aves,Accipitriformes,2016,3,5,-116.39264,33.25692,12,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
62924,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,3,12,-120.89854,36.630684,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
62944,Empidonax traillii,Aves,Passeriformes,2018,5,24,-116.55427,33.84583,1,HUMAN_OBSERVATION,WINDY POINT,2011,541.494,410,5000,7519
62958,Gymnogyps californianus,Aves,Accipitriformes,2013,3,10,-119.375084,34.903976,4,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
62989,Empidonax traillii,Aves,Passeriformes,1985,5,17,-114.44939,32.858753,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5000,13635
63047,Melanerpes uropygialis,Aves,Piciformes,2017,1,18,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
63095,Melanerpes uropygialis,Aves,Piciformes,2017,11,4,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
63130,Agelaius tricolor,Aves,Passeriformes,2019,3,3,-120.62203,37.167942,150,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
63146,Gymnogyps californianus,Aves,Accipitriformes,2018,6,19,-119.375206,34.903927,8,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
63200,Agelaius tricolor,Aves,Passeriformes,2016,12,26,-118.33323,34.69442,20,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5000,22018
63204,Melanerpes uropygialis,Aves,Piciformes,2011,3,26,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
63206,Agelaius tricolor,Aves,Passeriformes,2014,1,4,-120.6237,37.169914,7,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
63263,Agelaius tricolor,Aves,Passeriformes,2017,5,3,-120.86004,36.704494,2,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5000,20951
63290,Agelaius tricolor,Aves,Passeriformes,2019,4,27,-121.21103,37.48008,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
63377,Agelaius tricolor,Aves,Passeriformes,2015,12,29,-120.62203,37.167942,150,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
63379,Agelaius tricolor,Aves,Passeriformes,2016,4,8,-120.62203,37.167942,3,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
63391,Empidonax traillii,Aves,Passeriformes,2011,6,4,-115.847496,33.444992,1,HUMAN_OBSERVATION,DOS PALMAS,2008,456.4143,283,5000,16175
63441,Agelaius tricolor,Aves,Passeriformes,2011,11,18,-120.62203,37.167942,6,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
63460,Empidonax traillii,Aves,Passeriformes,2010,8,21,-116.19454,35.800976,2,HUMAN_OBSERVATION,TECOPA,2010,105.7345,291,5000,11370
63462,Buteo swainsoni,Aves,Accipitriformes,2016,3,24,-116.365654,33.297318,45,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
63601,Melanerpes uropygialis,Aves,Piciformes,2016,6,18,-114.683945,32.69997,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,5000,14318
63602,Empidonax traillii,Aves,Passeriformes,2016,9,4,-117.91143,34.50152,2,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5000,35447
63620,Haliaeetus leucocephalus,Aves,Accipitriformes,2014,3,11,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
63649,Empidonax traillii,Aves,Passeriformes,2003,5,3,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
63649,Empidonax traillii,Aves,Passeriformes,2003,5,3,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
63649,Empidonax traillii,Aves,Passeriformes,2003,5,3,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
63649,Empidonax traillii,Aves,Passeriformes,2003,5,3,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
63674,Agelaius tricolor,Aves,Passeriformes,2003,2,9,-120.62203,37.167942,10,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
63752,Melanerpes uropygialis,Aves,Piciformes,2012,1,11,-114.56131,34.787304,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
63769,Melanerpes uropygialis,Aves,Piciformes,2020,1,15,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
63803,Empidonax traillii,Aves,Passeriformes,2007,6,9,-116.19454,35.800976,1,HUMAN_OBSERVATION,TECOPA,2010,105.7345,291,5000,11370
63898,Buteo swainsoni,Aves,Accipitriformes,2015,2,15,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
63969,Melanerpes uropygialis,Aves,Piciformes,2011,10,21,-114.5474,32.802593,6,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
64091,Buteo swainsoni,Aves,Accipitriformes,2016,3,28,-116.40612,33.257812,2,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
64091,Buteo swainsoni,Aves,Accipitriformes,2016,3,28,-116.40612,33.257812,2,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,5000,1806
64091,Buteo swainsoni,Aves,Accipitriformes,2016,3,28,-116.40612,33.257812,2,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
64303,Buteo swainsoni,Aves,Accipitriformes,2019,5,4,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
64303,Buteo swainsoni,Aves,Accipitriformes,2019,5,4,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
64303,Buteo swainsoni,Aves,Accipitriformes,2019,5,4,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
64303,Buteo swainsoni,Aves,Accipitriformes,2019,5,4,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
64319,Agelaius tricolor,Aves,Passeriformes,2020,12,26,-120.62203,37.167942,15,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
64320,Buteo swainsoni,Aves,Accipitriformes,2016,3,19,-116.365654,33.297318,100,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
64356,Melanerpes uropygialis,Aves,Piciformes,2020,2,26,-114.61296,32.72587,3,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
64506,Buteo swainsoni,Aves,Accipitriformes,2017,7,2,-120.61955,37.184353,4,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
64520,Empidonax traillii,Aves,Passeriformes,2017,9,17,-117.91143,34.50152,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5000,35447
64558,Empidonax traillii,Aves,Passeriformes,2011,6,5,-116.625626,34.010124,1,HUMAN_OBSERVATION,INDIAN 2,2005,188.7452,78,5000,8965
64558,Empidonax traillii,Aves,Passeriformes,2011,6,5,-116.625626,34.010124,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,5000,33737
64558,Empidonax traillii,Aves,Passeriformes,2011,6,5,-116.625626,34.010124,1,HUMAN_OBSERVATION,PARADISE,2005,3081.726,271,5000,11261
64576,Buteo swainsoni,Aves,Accipitriformes,2018,4,20,-121.21103,37.48008,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5000,68965
64592,Buteo swainsoni,Aves,Accipitriformes,2019,3,10,-116.3668,33.29732,10,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
64860,Melanerpes uropygialis,Aves,Piciformes,2014,4,23,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
64897,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,2,3,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
64912,Buteo swainsoni,Aves,Accipitriformes,1999,5,21,-121.02899,37.124767,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,5000,7717
64928,Melanerpes uropygialis,Aves,Piciformes,2016,5,17,-114.6066,32.720795,4,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
64978,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,2,19,-120.62001,37.182293,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
64986,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,1,5,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
65063,Melanerpes uropygialis,Aves,Piciformes,2018,3,26,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
65144,Buteo swainsoni,Aves,Accipitriformes,2020,2,8,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
65152,Agelaius tricolor,Aves,Passeriformes,2013,11,16,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
65184,Melanerpes uropygialis,Aves,Piciformes,2018,3,28,-114.6066,32.720795,3,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
65241,Melanerpes uropygialis,Aves,Piciformes,2018,1,3,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
65250,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,28,-120.62203,37.167942,3,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
65262,Gymnogyps californianus,Aves,Accipitriformes,2016,3,21,-119.363,34.95303,NA,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5000,10475
65332,Agelaius tricolor,Aves,Passeriformes,2020,2,23,-120.81509,36.584415,50,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,5000,15789
65340,Melanerpes uropygialis,Aves,Piciformes,2012,1,11,-114.56131,34.787304,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5000,16707
65416,Riparia riparia,Aves,Passeriformes,2009,7,18,-118.05599,36.562325,10,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5000,14127
65474,Melanerpes uropygialis,Aves,Piciformes,2014,9,13,-114.676926,32.698624,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,5000,14318
