obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
1888,Melanerpes uropygialis,Aves,Piciformes,2016,1,18,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
1986,Melanerpes uropygialis,Aves,Piciformes,2016,5,18,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
2275,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2007,4,22,-116.561361,33.340466,NA,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
2275,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2007,4,22,-116.561361,33.340466,NA,HUMAN_OBSERVATION,COYOTE,2003,18704.78,506,5000,17478
2354,Pelecanus occidentalis californicus,Aves,Pelecaniformes,2014,6,1,-115.801842,33.540155,NA,HUMAN_OBSERVATION,DOS PALMAS,2008,456.4143,283,5000,16175
2355,Buteo swainsoni,Aves,Accipitriformes,2021,4,4,-120.620233,37.184364,NA,HUMAN_OBSERVATION,SANDY,2016,0,1107,5000,13684
2488,Uma inornata,Reptilia,Squamata,2020,2,21,-116.549025,33.84799,NA,HUMAN_OBSERVATION,WINDY POINT,2011,541.494,410,5000,7519
2684,Rana muscosa,Amphibia,Anura,2003,8,26,-117.827443,34.380207,NA,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5000,35447
2760,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,7,27,-116.51893,33.701038,NA,HUMAN_OBSERVATION,MOUNTAIN,2013,27523.67,331,5000,19020
2774,Gambelia sila,Reptilia,Squamata,2019,7,14,-119.503664,35.00463,NA,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,5000,18451
3004,Ovis canadensis nelsoni,Mammalia,Artiodactyla,1999,8,1,-116.54538,33.220256,NA,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
3087,Uma inornata,Reptilia,Squamata,2020,6,9,-116.517452,33.984515,NA,HUMAN_OBSERVATION,INDIAN 2,2005,188.7452,78,5000,8965
3141,Puma concolor,Mammalia,Carnivora,2020,8,29,-116.602867,33.120324,NA,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
3336,Puma concolor,Mammalia,Carnivora,2020,12,26,-116.60304,33.120091,NA,HUMAN_OBSERVATION,PINES,2002,61691.24,263,5000,45164
3499,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5000,4436
3499,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,5000,7717
3499,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5000,11639
3499,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5000,5692
3499,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,10,10,-121.06878,37.035378,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5000,4760
3515,Empidonax traillii,Aves,Passeriformes,2012,5,18,-116.387596,33.13865,3,HUMAN_OBSERVATION,STEWART,2012,10630.18,417,5000,7796
3578,Melanerpes uropygialis,Aves,Piciformes,2018,1,15,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5000,18081
3769,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2019,4,18,-116.410708,33.360295,NA,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5000,16210
